countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Slovakia,1999,757.3710248968086,-3409.4036320809473,434.1372951146421,-3732.637361863113,-2790.503961521731,-6957.278618499486,647.1353378381132,-3519.639319139642,250.41115001681672,-3916.3635069609386,-3707.384914200403,-7874.159571178157,620.807571698055,-3545.9670852796994,206.53153978338588,-3960.2431171943695,-3926.365064317714,-8093.139721295469
Belgium,2000,20527.367042953545,13250.891547340414,19923.599391840187,12647.123896227056,13900.29830097123,6623.822805358098,,,,,,,,,,,,
Bulgaria,2000,-2482.2810978947796,-9613.581649874812,-2689.335925730044,-9820.636477710077,-4754.954327229468,-11886.2548792095,,,,,,,,,,,,
Cyprus,2000,12688.675861010257,11614.971291692797,12186.757561582455,11113.052992264991,7179.525003005083,6105.82043368762,,,,,,,,,,,,
Czechia,2000,2696.148955964421,-2133.2064942365796,2110.8819620128165,-2718.4734881881836,-3727.8530490758108,-8557.20849927681,,,,,,,,,,,,
Germany,2000,23363.130911296048,20076.802098974025,22831.487042533194,19545.158230211175,17527.706542256154,14241.377729934135,23342.57189691539,20056.243084593367,22797.222018565426,19510.893206243407,17356.70775597892,14070.378943656899,23200.939762928843,19914.610950606824,22561.16846192119,19274.83964959917,16178.688101868624,12892.359289546603
Denmark,2000,31411.09911238607,29429.933163290196,30802.798453101488,28821.632504005614,24734.275209286272,22753.109260190395,31216.173184770414,29235.00723567454,30477.921907075393,28496.755957979523,23112.986541498907,21131.820592403034,31082.409202646522,29101.243253550645,30254.981936868902,28273.815987773032,22000.409928277946,20019.243979182065
Estonia,2000,2500.704149152543,1588.6121727029445,2117.802026048172,1205.7100495985728,-1702.1024877787686,-2614.194464228367,,,,,,,,,,,,
Greece,2000,9787.838708132715,6095.885140233604,9304.013297323672,5612.059729424562,4477.278841871568,785.3252739724571,,,,,,,,,,,,
Spain,2000,13255.501454947744,9034.469194529443,12902.774068646393,8681.741808228093,9383.898476735292,5162.866216316992,,,,,,,,,,,,
Finland,2000,25037.283456854773,23823.868097628027,24665.3587500788,23451.943390852055,20954.967032480406,19741.55167325366,,,,,,,,,,,,
France,2000,21770.587518260378,17577.41731569608,21405.69092246758,17212.52071990328,17765.41297872515,13572.242776160856,,,,,,,,,,,,
Croatia,2000,2235.7246305084673,-1839.9066539046873,2058.69213748698,-2016.9391469261745,292.5822666297594,-3783.0490177833954,,,,,,,,,,,,
Hungary,2000,2099.27929411355,-3224.746661887265,1794.0725132865127,-3529.953442714302,-1250.72846686893,-6574.754422869745,2075.654972271584,-3248.3709837292317,1754.6986435499027,-3569.327312450913,-1447.222826316393,-6771.248782317209,1984.7960947759484,-3339.2298612248665,1603.2671810571765,-3720.7587749436398,-2202.9379343753303,-7526.963890376147
Ireland,2000,25273.239964368586,21668.82552834961,24416.710205118907,20812.295769099936,15871.806178318575,12267.391742299606,,,,,,,,,,,,
Italy,2000,17975.09493463546,11180.764891470877,17577.828454787865,10783.498411623286,13614.622382022586,6820.292338858008,,,,,,,,,,,,
Lithuania,2000,3033.022858573026,2285.2750836115642,2912.849422591893,2165.1016476304317,1713.9763350658332,966.2285601043715,,,,,,,,,,,,
Latvia,2000,703.4522178346275,-1221.8003963530484,732.6998482186156,-1192.55276596906,1024.4797799064959,-900.7728342811796,,,,,,,,,,,,
Malta,2000,10256.624767529496,9164.954771465098,9960.090565105887,8868.420569041487,7001.808879022735,5910.138882958336,10215.992735550815,9124.322739486415,9892.370511808085,8800.700515743687,6663.853565422278,5572.18356935788,9869.375165282347,8777.705169217947,9314.674561360636,8223.004565296236,3780.8756793797693,2689.205683315369
Netherlands,2000,25739.508186296604,21743.707995108405,25142.014869688825,21146.214678500626,19181.30773495882,15185.507543770627,25680.291943156022,21684.49175196783,25043.32113112119,21047.52093993299,18688.77898248797,14692.97879129977,25846.803247087264,21851.00305589907,25320.839971006593,21325.039779818395,20073.730145344638,16077.929954156436
Norway,2000,40187.18801452152,38853.37821002684,39845.97672868165,38512.166924186975,36441.987948517235,35108.17814402255,,,,,,,,,,,,
Poland,2000,2337.434446210773,-798.2320129028062,1942.3815110263743,-1193.2849480872053,-1998.741818551315,-5134.408277664895,,,,,,,,,,,,
Portugal,2000,10429.081696965817,6937.237050618098,10099.03379190717,6607.1891455594505,6806.41302477446,3314.5683784267417,10409.713784018611,6917.869137670892,10066.753936995157,6574.909290647439,6645.321177404048,3153.4765310563293,10131.22844170985,6639.383795362131,9602.611699813893,6110.767053466175,4329.030393756595,837.1857474088744
Romania,2000,31.047892931281908,-3031.9069727952874,-173.4134731892898,-3236.3683389158587,-2213.159006630228,-5276.113872356797,,,,,,,,,,,,
Sweden,2000,31594.799680886576,30821.739098650713,31499.328378637925,30726.26779640207,30546.888482395494,29773.827900159635,,,,,,,,,,,,
Slovenia,2000,6493.214661766667,-2524.2351718395885,6227.647496799153,-2789.8023368071003,3578.2988748613384,-5439.150958744915,,,,,,,,,,,,
Slovakia,2000,1213.0782978062878,-3178.086661367818,904.5636801893507,-3486.601278984754,-2173.2369098462823,-6564.401869020387,1103.3001171495057,-3287.8648420245986,721.600045761381,-3669.5649134127248,-3086.3125711820553,-7477.477530356159,1043.662785124152,-3347.5021740499537,622.2044923857914,-3768.960466788315,-3582.34371374214,-7973.508672916246
Belgium,2001,21449.451275959444,14400.548856550075,20852.78928804782,13803.886868638447,14900.37564673899,7851.473227329621,,,,,,,,,,,,
Bulgaria,2001,-1951.4441902219874,-8542.75502241373,-2188.11005601838,-8779.420888210127,-4549.133812415732,-11140.444644607476,,,,,,,,,,,,
Cyprus,2001,13807.526750092109,12786.284658138711,13315.154543981856,12293.912452028459,8403.155630643867,7381.913538690472,,,,,,,,,,,,
Czechia,2001,3972.594858770408,-843.6331365231928,3386.530244202835,-1429.697751090766,-2460.1619820784285,-7276.389977372031,,,,,,,,,,,,
Germany,2001,24152.042699436442,20964.722481307334,23618.37461376516,20431.054395636056,18294.40014004455,15107.07992191544,24114.57313869674,20927.252920567633,23555.92534586566,20368.60512773655,17982.7485554794,14795.428337350295,23988.250539518576,20800.93032138947,23345.38768056872,20158.067462439616,16932.06534961659,13744.745131487483
Denmark,2001,32431.9060011082,30500.103312413117,31817.202927085335,29885.40023839025,25684.807974333416,23753.005285638337,32243.740268362893,30311.93757966781,31503.593372509822,29571.79068381474,24119.746959118464,22187.944270423384,32120.587157213064,30188.78446851798,31298.338187260106,29366.535498565023,23095.42584415798,21163.6231554629
Estonia,2001,3177.755322677925,2270.7401451835262,2786.644948733414,1879.6297712390146,-1115.146638951117,-2022.1618164455156,,,,,,,,,,,,
Greece,2001,11329.299431736226,7529.450004148212,10844.40068368471,7044.551256096696,6006.95841145649,2207.1089838684775,,,,,,,,,,,,
Spain,2001,14672.724875911537,10611.998903936981,14324.936610440116,10264.210638465562,10855.334628713324,6794.60865673877,,,,,,,,,,,,
Finland,2001,26460.620103008714,25197.50016164474,26052.048453855976,24788.928512492002,21976.05985873697,20712.939917372998,,,,,,,,,,,,
France,2001,22678.629978313136,18635.526574085,22322.029353002734,18278.9259487746,18764.51359097753,14721.410186749392,,,,,,,,,,,,
Croatia,2001,3081.2512805541546,-1324.9714711484776,2896.453885383594,-1509.7688663190386,1052.8798716582328,-3353.3428800444008,,,,,,,,,,,,
Hungary,2001,3099.701386763407,-1937.6116336012924,2793.2867388776294,-2244.02628148707,-263.5641531257218,-5300.87717349042,3066.19104181172,-1971.1219785529781,2737.436163958151,-2299.8768564065467,-542.2851174857835,-5579.598137850482,2963.1211118939864,-2074.1919084707133,2565.652947428595,-2471.6600729361035,-1399.5651694999503,-6436.878189864649
Ireland,2001,28474.00843094952,24947.14768146279,27594.815270261843,24067.954520775114,18823.81683387763,15296.956084390898,,,,,,,,,,,,
Italy,2001,19281.88165296517,12683.557621964987,18891.056396488304,12292.732365488117,14992.109194969053,8393.785163968865,,,,,,,,,,,,
Lithuania,2001,3337.8769609274223,2573.998403497794,3181.388629130272,2417.5100717006435,1620.2312238206048,856.3526663909763,,,,,,,,,,,,
Latvia,2001,991.5796746302345,-1008.2665208907686,1019.7422099410888,-980.1039855799139,1300.697026494614,-699.1491690263894,,,,,,,,,,,,
Malta,2001,10484.143111531239,9305.160624912178,10159.7039357204,8980.721449101338,6923.036919893209,5744.054433274147,10450.383737082124,9271.401250463063,10103.438311638542,8924.455825019482,6642.244662570417,5463.262175951356,10115.260402513955,8936.277915894894,9544.899420691594,8365.916934072533,3854.8696258446935,2675.8871392256315
Netherlands,2001,27446.14376513527,23590.944356237775,26850.21056534732,22995.01115644982,20905.06745317702,17049.86804427952,27388.17100595137,23532.97159705387,26753.589300040814,22898.389891143313,20422.88132917122,16567.68192027372,27584.367383337478,23729.16797443998,27080.583262350992,23225.383853453495,22054.736912509637,18199.53750361214
Norway,2001,41912.83760431185,40602.53474223054,41579.66865065069,40269.36578856939,38255.91170817388,36945.60884609257,,,,,,,,,,,,
Poland,2001,3127.9538411649205,9.787458081132135,2725.897163888022,-392.2692191957661,-1285.0968308505612,-4403.26321393435,,,,,,,,,,,,
Portugal,2001,11140.890940601354,7750.087209728915,10840.959984798817,7450.156253926376,7848.791640006838,4457.987909134398,11081.14768887791,7690.343958005471,10741.387898593077,7350.584167720637,7351.87951456106,3961.075783688619,10787.044497771416,7396.240766898975,10251.215913415586,6860.412182543147,4905.687893294346,1514.8841624219062
Romania,2001,293.31796026269114,-2606.9385982639587,83.42258363260281,-2816.833974894047,-2010.5336737008965,-4910.790232227546,,,,,,,,,,,,
Sweden,2001,29892.458352396414,29149.394033992918,29797.736985510863,29054.67266710737,28852.778587295525,28109.714268892032,,,,,,,,,,,,
Slovenia,2001,7365.025238003832,-1164.4183546103854,7073.962102292656,-1455.4814903215622,4170.260819840671,-4359.182772773547,,,,,,,,,,,,
Slovakia,2001,1501.9780894674502,-2936.747396762428,1169.263919737978,-3269.4615664918992,-2149.956011610805,-6588.681497840681,1399.7073597280278,-3039.018126501851,998.8127035056074,-3439.91278272427,-3000.5887478561594,-7439.314234086038,1339.514691609607,-3099.2107946202705,898.4915899749068,-3540.2338962549693,-3501.238876333177,-7939.964362563054
Belgium,2002,22336.553956094853,15644.203716878968,21744.595421798353,15052.245182582468,15839.104329649921,9146.754090434037,,,,,,,,,,,,
Bulgaria,2002,-1886.7257824716935,-8717.660099265264,-2116.399073812258,-8947.333390605829,-4407.663575519312,-11238.597892312882,,,,,,,,,,,,
Cyprus,2002,14405.31584646632,13396.02845767562,13906.567371895813,12897.279983105116,8930.957589871008,7921.67020108031,,,,,,,,,,,,
Czechia,2002,5230.68179903074,576.8925563723895,4657.658284696812,3.869042038462117,-1058.9334416345087,-5712.722684292859,,,,,,,,,,,,
Germany,2002,24474.254051764896,21435.763896105727,23936.513795114475,20898.023639455307,18571.914568054322,15533.424412395152,24459.325143559567,21420.834987900398,23911.632281438928,20873.142125779756,18447.74396647349,15409.253810814318,24361.380073994143,21322.889918334975,23748.39049882989,20709.90034317072,17633.08973707219,14594.599581413022
Denmark,2002,33406.673278811344,31524.36732730367,32790.00606945816,30907.700117950488,26638.01652852997,24755.710577022306,33213.630944535325,31331.324993027658,32468.268845664796,30585.96289415713,25032.39457359928,23150.08862209161,33085.590245281885,31203.284293774217,32254.8676802424,30372.561728734727,23967.42113853892,22085.115187031257
Estonia,2002,3916.8375183410312,3054.3433708466146,3531.175267977825,2668.681120483408,-316.26480112178444,-1178.7589486162005,,,,,,,,,,,,
Greece,2002,12338.828181399549,8606.105391359548,11857.59319778323,8124.870407743228,7056.701337420422,3323.978547380419,,,,,,,,,,,,
Spain,2002,15622.499172663092,11437.079671471947,15257.745230944944,11072.325729753798,11618.89043142342,7433.470930232274,,,,,,,,,,,,
Finland,2002,27146.810395231787,25898.402690638373,26729.327694406496,25480.919989813086,22564.440750458958,21316.033045865555,,,,,,,,,,,,
France,2002,23430.600520014672,19602.558121937804,23087.727713349872,19259.685315273,19667.163284955746,15839.120886878876,,,,,,,,,,,,
Croatia,2002,3987.5728162668443,-538.692620869986,3795.553777336585,-730.7116598002452,1879.9352699132783,-2646.3301672235507,,,,,,,,,,,,
Hungary,2002,4649.309618723731,475.92081330315153,4346.265932490623,172.8771270700429,1323.0443960222333,-2850.344409398346,4619.741027751458,446.35222233087956,4296.9849475368355,123.59614211625485,1077.1088139671403,-3096.2799914534394,4520.463357597403,347.07455217682434,4131.522163946743,-41.8666414738376,251.37073205087114,-3922.0180733697075
Ireland,2002,31863.283433964953,28909.438237075556,31020.254356358513,28066.40915946911,22610.03570118948,19656.190504300077,,,,,,,,,,,,
Italy,2002,20266.680535647927,13449.890476732031,19874.865006675933,13058.07494776004,15966.038658122032,9149.248599206137,,,,,,,,,,,,
Lithuania,2002,3773.6312078519395,2994.1610409429413,3599.7229679992424,2820.2528010902447,1864.7812418497226,1085.3110749407247,,,,,,,,,,,,
Latvia,2002,1301.6497128769358,-690.2022619127628,1299.7241184236157,-692.1278563660833,1280.5140213773986,-711.3379534123001,,,,,,,,,,,,
Malta,2002,10854.465795495145,9720.405163173618,10527.940675195938,9393.880042874409,7270.463879830021,6136.403247508495,10827.379917367934,9693.31928504641,10482.79754498392,9348.736912662394,7045.178163343393,5911.117531021865,10457.464982021635,9323.404349700108,9866.272652740085,8732.212020418556,3968.4253677646257,2834.3647354430987
Netherlands,2002,28508.656795207287,24858.08271197933,27923.342139800694,24272.768056572735,22084.13164895871,18433.557565730753,28453.31500599027,24802.74092276231,27831.105824438997,24180.531741211038,21623.82851324891,17973.254430020956,28628.239106991896,24977.665023763937,28122.645992775044,24472.071909547085,23078.752781897376,19428.178698669413
Norway,2002,44774.971063757555,43489.74535330152,44464.72175704983,43179.4960465938,41369.6155782275,40084.389867771475,,,,,,,,,,,,
Poland,2002,3135.87598453091,73.83848056637557,2754.4260244253232,-307.6114795392114,-1050.9914347232714,-4113.028938687806,,,,,,,,,,,,
Portugal,2002,11657.055438994737,8193.41165303099,11339.250167850461,7875.606381886713,8168.764248577804,4705.120462614056,11601.046612821438,8137.402826857691,11245.902124228294,7782.258338264547,7702.913059453842,4239.269273490094,11331.613184974913,7867.9693990111655,10796.846411150755,7333.202625187007,5461.91121514307,1998.2674291793228
Romania,2002,420.09931392989375,-2609.9018509781513,196.78415802920662,-2833.217006878838,-2031.0503734562183,-5061.051538364263,,,,,,,,,,,,
Sweden,2002,31281.856154833553,30559.056286990148,31179.81671393654,30457.01684609313,30161.85181546387,29439.051947620464,,,,,,,,,,,,
Slovenia,2002,8486.423553654768,503.9637557383919,8213.596459123402,231.13666120702646,5491.821397012878,-2490.638400903497,,,,,,,,,,,,
Slovakia,2002,2321.5638389343944,-1401.3187331507563,2003.3794345774859,-1719.5031375076665,-1170.888789840249,-4893.771361925401,2213.67276254794,-1509.2098095372128,1823.5609739333936,-1899.3215981517576,-2068.268536292671,-5791.151108377822,2169.319374684767,-1553.5631974003848,1749.6386608281055,-1973.2439112570448,-2437.1760797895345,-6160.058651874688
Belgium,2003,23051.143883202567,16477.6411936101,22460.108189733255,15886.605500140793,16563.82353345609,9990.320843863623,,,,,,,,,,,,
Bulgaria,2003,-2007.526555357205,-9380.49637307306,-2267.830146181426,-9640.79996389728,-4864.668349880199,-12237.638167596053,,,,,,,,,,,,
Cyprus,2003,15377.419793476432,14361.248776831251,14862.12477582245,13845.953759177268,9721.443528274393,8705.27251162921,,,,,,,,,,,,
Czechia,2003,5405.112655012451,785.8560810835341,4816.041443004659,196.784869075743,-1060.6451720254468,-5679.901745954363,,,,,,,,,,,,
Germany,2003,24669.5820704322,21731.4301317911,24136.93840921394,21198.786470572843,18823.1837889651,15885.031850324001,24648.529167192573,21710.377228551475,24101.850237147893,21163.698298506795,18648.077101702176,15709.925163061078,24520.74790678811,21582.595968147012,23888.881469807122,20950.729531166024,17585.261538972973,14647.109600331876
Denmark,2003,33872.93947792768,31910.308263368097,33220.74925322842,31258.118038668847,26714.37534491921,24751.74413035963,33632.557937331556,31669.926722771976,32820.11335223489,30857.482137675313,24715.011419961,22752.380205401423,33551.08576686721,31588.45455230763,32684.326401460985,30721.695186901397,24037.369875146444,22074.738660586863
Estonia,2003,4667.910700339589,3780.952144067365,4210.7105607225185,3323.752004450294,-350.4051178382624,-1237.3636741104872,,,,,,,,,,,,
Greece,2003,13697.634476816565,9974.384548593456,13201.837462038866,9478.587533815755,8255.672005089882,4532.422076866772,,,,,,,,,,,,
Spain,2003,16672.316436914574,12769.006873245515,16306.7675371603,12403.457973491242,12659.982084849806,8756.67252118075,,,,,,,,,,,,
Finland,2003,27651.23124621252,26358.710429009498,27177.521727255178,25885.000910052157,22451.7053357522,21159.18451854918,,,,,,,,,,,,
France,2003,24006.647088210535,20234.393714977257,23666.481985962517,19894.228612729246,20272.930132583548,16500.676759350274,,,,,,,,,,,,
Croatia,2003,4613.101296423269,-246.499270912884,4398.7783649495605,-460.82220238659306,2260.6519771523294,-2598.948590183825,,,,,,,,,,,,
Hungary,2003,4947.953065765155,582.2693522475344,4641.7919861270975,276.1082726094772,1587.4707392617227,-2778.2129742558973,4903.781467100071,538.0977535824499,4568.172655018623,202.4889415010038,1220.0752202061021,-3145.608493311518,4781.898645327391,416.21493180977075,4365.034618730824,-0.6490947867952138,206.31968673174967,-4159.364026785871
Ireland,2003,33908.51290793002,31311.664451334454,33068.95227626519,30472.103819669635,24693.33549846614,22096.487041870583,,,,,,,,,,,,
Italy,2003,21254.482218344085,15213.183697585315,20843.447466437632,14802.148945678864,16742.886489085184,10701.587968326414,,,,,,,,,,,,
Lithuania,2003,4251.549134386538,3543.3438513861447,4065.0858619430533,3356.8805789426597,2204.8927392330525,1496.687456232659,,,,,,,,,,,,
Latvia,2003,1226.6566898177348,-854.8384428043959,1213.7125089697706,-867.7826236523595,1084.5788952722248,-996.9162373499056,,,,,,,,,,,,
Malta,2003,10961.79839968185,9846.869241069631,10613.961321030165,9499.032162417945,7143.872369719303,6028.9432111070855,10934.871411642704,9819.942253030486,10569.083007631589,9454.15384901937,6919.908215234989,5804.979056622772,10697.061063690548,9582.13190507833,10172.73242771133,9057.803269099111,4941.930083061497,3827.0009244492776
Netherlands,2003,29115.61432556854,25563.551621694194,28530.74008693616,24978.677383061815,22695.92327772265,19143.860573848306,29061.30162533969,25509.23892146535,28440.21891988808,24888.156216013736,22244.17954883511,18692.116844960765,29050.160683678296,25498.09797980395,28421.650683785752,24869.58797991141,22151.515208667282,18599.45250479294
Norway,2003,43355.546028117125,42124.7149721914,43056.07381963658,41825.242763710856,40068.48202550919,38837.65096958346,,,,,,,,,,,,
Poland,2003,2666.008216014373,-321.58980689236785,2271.9622685131467,-715.6357543935949,-1659.1151601300426,-4646.713183036783,,,,,,,,,,,,
Portugal,2003,12091.452675509008,9083.226766636744,11743.936851051722,8735.710942179456,8277.052792775437,5268.826883903172,12111.400420489379,9103.174511617113,11777.18309268567,8768.957183813403,8442.967370072474,5434.741461200208,11824.042245081473,8815.816336209207,11298.25280033916,8290.026891466896,6052.877149219424,3044.651240347158
Romania,2003,345.83488718002616,-3087.3556250051724,110.12642163274573,-3323.0640905524533,-2241.3461275175055,-5674.536639702704,,,,,,,,,,,,
Sweden,2003,32568.741937287854,31851.01036183835,32452.40815104888,31734.676575599377,31291.84014071243,30574.108565262923,,,,,,,,,,,,
