countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Denmark,2016,276002.49712300004,269321.904261,273749.705743,267069.11288100004,251275.429833,244594.836971,273713.82374923,267033.23088723,269935.25012005004,263254.65725805,232239.47986704,225558.88700504001,272921.71214923,266241.11928723,268615.06412005,261934.47125805,225651.12306704,218970.53020504
Estonia,2016,19789.715686000003,19111.178973000002,18972.700186000002,18294.163473,10821.997936000002,10143.461223000002,19655.66875144,18977.132038440002,18749.2886284,18070.7519154,9707.06787712,9028.53116412,19712.287481440002,19033.75076844,18843.653178400004,18165.116465400002,10177.991917120002,9499.45520412
Greece,2016,160698.336978,142849.96725100002,156993.85885800002,139145.489131,120037.27951800002,102188.90979100001,159793.51639980002,141945.1466728,155485.82456100002,137637.454834,112511.4702644,94663.10053740001,160693.7548998,142845.38517280002,156986.222061,139137.852334,119999.16826440001,102150.79853740001
Spain,2016,1056332.801513,976916.690753,1044704.601293,965288.490533,928699.461003,849283.3502430001,1052837.64286679,973421.53210679,1038879.33688265,959463.22612265,899628.61765992,820212.5068999201,1051952.52436679,972536.41360679,1037404.13938265,957988.02862265,892266.67965992,812850.56889992
Finland,2016,212164.804929,208194.521403,210296.860389,206326.576863,191661.889859,187691.606333,211063.84092003,207093.55739403,208461.92037405,204491.63684805,182504.66540344,178534.38187744,210442.76172003,206472.47819403,207426.78837405,203456.50484805,177338.86380344,173368.58027744002
France,2016,2141481.445736,2005266.650508,2123581.933616,1987367.138388,1945012.991276,1808798.196048,2137713.00574649,2001498.21051849,2117301.20030015,1981086.40507215,1913669.1412045201,1777454.34597652,2131690.88614649,1995476.09091849,2107264.33430015,1971049.53907215,1863580.40040452,1727365.60517652
Croatia,2016,40635.936799,27843.236956,39832.667899,27039.968056,31819.104349,19026.404506000003,40251.2704351,27458.5705921,39191.5572925,26398.857449500003,28619.657131800002,15826.957288800004,39969.1186351,27176.4187921,38721.304292500005,25928.604449500002,26272.8707318,13480.1708888
Hungary,2016,99371.73726,70593.003806,96930.0786,68151.345146,72571.62672999999,43792.893276,98756.83933146,69978.10587746,95905.2487191,67126.5152651,67457.23761008,38678.50415608,97912.98583146,69134.25237746,94498.8262191,65720.0927651,60438.51961008,31659.78615608001
Ireland,2016,262020.011606,256578.117889,259120.255166,253678.361449,230191.732586,224749.838869,261545.43060323,256103.53688623,258329.28682804998,252887.39311104998,226244.42392804,220802.53021104,261002.28240323,255560.38868623,257424.03982804998,251982.14611104998,221726.81032803998,216284.91661103998
Italy,2016,1573565.6324530002,1342162.646235,1556773.977433,1325370.991215,1389257.228543,1157854.242325,1570049.42430664,1338646.43808864,1550913.6305224001,1319510.6443044,1360011.30681772,1128608.3205997199,1564851.30690664,1333448.32068864,1542250.1015224,1310847.1153044002,1316776.17161772,1085373.18539972
Lithuania,2016,36837.175131,34159.756855,36286.114551,33608.696275,30788.629241000002,28111.210965000002,36193.23123579,33515.812959790004,35212.87472565,32535.456449650002,25432.65144592,22755.23316992,35672.48583579,32995.067559790004,34344.96572565,31667.547449650003,21101.37224592,18423.95396992
Latvia,2016,23286.973475,20108.094300999997,22904.786075,19725.906901,19092.011775,15913.132601,23076.48396206,19897.604788059998,22553.9702201,19375.091046100002,17341.27360388,14162.39442988,22773.11376206,19594.234588059997,22048.353220099998,18869.4740461,14818.00400388,11639.124829879998
Malta,2016,10259.241812,10003.804417000001,10181.829092,9926.391697000001,9409.545052000001,9154.107657,10244.804126570001,9989.36673157,10157.76628295,9902.32888795,9289.46017636,9034.02278136,9752.21972657,9496.78233157,9336.79228295,9081.354887950001,5192.408976360001,4936.971581360001
Netherlands,2016,678775.100085,642444.678021,670365.9180449999,634035.495981,586474.316265,550143.894201,677719.96706277,641389.54499877,668607.36300795,632276.94094395,577698.28922296,541367.86715896,677413.55396277,641083.13189877,668096.67450795,631766.25244395,575149.71042296,538819.2883589601
Norway,2016,330475.2245317647,326311.4738437647,328776.50681176473,324612.75612376473,311829.7752717647,307666.0245837647,328824.6504474447,324660.8997594447,326025.5500045647,321861.7993165647,298101.1908244047,293937.4401364047,328528.2606474447,324364.5099594447,325531.5670045647,321367.8163165647,295635.9804244047,291472.2297364047
Poland,2016,344597.897242,251794.893849,329542.408402,236739.405009,179345.984022,86542.980629,341493.77949814,248690.77610514002,324368.8788289,231565.8754359,153527.60786671995,60724.604473719955,342403.22859814,249600.22520514,325884.6273289,233081.6239359,161091.91466671997,68288.91127371998
Portugal,2016,172849.393655,152808.910144,170012.823695,149972.340184,141714.661475,121674.17796399999,172753.4264606,152712.9429496,169852.878371,149812.39486,140916.4581438,120875.97463279999,172491.97646059998,152451.49294959998,169417.128371,149376.64486,138741.8581438,118701.3746328
Romania,2016,140237.22498199999,91516.92345999999,137601.777482,88881.47596,111310.051232,62589.74970999999,136784.5074935,88064.20597149999,131847.2483345,83126.9468125,82592.210534,33871.90901199999,136528.9605935,87808.65907149999,131421.3368345,82701.0353125,80466.709334,31746.40781199999
Sweden,2016,463441.763294,458994.225747,463095.179294,458647.641747,459637.591294,455190.053747,460289.47023827,455841.93269127,457841.35753445,453393.81998745,433418.51889396,428970.98134696,458538.60573827,454091.06819127,454923.25003445,450475.71248745,418855.77289396,414408.23534696
Slovenia,2016,34713.457071,25041.910251999998,33926.093150999994,24254.546331999998,26071.200710999998,16399.653892,34822.412433599995,25150.8656146,34107.685421999995,24436.138603,26977.432615799997,17305.885796799997,34579.2450336,24907.698214599997,33702.406422,24030.859602999997,24954.8974158,15283.350596799999
Slovakia,2016,72782.963586,61103.70805,71290.194546,59610.93901,56398.046266,44718.79073,72412.88740911,60733.631873110004,70673.40091785,58994.14538185,53319.95235028,41640.696814279996,72050.19640911,60370.94087311,70068.91591785,58389.66038185,50303.284350279995,38624.02881428
Belgium,2017,421382.34641399997,386986.897482,416499.26177399996,382103.812842,367784.679294,333389.230362,421195.87625334,386800.42732133996,416188.4781729,381793.02924089995,366233.72113232,331838.27220032,414754.35935334,380358.91042133997,405452.6166729,371057.16774089995,312656.65993232,278261.21100032
Bulgaria,2017,40423.042872000005,19365.472181000005,38307.790572000005,17250.219881000005,17205.630722,-3851.939968999992,39722.81976828,18665.24907728,37140.7520658,16083.181374800006,11381.552843440004,-9676.01784755999,40123.75806828,19066.187377280003,37808.982565800005,16751.41187480001,14716.341243440009,-6341.229447559992
Cyprus,2017,19373.034962,19041.069522,19006.242242,18674.276802,15347.048202000002,15015.082762000002,19353.37328507,19021.407845070004,18973.47278045,18641.50734045,15183.512984360003,14851.547544360003,19332.78551507,19000.82007507,18939.15983045,18607.19439045,15012.275024360002,14680.309584360002
Czechia,2017,170985.50237899998,139558.565045,165643.77395899998,134216.836625,112353.673769,80926.736435,171455.98571057,140029.04837657,166427.91284494998,135000.97551095,116266.90020936,84839.96287536,171270.24281057,139843.30547657,166118.34134495,134691.40401095,114721.99100936,83295.05367536
Germany,2017,3131520.792456,2950168.113574,3094943.933676,2913591.254794,2730046.223466,2548693.544584,3126981.04016025,2945628.36127825,3087377.67984975,2906025.00096775,2692287.013895,2510934.3350130003,3119918.21096025,2938565.53207825,3075606.29784975,2894253.61896775,2633542.212295,2452189.533413
Denmark,2017,287898.023693,281322.524669,285745.031873,279169.532849,264266.375383,257690.87635900002,285456.81545633,278881.31643233,281676.35147855,275100.85245455,243961.72274784002,237386.22372384003,284539.54805633,277964.04903233,280147.57247855,273572.07345455,236332.38754784002,229756.88852384
Estonia,2017,21752.588877,21041.476143,20863.626537,20152.513802999998,11995.168907,11284.056172999999,21633.23807592,20922.12534192,20664.7085352,19953.595801199997,11002.473355159998,10291.360621159998,21752.76797592,21041.655241919998,20863.925035199998,20152.8123012,11996.658555159998,11285.54582116
Greece,2017,162710.28020799998,144659.043556,158846.29112799998,140795.054476,120298.40006799999,102247.163416,161688.58370182,143637.34704982,157143.4636177,139092.22696569999,111800.47992136,93749.24326936,162832.78970182,144781.55304982,159050.4736177,140999.2369657,121317.36792136,103266.13126936
Spain,2017,1103686.317424,1024263.9536220001,1091531.649304,1012109.285502,970274.364964,890852.001162,1100128.57216867,1020706.20836667,1085602.07387845,1006179.71007645,940682.95998316,861260.5961811601,1098867.96736867,1019445.60356667,1083501.06587845,1004078.70207645,930197.92958316,850775.56578116
Finland,2017,221064.717364,217267.295837,219214.163764,215416.742237,200752.688564,196955.267037,220128.91818136,216331.49665436,217654.4984596,213857.0769326,192969.21599728,189171.79447028,219446.86758136,215649.44605436,216517.7474596,212720.3259326,187296.28719728,183498.86567028
France,2017,2205677.489355,2073581.664955,2187266.439075,2055170.614675,2003594.294615,1871498.470215,2202202.71175689,2070106.88735689,2181475.14307815,2049379.31867815,1974692.96983072,1842597.14543072,2196500.10295689,2064404.27855689,2171970.79507815,2039874.97067815,1927261.74743072,1795165.92303072
Croatia,2017,43441.731485000004,31346.509487000003,42567.561545000004,30472.339547000003,33846.675715000005,21751.453717000004,43106.90557085,31011.68357285,42009.518354750006,29914.29635675,31061.774460800003,18966.552462800002,42907.62397085,30812.401972850002,41677.38235475,29582.160356750002,29404.2576608,17309.0356628
Hungary,2017,110273.156617,82080.70277,107765.43573699999,79572.98189,82747.934577,54555.480729999996,109596.51452100999,81404.06067401,106637.69891035,78445.24506335,77119.99079447999,48927.536947479995,108589.16972101,80396.71587401,104958.79091035,76766.33706334999,68741.44039447999,40548.98654748
Ireland,2017,290764.593079,285396.87558399996,287788.330699,282420.613204,258096.570289,252728.852794,290271.18498172,284903.46748672,286965.9838702,281598.2663752,253992.66801956,248624.95052456,289595.64228172,284227.92478672,285840.0793702,280472.3618752,248373.86841956,243006.15092455997
Italy,2017,1612210.0838320001,1378314.155326,1594820.260612,1360924.332106,1421336.0718220002,1187440.1433160002,1609722.8600576501,1375826.9315516502,1590674.8876547501,1356778.9591487502,1400648.6867782,1166752.7582722,1603869.44815765,1369973.51965165,1580919.20115475,1347023.27264875,1351963.1655782,1118067.2370722
Lithuania,2017,40204.898923,37590.341592000004,39624.065383,37009.508052000005,33829.559353000004,31215.002022000004,39555.007013200004,36940.4496822,38540.912200000006,35926.354869,28424.109182600005,25809.5518516,38990.205713200005,36375.6483822,37599.576700000005,34985.019369,23726.3967826,21111.8394516
Latvia,2017,24916.495416,21552.239883000002,24593.701476000002,21229.445943000002,21373.447646,18009.192113,24599.835287250004,21235.57975425,24065.93459475,20701.67906175,18739.639591,15375.384058000001,24155.609687250002,20791.354154250002,23325.55859475,19961.30306175,15044.810791000002,11680.555258000002
Malta,2017,11642.036739000001,11386.149413000001,11556.800259,11300.912933,10706.464899,10450.577573,11627.19828789,11371.31096189,11532.06950715,11276.182181150001,10583.04667072,10327.15934472,11171.62008789,10915.73276189,10772.77250715,10516.88518115,6793.79307072,6537.90574472
Netherlands,2017,709090.104109,673401.986398,700835.558929,665147.441218,618486.643919,582798.526208,708010.62726496,672322.5095539601,699036.4308556,663348.3131446,609508.13810508,573820.02039408,707591.35596496,671903.23825396,698337.6453556,662649.5276446,606020.86570508,570332.74799408
Norway,2017,351382.2170870588,347262.8476990588,349679.8777070588,345560.5083190588,332697.0157970588,328577.6464090588,349620.8499855788,345501.4805975788,346744.2658712588,342624.8964832588,318046.91482601885,313927.54543801886,349241.3757855788,345122.0063975788,346111.8088712588,341992.4394832588,314890.6532260188,310771.28383801883
Poland,2017,384111.18145399995,291229.030656,368480.68405399995,275598.533256,212547.86475399998,119665.71395599999,380715.02770972997,287832.8769117299,362820.42781355,269938.27701554995,184300.49075403996,91418.33995603997,381637.09570973,288754.94491172995,364357.20781354996,271475.05701555,191969.75475403998,99087.60395604
Portugal,2017,180679.70584100002,160584.905181,176772.96496100002,156678.164301,137798.57380100002,117703.77314100001,181859.91045365002,161765.10979365002,178739.97264875,158645.17198875002,147614.87883320003,127520.07817320002,181667.67225365,161572.87159365002,178419.57564875,158324.77498875,146015.9452332,125921.14457320001
Romania,2017,159014.89547,110645.398434,156166.20473,107796.707694,127747.1233,79377.626264,155668.59590948,107299.09887348,150589.0387958,102219.5417598,99914.40949504,51544.91245904,155342.01650948,106972.51947348,150044.7397958,101675.2427598,97198.09829503999,48828.60125903998
Sweden,2017,476686.027734,472290.215907,476107.576434,471711.764607,470336.836084,465941.024257,473974.43995923,469578.62813223,471588.26347605,467192.45164905,447783.31237004,443387.50054304,472097.22265923,467701.41083223,468459.56797605,464063.75614905,432169.63197004003,427773.82014304
Slovenia,2017,37403.285809,28025.598949000003,36612.850009,27235.163149000004,28727.311909000004,19349.625049000006,37490.126364760006,28112.439504760005,36757.5842686,27379.8974086,29449.604785480005,20071.917925480004,37161.73256476,27784.045704760003,36210.26126860001,26832.574408600005,26718.202385480003,17340.515525480005
Slovakia,2017,75959.43304599999,63969.11958,74416.266106,62425.952639999996,59021.338776,47031.02531,75595.70911500999,63605.395649009995,73810.05955435,61819.746088349995,55996.079413479994,44005.76594748,75295.35661501,63305.04314901,73309.47205435,61319.158588349994,53497.909413479996,41507.59594748
Belgium,2018,437212.273917,403925.01477,432299.254197,399011.99504999997,383286.033657,349998.77451,437002.28135751,403715.02221051,431949.26659785,398662.00745085,381539.42887648,348252.16972948,430161.50825750997,396874.24911051,420547.97809785,387260.71895085,324641.57007648004,291354.31092948
Bulgaria,2018,42187.557342,21868.172206000003,40261.168962,19941.783826000006,21043.151552000003,723.7664160000058,41481.42853638,21162.043400380004,39084.287619300005,18764.902483300008,15169.953232240005,-5149.43190376,41661.388036380005,21342.00290038,39384.22011930001,19064.83498330001,16666.75923224,-3652.6259037599957
Cyprus,2018,20739.035044999997,20403.131740999997,20378.139124999998,20042.235821,16777.772685,16441.869380999997,20712.181319569998,20376.27801557,20333.38291595,19997.47961195,16554.41788936,16218.51458536,20681.82539957,20345.92209557,20282.78971595,19946.88641195,16301.93372936,15966.03042536
Czechia,2018,188309.313233,158516.97165,182811.862673,153019.52109,127968.248753,98175.90717,188989.11991727,159196.77833427,183944.87381345,154152.53223045002,133622.51387296,103830.17228996001,188560.82071727,158768.47913427,183231.04181345,153438.70023045,130060.15227296001,100267.81068996001
