countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Greece,2018,1258.3372157489434,2850.200970192712,1602.0894418808389,3193.9531963246072,5031.427126387129,6623.290880830897,1369.9573672781305,2961.821121721899,1788.1230277628172,3379.9867822065858,5959.823307360049,7551.687061803817,1286.872664641126,2878.7364190848944,1649.6485233678097,3241.5122778115783,5268.769590188774,6860.633344632542
Spain,2018,1276.3310429727762,3025.0849817183157,1530.8649964924894,3279.618935238029,4070.1441994629613,5818.8981382085,1353.666281683786,3102.4202204293256,1659.7570610108387,3408.510999756378,4713.376978583106,6462.130917328645,1391.7974029360644,3140.551341681604,1723.3089297646359,3472.0628685101756,5030.531066459199,6779.285005204738
Finland,2018,1054.1143094757424,1732.3307705423235,1467.0508119706953,2145.2672730372765,5586.5840154322495,6264.800476498831,1121.0529134067217,1799.2693744733028,1578.6151518556608,2256.831612922242,6143.343197334363,6821.5596584009445,1259.7616324102642,1937.9780934768453,1809.796350194898,2488.012811261479,7297.047463332081,7975.263924398662
France,2018,1307.5685723247666,3186.856586281811,1571.1967898415403,3450.484803798585,4201.20210268745,6080.490116644494,1360.4808699223456,3239.76888387939,1659.383952504172,3538.6719664612165,4641.298038260965,6520.586052218009,1458.6701577449746,3337.958171702019,1823.0327655418869,3702.3207794989316,5457.98354332537,7337.271557282415
Croatia,2018,1585.7045124665906,4513.863350881368,1781.0722113032466,4709.231049718024,3730.097587792745,6658.256426207522,1674.5377784056627,4602.69661682044,1929.127654535034,4857.286492949811,4468.964752111378,7397.1235905261565,1774.6105833038807,4702.769421718658,2095.9156626987306,5024.074501113508,5301.316335709256,8229.475174124034
Hungary,2018,1603.548639543335,4268.124052155517,1862.2139816539993,4526.789394266182,4442.708704138961,7107.284116751144,1670.172565381289,4334.747977993471,1973.2538580505895,4637.829270662772,4996.850563489563,7661.425976101746,1782.149560322471,4446.724972934653,2159.8821829525596,4824.4575955647415,5928.214775381298,8592.790187993482
Ireland,2018,1595.872929567621,2719.293513238677,2204.502577016524,3327.9231606875796,8276.307869423434,9399.72845309449,1728.9526218534643,2852.3732055245205,2426.302064159596,3549.722647830652,9383.192929070765,10506.613512741822,1879.6969092736158,3003.117492944672,2677.5425431931817,3800.963126864238,10637.002557771708,11760.423141442763
Italy,2018,2029.0905379512685,5894.8934395066935,2298.836880507172,6164.639782062597,4989.877774100587,8855.680675656013,2091.453252284039,5957.256153839465,2402.774737728456,6268.577639283881,5508.577175852519,9374.380077407943,2196.8702856525315,6062.673187207956,2578.4697933426096,6444.272694898034,6385.379167679345,10251.18206923477
Lithuania,2018,783.3285879424017,1794.147513920925,999.6677611635298,2010.4866871420531,3157.90856067907,4168.7274866575935,1019.0839041069798,2029.9028300855032,1392.5932881044937,2403.412214083017,5118.7940475082605,6129.612973486784,1232.8002650609615,2243.619191039485,1748.787223027796,2759.6061490063194,6896.371398935027,7907.19032491355
Latvia,2018,1186.4519207456242,2979.2215455192595,1418.1194791713517,3210.889103944987,3729.279169180393,5522.048793954029,1269.8236208261153,3062.5932455997504,1557.0723126388366,3349.841937412472,4422.71997619908,6215.489600972715,1537.390886599782,3330.1605113734176,2003.017755594948,3795.7873803685834,6648.200091522913,8440.969716296548
Malta,2018,587.6321723099173,1063.4755087754704,767.5872701549923,1243.4306066205452,2562.853603418954,3038.696939884507,626.8995341821859,1102.7428706477388,833.0328732754399,1308.8762097409929,2889.458327562902,3365.301664028455,1790.2317533702892,2266.075089835842,2771.919905255612,3247.763241721165,12565.427896682999,13041.27123314855
Netherlands,2018,1647.0867350395354,3680.1657980369573,2114.9295393701586,4148.00860236758,6782.218468287566,8815.297531284989,1708.4884803391915,3741.5675433366137,2217.265781536252,4250.344844533674,7292.925048240262,9326.004111237684,1751.0793669212023,3784.1584299186243,2288.25059250627,4321.329655503692,7647.17305727159,9680.252120269011
Norway,2018,947.5369596797566,1717.3043645855853,1262.549312343345,2032.316717249174,4405.172544868193,5174.939949774021,1324.4173283297673,2094.184733235596,1890.683260093363,2660.4506649991918,7539.860055544472,8309.627460450301,1387.9453124993233,2157.712717405152,1996.5632337092898,2766.3306386151185,8068.251542923002,8838.01894782883
Poland,2018,2271.897049260774,4948.960331400156,2684.1325646968626,5361.1958468362445,6796.67258773784,9473.735869877222,2360.468329235249,5037.531611374631,2831.7513646543207,5508.814646793702,7533.360694192203,10210.423976331585,2353.6050765244477,5030.66835866383,2820.3126101363187,5497.375892275701,7476.275862121412,10153.339144260794
Portugal,2018,1308.8427980997426,3254.5666158489335,1571.6404061518836,3517.364223901074,4193.35940076729,6139.08321851648,1349.8587213569647,3295.5825391061553,1640.0002782472536,3585.724095996444,4534.507714843232,6480.231532592423,1377.2833311651013,3323.007148914292,1685.707961260815,3631.4317790100054,4762.6108186442425,6708.334636393433
Romania,2018,1411.4791009344417,3880.4139916996874,1564.2025893899813,4033.137480155227,3087.8012004107204,5556.736091175966,1575.2310169887282,4044.1659077539734,1837.1224494804587,4306.057340245705,4449.8012641003415,6918.736154865587,1601.3724866018504,4070.307377367096,1880.691565502329,4349.626456267575,4667.23190024758,7136.166791012826
Sweden,2018,318.67010363981416,740.7940825920962,386.455652641508,808.5796315937899,1062.697201015549,1484.8211799678309,565.4461930465695,987.5701719988515,797.7491349861001,1219.873113938382,3115.2475319542755,3537.3715109065574,755.7981332472089,1177.922112199491,1115.0023686538327,1537.1263476061147,4698.492240924674,5120.616219876955
Slovenia,2018,2597.744703127419,6871.851410338288,2978.456268385199,7252.562975596067,6776.5073598854315,11050.6140670963,2560.993099231692,6835.099806442561,2917.2035952256538,7191.310302436523,6470.827352879703,10744.93406009057,2763.0863992781387,7037.193106489008,3254.025761969732,7528.1324691806,8151.730356440625,12425.837063651494
Slovakia,2018,1467.0374869560105,3399.2284928496892,1756.9963010185336,3689.187306912212,4649.68066035656,6581.871666250239,1522.6585935529622,3454.8495994466407,1849.6981453467863,3781.8891512404653,5112.307007289936,7044.498013183615,1592.2163288224401,3524.4073347161184,1965.6277041292494,3897.8187100229284,5690.850710166227,7623.041716059906
Belgium,2019,1942.2907402973187,4728.532525414169,2367.526478634447,5153.768263751297,6609.75920156913,9396.00098668598,1963.1944635917412,4749.436248708592,2402.3660174584843,5188.607802575335,6783.62509055766,9569.86687567451,2522.9214912366697,5309.16327635352,3335.2443968666976,6121.486181983549,11439.132431604365,14225.374216721217
Bulgaria,2019,1618.6163717087861,4473.63649116812,1886.4831393082238,4741.503258767559,4558.773035121661,7413.793154580996,1717.737692601427,4572.757812060761,2051.6853407959584,4906.705460255293,5383.210688260451,8238.230807719785,1694.0138247772618,4549.033944236597,2012.1455610890166,4867.165680548351,5185.8883590562855,8040.90847851562
Cyprus,2019,1075.2968059102705,1465.0307672459953,1491.0080922572124,1880.742053592937,5638.2230679564655,6027.95702929219,1090.70587978751,1480.4398411232346,1516.689882052611,1906.4238433883359,5766.387428459218,6156.121389794943,1107.5847779253088,1497.3187392610337,1544.8213789489428,1934.5553402846676,5906.7769939228165,6296.510955258541
Czechia,2019,2042.6992317226614,4640.884381115138,2562.8293487201636,5161.0144981126405,7751.746468290485,10349.931617682962,1937.1645649749291,4535.349714367406,2386.9382374739434,4985.123386866419,6873.9660654998215,9472.1512148923,1982.789252762493,4580.97440215497,2462.97938378655,5061.164533179027,7253.447595669402,9851.63274506188
Germany,2019,1478.292085134558,3444.66996507182,1876.851382727514,3843.2292626647763,5852.954851571527,7819.332731508789,1530.19086818903,3496.5687481262917,1963.349354484967,3929.7272344222297,6284.620920151579,8250.99880008884,1631.7937875036228,3598.1716674408844,2132.687553342622,4099.065433279885,7129.699169688828,9096.07704962609
Denmark,2019,1101.21632974118,2108.689478324536,1450.7364518338618,2458.2096004172176,4937.615765091807,5945.088913675162,1542.2920724581693,2549.7652210415254,2185.8626896955107,3193.3358382788665,8606.245752134702,9613.718900718059,1710.855411481514,2718.32856006487,2466.8015880677517,3474.2747366511076,10008.264635439982,11015.737784023337
Estonia,2019,1247.826885161758,1657.7680084841713,1745.1535257619903,2155.094649084404,6706.5788212738335,7116.519944596247,1258.4128477000647,1668.3539710224784,1762.7967966591684,2172.7379199815823,6794.627144608324,7204.568267930737,1368.7372691309008,1778.6783924533147,1946.6708323772286,2356.6119556996423,7712.246141906071,8122.187265228485
Greece,2019,1193.7820941370396,2747.557552035279,1510.0276414064526,3063.803099304692,4664.953458213216,6218.728916111456,1315.5996858437318,2869.3751437419714,1713.0569609176064,3266.832418815846,5678.166443202213,7231.941901100452,1237.452680067572,2791.228137965811,1582.811951290673,3136.5874091889123,5028.18182373066,6581.957281628899
Spain,2019,1166.0950575302331,2721.7210058746755,1402.8495700625476,2958.47551840699,3764.7576831825436,5320.3836315269855,1242.9653141807346,2798.591262525177,1530.9666644800504,3086.5926128244932,4404.122992466081,5959.748940810524,1284.7034822722171,2840.32943061666,1600.530277965855,3156.1562263102974,4751.278549290476,6306.904497634918
Finland,2019,931.3313450233684,1571.0605458325865,1281.9439364731522,1921.6731372823704,4779.721932126949,5419.451132936167,1057.1206980403301,1696.8498988495483,1491.5928581680885,2131.3220589773064,5825.9698842045345,6465.699085013753,1180.4017936852645,1820.1309944944824,1697.0613509096459,2336.790551718864,6851.355505124306,7491.084705933524
France,2019,1257.7983829469676,3045.546028979049,1515.9046676039627,3303.652313636044,4090.822126443985,5878.569772476067,1308.43491932196,3096.1825653540413,1600.2988948956167,3388.046540927698,4511.989508356621,6299.737154388702,1400.8221655775442,3188.5698116096255,1754.2776386549237,3542.025284687005,5280.416762926876,7068.164408958957
Croatia,2019,1460.094216345137,4126.08904148572,1656.5173713755255,4322.512196516108,3616.0721798929703,6282.067005033553,1552.8109098960172,4218.8057350366,1811.0451939603254,4477.0400191009085,4387.239599268543,7053.2344244091255,1639.8062482539083,4305.801073394491,1956.0374245568105,4622.032249697393,5110.819873864335,7776.814699004918
Hungary,2019,1540.1927312009018,4070.490247582156,1795.4039183010402,4325.701434682294,4341.439332466706,6871.736848847961,1605.143027051939,4135.440543433193,1903.6544113861023,4433.951927767357,4881.660840815016,7411.95835719627,1708.1167224967041,4238.414238877958,2075.2772371273772,4605.574753508632,5738.140466419093,8268.437982800348
Ireland,2019,1495.4025549320588,2512.3018961143825,2076.2323307994716,3093.1316719817955,7870.7008090958025,8887.600150278127,1626.8950269481102,2643.7943681304337,2295.386450826224,3312.2857920085476,8964.384227134073,9981.283568316396,1790.224554051188,2807.123895233512,2567.602329331354,3584.5016705136777,10322.871087483483,11339.770428665808
Italy,2019,1930.1102829808003,5554.261735185439,2197.2338777684945,5821.385329973133,4862.109740055252,8486.26119225989,1991.6647621697382,5615.8162143743775,2299.824676416724,5923.9761286213625,5374.086678071179,8998.238130275819,2090.8077586382983,5714.959210842937,2465.0630038643235,6089.214456068962,6198.704616952535,9822.856069157175
Lithuania,2019,755.6193955015132,1696.1162589865235,972.1238561955834,1912.6207196805938,3132.013595024522,4072.510458509533,1005.3784071485628,1945.875270633573,1388.388875607333,2328.885739092343,5209.374263326968,6149.871126811978,1188.0844136248722,2128.5812771098826,1692.898886401182,2633.3957498861923,6729.024221955318,7669.5210854403285
Latvia,2019,1126.5119725953766,2908.346978699645,1320.14482480958,3101.9798309138487,3251.863040946516,5033.698047050784,1267.507710571218,3049.3427166754864,1555.1377214359823,3336.9727275402506,4424.589496491608,6206.424502595876,1520.443801172728,3302.2788072769963,1976.697872438499,3758.5328785427673,6528.375392923216,8310.210399027485
Malta,2019,595.4111686748697,1080.9362467303808,778.8479614392605,1264.3730394947715,2608.848346398303,3094.373424453814,637.353605769523,1122.878683825034,848.7520232636828,1334.277101319194,2957.7029025506577,3443.227980606169,1677.5781787182484,2163.1032567737593,2582.4596448448915,3067.9847229004026,11609.729509298786,12095.254587354297
Netherlands,2019,1569.1550428612436,3489.1761011628,2020.0733324295113,3940.0943907310675,6518.5200783605615,8438.541136662117,1637.9939149885347,3558.014973290091,2134.8047859749963,4054.8258442765523,7091.084665578031,9011.105723879587,1692.1551041869006,3612.1761624884566,2225.0734346389395,4145.094492940496,7541.5682074819,9461.589265783456
Norway,2019,842.8429963548967,1570.764025022675,1126.0615019248703,1853.9825305926486,3951.50325987294,4679.424288540718,1257.9543823188937,1985.875410986672,1817.9138118648655,2545.8348405326437,7404.175739954439,8132.0967686222175,1332.5238814304157,2060.4449100981938,1942.1963103840685,2670.1173390518466,8024.404589707415,8752.325618375193
Poland,2019,2101.7083656064237,4485.52075906309,2509.3736678231785,4893.186061279844,6576.320373271276,8960.132766727942,2162.7826931750537,4546.595086631719,2611.1642137708945,4994.976607227561,7084.303669238928,9468.116062695593,2154.0990592108374,4537.911452667503,2596.691490497201,4980.5038839538665,7012.077888330208,9395.890281786873
Portugal,2019,1274.971333270472,3212.9109659336336,1519.210823756495,3457.150456419656,3955.79050265277,5893.730135315931,1324.7340961845712,3262.673728847733,1602.14876194666,3540.088394609822,4369.690308477974,6307.6299411411355,1354.437830399829,3292.3774630629905,1651.6549856387564,3589.594618301918,4616.749939093769,6554.6895717569305
Romania,2019,1434.1256934393946,3973.619074248686,1580.2377456017573,4119.7311264110485,3037.879408840566,5577.372789649858,1599.2118476225296,4138.7052284318215,1855.3813359069823,4394.874716716274,4410.9769452209275,6950.470326030219,1626.03440429653,4165.527785105822,1900.0855970303162,4439.578977839607,4634.072495969756,7173.565876779049
Sweden,2019,282.56064636172266,681.3602609336976,333.27011056007296,732.069725132048,839.1573843483769,1237.956998920352,543.2732355827387,942.0728501547137,767.7910925950996,1166.5907071670745,3007.62399945651,3406.423614028485,714.0734312781245,1112.8730458500995,1052.4580854207427,1451.2576999927176,4428.247849367339,4827.047463939313
Slovenia,2019,2330.7851409096415,6337.729679063178,2610.5286086650635,6617.4731468186,5401.302727463203,9408.247265616741,2433.552297372109,6440.496835525646,2781.8072027691755,6788.751740922713,6256.064473278011,10263.009011431548,2631.6099241388856,6638.554462292423,3111.9032473804705,7118.847785534008,7903.400924481043,11910.345462634581
Slovakia,2019,1407.2930540594937,3302.5969566387625,1673.0379680762276,3568.341870655496,4324.159848386023,6219.463750965292,1471.718481939285,3367.0223845185537,1780.413681209213,3675.7175837884815,4860.01578821159,6755.319690790859,1546.3058761974535,3441.6097787767217,1904.7260049728268,3800.0299075520957,5480.393480136672,7375.697382715941
Belgium,2020,1771.8460670656561,4315.418813115972,2161.6407199343193,4705.213465984635,6050.30642355265,8593.879169602966,1779.1248371004751,4322.697583150791,2173.7720033256846,4717.344749376,6110.847304477176,8654.420050527493,2258.8021450317815,4802.374891082097,2973.2341832111947,5516.806929261511,10100.544278382009,12644.117024432326
Bulgaria,2020,1578.2442523766874,4482.918305190174,1811.698517237044,4716.37257005053,4140.682730962981,7045.356783776467,1676.521702190986,4581.195755004473,1975.4942669275417,4880.168319741028,4958.101519894607,7862.775572708093,1670.6862458091668,4575.360298622653,1965.7685062911767,4870.442559104663,4909.565343004557,7814.239395818043
Cyprus,2020,955.3495453291366,1273.289878998429,1347.0309209970665,1664.9712546663588,5254.518930636651,5572.459264305943,974.8123343562254,1292.7526680255176,1379.468902708881,1697.4092363781733,5416.399906036564,5734.340239705857,937.1494720975669,1255.0898057668592,1316.6974656111167,1634.6377992804094,5103.140543758199,5421.080877427491
Czechia,2020,1883.852318027997,4250.2070306366995,2374.7350077459764,4741.089720354679,7271.874221837248,9638.228934445951,1757.609440685046,4123.964153293749,2164.3302121743914,4530.684924783094,6221.8540991752425,8588.208811783945,1804.4149255489485,4170.769638157652,2242.3393536142294,4608.694066222933,6611.156862170244,8977.511574778946
Germany,2020,1358.971585830778,3143.643228514832,1730.2141114610147,3514.885754145069,5433.800260010282,7218.471902694337,1382.6829443957452,3167.3545870797993,1769.7330424026266,3554.404685086681,5631.01854394747,7415.690186631524,1478.1487251694973,3262.8203678535515,1928.842677025547,3713.5143197096013,6425.051387208519,8209.723029892573
Denmark,2020,1051.913972112552,2022.3518479113782,1383.3874530012642,2353.82532880009,4690.23003615294,5660.667911951766,1404.4616088118305,2374.899484610656,1970.9668475000615,2941.4047232988873,7622.531014413605,8592.96889021243,1558.1930589841968,2528.630934783023,2227.1859311206726,3197.6238069194983,8901.186250767892,9871.624126566718
Estonia,2020,1121.2774354089163,1502.416924760116,1561.07341366586,1942.2129030170597,5948.561863419655,6329.701352770855,1040.2333866902036,1421.3728760414033,1425.999999134672,1807.1394884858717,5274.481204235441,5655.62069358664,1192.8487838079845,1573.9882731591842,1680.3589943309735,2061.498483682173,6543.853713596031,6924.993202947231
Greece,2020,1034.9516814984095,2434.421940996766,1309.4314294870628,2708.9016889854192,4047.6936772786285,5447.163936776985,1150.8072479683615,2550.277507466718,1502.5240402703162,2901.9942997686726,5011.317753949339,6410.788013447695,1127.758621589737,2527.228881088093,1464.1096629726087,2863.5799224709654,4819.611718673162,6219.081978171518
Spain,2020,1067.4377133703201,2551.590847866547,1269.8833927912792,2754.036527287506,3289.5200517765616,4773.673186272788,1132.6870658491416,2616.840200345369,1378.6323135893151,2862.785448085542,3832.22895175914,5316.382086255367,1182.3487684544532,2666.5019029506802,1461.4018179315008,2945.5549524277276,4245.288192476333,5729.44132697256
Finland,2020,806.586444843096,1368.0919310689824,1100.831331810156,1662.3368180360424,4036.2743708386815,4597.779857064568,928.0771279979411,1489.5826142238275,1303.3158037348976,1864.821289960784,5046.76830692025,5608.273793146136,1046.1631042685165,1607.6685904944027,1500.1257641858567,2061.631250411743,6028.943728599322,6590.4492148252075
France,2020,1125.5954904393059,2725.062397408232,1356.873500598988,2956.340407567914,3664.1469829062935,5263.61388987522,1170.915010589241,2770.381917558167,1432.4060341822137,3031.8729411511395,4041.090293359724,5640.55720032865,1258.977722687491,2858.444629656417,1579.1772210126303,3178.6441279815563,4773.54840668485,6373.0153136537765
Croatia,2020,1598.3740466442346,4653.847263972756,1787.1493330113487,4842.62255033987,3670.4075470070834,6725.880764335605,1689.0186951565547,4744.491912485076,1938.2237471985488,4993.69696452707,4424.340813998445,7479.814031326966,1777.2772060845234,4832.750423413045,2085.32126541183,5140.794482740352,5158.427476319962,8213.900693648484
Hungary,2020,1466.7132005176095,3879.120579135569,1706.8417737974187,4119.249152415378,4102.410159612657,6514.817538230616,1531.2535316186272,3943.6609102365865,1814.4089922991147,4226.816370917074,4639.221802421121,7051.629181039079,1617.3123537150113,4029.7197323329706,1957.8403624597547,4370.247741077714,5355.012640175173,7767.420018793132
Ireland,2020,1427.288819685604,2393.4785983917623,1986.495396862486,2952.6851755686444,7565.246726317569,8531.436505023727,1410.0721666552522,2376.2619453614107,1957.8009751452328,2923.9907538513908,7422.047897938137,8388.237676644294,1520.4392976911797,2486.6290763973375,2141.7461935384454,3107.9359722446034,8340.022130681407,9306.211909387564
Italy,2020,1837.838560734769,5333.220308638175,2086.019094057479,5581.4008419608845,4561.91536696737,8057.297114870776,1881.7505360632517,5377.132283966657,2159.2057196049504,5654.587467508355,4927.151479223322,8422.533227126729,1970.0515372052757,5465.433285108681,2306.3740548416567,5801.755802745062,5661.591552214124,9156.97330011753
Lithuania,2020,722.1085838323032,1655.5962177309964,926.0504969417592,1859.5381308404526,2960.6138682003802,3894.1015020990735,1026.058215086128,1959.5458489848213,1432.6332156981343,2366.1208495968276,5488.702864660766,6422.190498559459,1172.822743071984,2106.310376970677,1677.2407623412273,2610.7283962399206,6709.411002193916,7642.898636092609
Latvia,2020,1167.5370699935786,2834.582059313038,1416.2718282726355,3083.316817592095,3897.697154913704,5564.742144233163,1180.2566520135767,2847.3016413330365,1437.4711316392993,3104.5161209587586,4003.4917736197203,5670.536762939179,1404.0504324006972,3071.095421720157,1810.4607656178334,3477.5057549372927,5864.887661284025,7531.932650603484
Malta,2020,515.8288589951882,1002.9968497601853,688.8799857743643,1176.0479765393616,2415.270988642812,2902.4389794078093,528.540678963161,1015.7086697281582,710.0663523876524,1197.2343431526494,2521.001046789126,3008.1690375541234,1366.4160452927138,1853.5840360577108,2106.5252962702402,2593.6932870352375,9489.996157212707,9977.164147977704
Netherlands,2020,1437.5949320368104,3226.2426920218973,1845.1780965021858,3633.8258564872726,5911.305380097239,7699.953140082326,1485.5988771050093,3274.246637090096,1925.1846716158502,3713.832431600937,6310.576288283527,8099.224048268614,1540.400918858647,3329.048678843734,2016.5214078719132,3805.169167857,6766.390095885213,8555.0378558703
Norway,2020,759.7223740219878,1471.477883208623,997.0075304612026,1708.7630396478378,3364.2094482714638,4075.964957458099,1169.6914637980135,1881.4469729846487,1680.2893467545787,2392.044855941214,6774.111083868883,7485.866593055519,1238.1518127820993,1949.9073219687348,1794.389928394722,2506.1454375813573,7343.527319863503,8055.282829050138
Poland,2020,2009.9461881928983,4303.043910373053,2400.4647694784185,4693.562491658574,6296.352520874443,8589.450243054598,2070.2971754734126,4363.394897653568,2501.0497482792753,4794.14747045943,6798.319462699672,9091.417184879827,2050.588959016641,4343.686681196797,2468.2027208513227,4761.300443031479,6634.397154392557,8927.494876572713
Portugal,2020,1185.2572872390383,3016.4513909359534,1403.265973990252,3234.4600776871666,3578.162158484501,5409.356262181416,1222.1698206802334,3053.363924377148,1464.7868630589103,3295.980966755825,3885.180690598567,5716.3747942954815,1258.6625383217743,3089.8566420186894,1525.608059128145,3356.8021628250594,4188.707421458367,6019.901525155283
Romania,2020,1365.7416980782807,3815.333334212848,1499.657133656974,3949.2487697915417,2835.623026692034,5285.214662826601,1536.994844991199,3986.5864811257666,1785.0790451785047,4234.670681313072,4260.014280380435,6709.605916515003,1559.2713936383552,4008.863029772923,1822.2066262570982,4271.798262391666,4445.298589763131,6894.890225897698
Sweden,2020,226.3040663217717,602.968324746463,246.34274330630313,623.0070017309945,446.2524017948429,822.9166602195343,494.79442166705115,871.4586800917425,693.826668881769,1070.4909273064604,2679.410278000025,3056.074536424716,645.2251078610894,1021.8893662857809,944.544479205166,1321.2087376298573,3930.6115409472623,4307.275799371954
Slovenia,2020,2172.823242094776,5928.215064357799,2429.9710682149243,6185.362890477947,4995.326762127832,8750.718584390854,2278.525874650084,6033.917696913107,2606.142122473771,6361.533944736793,5874.504213857694,9629.896036120716,2457.414455524484,6212.806277787506,2904.289757264437,6659.68157952746,7362.402886527303,11117.794708790325
Slovakia,2020,1297.9979832802999,3094.892194450109,1525.3052254971853,3322.1994366669946,3792.9655704704014,5589.859781640211,1387.0671744981971,3183.9613856680066,1673.7538775270145,3470.648088696824,4533.795033933548,6330.689245103357,1456.7762534745677,3253.6704646443773,1789.9356758209653,3586.8298869907744,5113.597532086217,6910.491743256026
Belgium,2021,1824.3214745913958,4450.573719054655,2226.4368197125914,4852.689064175851,6238.016096040707,8864.268340503966,1823.9185871104107,4450.17083157367,2225.7653405776164,4852.017585040876,6234.665095405213,8860.917339868472,2390.8215198999683,5017.073764363227,3170.603561893546,5796.855806356805,10949.857742734233,13576.109987197491
Bulgaria,2021,1602.8423859705738,4420.273504644224,1875.1360937565964,4692.567212430247,4591.589988098109,7409.021106771759,1702.8267458015184,4520.257864475169,2041.7766934748377,4859.207812148488,5423.205933358664,8240.637052032314,1687.0406484593182,4504.471767132969,2015.4665312378372,4832.897649911488,5291.905695147348,8109.336813820998
Cyprus,2021,953.7141573670741,1266.2263018034457,1352.5633851074824,1665.075529543854,5331.55925232727,5644.071396763641,966.0395153720897,1278.5516598084612,1373.105648449175,1685.6177928855466,5434.074928432478,5746.58707286885,952.3736846363923,1264.885829072764,1350.3292638896794,1662.8414083260511,5320.409923583185,5632.922068019558
Czechia,2021,1927.7772495920851,4332.51941764502,2437.6025865482798,4842.344754601216,7523.717257611267,9928.459425664203,1821.7163328431238,4226.458500896059,2260.8343919666777,4665.576560019614,6641.559791318321,9046.301959371256,1896.5485360333405,4301.2907040862765,2385.554730617039,4790.296898669974,7263.973671821075,9668.71583987401
Germany,2021,1388.4148457716287,3178.99294980721,1774.4765047468986,3565.05460878248,5625.901150238282,7416.479254273863,1415.9645952730145,3206.542699308596,1820.3927539158753,3610.9708579514568,5855.045098472033,7645.623202507614,1530.9038874007513,3321.481991436333,2011.9582407954365,3802.536344831018,6811.048099661462,8601.626203697044
Denmark,2021,1044.0098369105033,1982.036590985172,1376.779529609789,2314.806283684458,4696.553368681234,5634.580122755903,1446.1696889270545,2384.1964430017238,2047.0459496373742,2985.0727037120428,8041.5019791046125,8979.528733179282,1630.3958036230888,2568.422557697758,2354.0894741307643,3292.116228205433,9573.795377528768,10511.822131603438
Estonia,2021,1053.189598576915,1426.3909672287432,1542.5672093456876,1915.7685779975159,6424.691469157968,6797.892837809796,963.1283028461703,1336.3296714979986,1392.4650497944465,1765.6664184462747,5675.610215778441,6048.811584430269,1128.0993419208642,1501.3007105726924,1667.416781585603,2040.6181502374313,7047.750286812403,7420.951655464231
Greece,2021,1075.7494993740772,2493.478245153499,1358.9813964934835,2776.710142272905,4184.556751089465,5602.285496868887,1190.8448594201955,2608.5736051996173,1550.8069965703473,2968.5357423497694,5141.857840996862,6559.586586776284,1151.6052264784478,2569.33397225787,1485.4076083341013,2903.1363541135233,4815.483751132168,6233.21249691159
Spain,2021,1107.279289883403,2604.0958180177745,1323.7764921797952,2820.593020314167,3483.5938198509475,4980.410347985319,1175.0733334909328,2671.8898616253045,1436.7665648590114,2933.583092993383,4047.4680873167504,5544.284615451122,1230.7842786973356,2727.6008068317074,1529.6181402030163,3026.434668337388,4510.841663319212,6007.658191453584
Finland,2021,923.8329053869561,1490.9371348006694,1290.7406881681336,1857.8449175818466,4951.082616389879,5518.186845803592,934.2462598040803,1501.3504892177934,1308.0962788633403,1875.2005082770531,5037.695278525959,5604.799507939672,1090.787876015601,1657.8921054293141,1568.998972549208,2136.103201962921,6339.723959396386,6906.828188810098
France,2021,1184.3049589839477,2853.1189985935166,1431.2177857170116,3100.0318253265805,3894.4671762206726,5563.281215830241,1226.8832265132362,2895.697266122805,1502.1815649324924,3170.9956045420613,4248.610226781739,5917.424266391308,1328.4310588470773,2997.2450984566462,1671.4279521555611,3340.24199176513,5093.230292542576,6762.044332152144
Croatia,2021,1562.275517639058,4507.18485316579,1756.2748313763284,4701.18416690306,3691.6489374695734,6636.558272996305,1656.292046247171,4601.2013817739025,1912.9690457231834,4857.878381249915,4473.627683352926,7418.537018879658,1743.0811170796424,4687.990452606375,2057.6174971106357,5002.526832637367,5195.492335991259,8140.4016715179905
Hungary,2021,1488.4774508127414,3916.167393296236,1734.5894057532125,4162.279348236707,4189.8491467069625,6617.539089190457,1559.0191257415136,3986.7090682250077,1852.1588639678332,4279.8488064513285,4776.576728654211,7204.266671137706,1669.6352412974015,4097.325183780896,2036.5190565609798,4464.208999044475,5696.621880261915,8124.31182274541
