countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Estonia,2001,1839.118133580332,2746.1333110747314,2230.2285075248433,3137.243685019243,6132.020095209375,7039.035272703774,,,,,,,,,,,,
Greece,2001,2715.916007297534,6515.765434885547,3200.8147553490503,7000.664182937063,8038.2570275772705,11838.106455165283,,,,,,,,,,,,
Spain,2001,2565.283369151944,6626.009341126499,2913.071634623365,6973.79760659792,6382.6736163501555,10443.399588324712,,,,,,,,,,,,
Finland,2001,1453.8346041344382,2716.954545498411,1862.4062532871785,3125.5261946511514,5938.394848406183,7201.514789770155,,,,,,,,,,,,
France,2001,2546.31720254647,6589.420606774609,2902.9178278568725,6946.021232085011,6460.433589882077,10503.536994110216,,,,,,,,,,,,
Croatia,2001,2955.826471816634,7362.049223519267,3140.623866987195,7546.846618689829,4984.197880712557,9390.42063241519,,,,,,,,,,,,
Hungary,2001,2783.744371389934,7821.0573917546335,3090.159019275711,8127.472039640411,6147.009911279062,11184.322931643761,2817.2547163416207,7854.567736706319,3146.0095941951895,8183.322614559887,6425.730875639124,11463.043896003823,2920.3246462593543,7957.637666624053,3317.792810724746,8355.105831089444,7283.010927653291,12320.32394801799
Ireland,2001,3379.9212071228662,6906.781956609597,4259.114367810544,7785.975117297275,13030.11280419476,16556.973553681488,,,,,,,,,,,,
Italy,2001,3613.5003062287233,10211.824337228909,4004.3255627055937,10602.649593705779,7903.272764224845,14501.59679522503,,,,,,,,,,,,
Lithuania,2001,580.8519858629113,1344.7305432925398,737.3403176600617,1501.2188750896903,2298.4977229697292,3062.3762803993577,,,,,,,,,,,,
Latvia,2001,2991.7906550737152,4991.636850594718,2963.6281197628605,4963.474315283864,2682.673303209336,4682.519498730339,,,,,,,,,,,,
Malta,2001,1179.9474317540207,2358.9299183730823,1504.386607564861,2683.3690941839222,4741.053623392052,5920.036110011113,1213.7068062031349,2392.6892928221964,1560.6522316467176,2739.634718265779,5021.845880714843,6200.828367333904,1548.830140771304,2727.8126273903654,2119.1911225936665,3298.173609212728,7809.220917440567,8988.203404059628
Netherlands,2001,2695.7677477587363,6550.9671566562365,3291.7009475466903,7146.90035644419,9236.84405971699,13092.04346861449,2753.7405069426395,6608.939915840139,3388.3222128531957,7243.521621750696,9719.030183722789,13574.22959262029,2557.5441295565324,6412.743538454032,3061.328250543017,6916.527659440517,8087.174600384373,11942.374009281873
Norway,2001,1312.1132998422174,2622.416161923526,1645.2822535033772,2955.5851155846854,4969.039195980188,6279.342058061497,,,,,,,,,,,,
Poland,2001,2435.7610740641067,5553.9274571478945,2837.817751341005,5955.984134424793,6848.811746079588,9966.978129163377,,,,,,,,,,,,
Portugal,2001,2001.8803561088453,5392.684086981285,2301.8113119113823,5692.615042783822,5293.97965670336,8684.7833875758,2061.6236078322886,5452.427338704729,2401.3833981171206,5792.187128989561,5790.8917821491395,9181.69551302158,2355.7267989387824,5746.530529811223,2891.5553832946107,6282.359114167051,8237.083403415852,11627.887134288292
Romania,2001,1719.2848146161266,4619.541373142776,1929.180191246215,4829.4367497728645,4023.136448579715,6923.393007106364,,,,,,,,,,,,
Sweden,2001,562.4369102642503,1305.5012286677431,657.1582771497971,1400.22259555329,1602.116675365133,2345.1809937686257,,,,,,,,,,,,
Slovenia,2001,4317.3877535433,12846.831346157518,4608.450889254477,13137.894481868696,7512.1521717064625,16041.59576432068,,,,,,,,,,,,
Slovakia,2001,2943.228196043603,7381.953682273481,3275.9423657730754,7714.667852002953,6595.1622971218585,11033.887783351736,3045.4989257830257,7484.224412012904,3446.393582005446,7885.1190682353235,7445.795033367213,11884.52051959709,3105.6915939014457,7544.417080131324,3546.7146955361463,7985.440181766024,7946.445161844231,12385.170648074109
Belgium,2002,4168.120028904747,10860.470268120635,4760.078563201249,11452.428802417135,10665.569655349682,17357.919894565566,,,,,,,,,,,,
Bulgaria,2002,4107.936981362505,10938.871298156075,4337.610272703069,11168.54458949664,6628.874774410124,13459.809091203695,,,,,,,,,,,,
Cyprus,2002,2720.4560810954463,3729.743469886144,3219.204555665952,4228.491944456649,8194.814337690757,9204.101726481455,,,,,,,,,,,,
Czechia,2002,3332.8552499112357,7986.644492569587,3905.878764245163,8559.668006903514,9622.470490576485,14276.259733234834,,,,,,,,,,,,
Germany,2002,2188.916267016903,5227.406422676072,2726.656523667324,5765.146679326493,8091.255750727475,11129.745906386644,2203.8451752222327,5242.335330881401,2751.538037342873,5790.028193002042,8215.426352308312,11253.91650796748,2301.790244787656,5340.280400446825,2914.779819951912,5953.2699756110815,9030.08058170961,12068.57073736878
Denmark,2002,1947.7202652805684,3830.026216788237,2564.387474633752,4446.693426141421,8716.377015561939,10598.682967069608,2140.762599556587,4023.0685510642556,2886.124698427116,4768.430649934785,10321.998970492632,12204.304922000301,2268.8032988100267,4151.109250317695,3099.525863849515,4981.8318153571845,11386.972405552988,13269.278357060657
Estonia,2002,1737.3319491727561,2599.826096667173,2122.9941995359627,2985.4883470303794,5970.434268635572,6832.928416129988,,,,,,,,,,,,
Greece,2002,2673.725690775232,6406.448480815233,3154.960674391552,6887.683464431553,7955.852534754361,11688.575324794361,,,,,,,,,,,,
Spain,2002,2643.5401118764203,6828.959613067566,3008.294053594568,7193.713554785714,6647.148853116092,10832.568354307237,,,,,,,,,,,,
Finland,2002,1436.217462276952,2684.62516687036,1853.700163102242,3102.10786769565,6018.587107049778,7266.994811643186,,,,,,,,,,,,
France,2002,2419.687142619544,6247.729540696414,2762.5599492843485,6590.602347361219,6183.124377678471,10011.16677575534,,,,,,,,,,,,
Croatia,2002,2692.543333006619,7218.80877014345,2884.5623719368787,7410.827809073709,4800.180879360185,9326.446316497015,,,,,,,,,,,,
Hungary,2002,2402.9888272587327,6576.377632679312,2706.032513491841,6879.42131891242,5729.25404996023,9902.64285538081,2432.5574182310056,6605.946223651585,2755.3134984456283,6928.702303866209,5975.189632015323,10148.578437435903,2531.8350883850608,6705.22389380564,2920.7762820357207,7094.165087456301,6800.927713931593,10974.316519352173
Ireland,2002,3010.5607725923674,5964.405969481771,3853.58985019881,6807.435047088214,12263.808505367846,15217.65370225725,,,,,,,,,,,,
Italy,2002,3427.265226885605,10244.0552858015,3819.0807558575952,10635.87081477349,7727.907104411498,14544.697163327393,,,,,,,,,,,,
Lithuania,2002,612.7341324139121,1392.20429932291,786.6423722666086,1566.1125391756066,2521.5840984161287,3301.054265325127,,,,,,,,,,,,
Latvia,2002,3079.605252749298,5071.457227538996,3081.530847202618,5073.382821992317,3100.7409442488356,5092.592919038534,,,,,,,,,,,,
Malta,2002,1158.7310086889097,2292.791641010437,1485.2561289881182,2619.316761309646,4742.7329243540335,5876.7935566755605,1185.816886816119,2319.8775191376467,1530.3992592001337,2664.459891521661,4968.018640840663,6102.0792731621905,1555.731822162421,2689.7924544839484,2146.924151443971,3280.984783765499,8044.77143641943,9178.832068740958
Netherlands,2002,2607.6506777744075,6258.224761002367,3192.9653331810023,6843.539416408961,9032.175824022983,12682.749907250944,2662.9924669914253,6313.566550219384,3285.201648542699,6935.775731770658,9492.478959732784,13143.053042960742,2488.0683659897977,6138.642449217757,2993.661480206653,6644.235563434611,8037.554691084324,11688.128774312283
Norway,2002,1270.7320714310067,2555.9577818870434,1580.9813781387338,2866.2070885947705,4676.08755696106,5961.3132674170965,,,,,,,,,,,,
Poland,2002,2370.0838325789705,5432.121336543504,2751.5337926845573,5813.571296649092,6556.951251833152,9618.988755797685,,,,,,,,,,,,
Portugal,2002,2057.1186246526945,5520.762410616442,2374.9238957969706,5838.567681760718,5545.409815069628,9009.053601033376,2113.1274508259958,5576.771236789743,2468.271939419139,5931.915725382886,6011.261004193591,9474.90479015734,2382.5608786725197,5846.204664636267,2917.3276524966786,6380.971438460426,8252.262848504362,11715.90663446811
Romania,2002,1810.2228018772819,4840.223966785327,2033.5379577779688,5063.539122686014,4261.3724892633945,7291.37365417144,,,,,,,,,,,,
Sweden,2002,553.706203233358,1276.5060710767652,655.7456441303796,1378.545511973787,1673.710542603047,2396.5104104464544,,,,,,,,,,,,
Slovenia,2002,4037.184463492452,12019.644261408828,4310.011558023817,12292.471355940193,7031.786620134341,15014.246418050718,,,,,,,,,,,,
Slovakia,2002,2575.431876401179,6298.3144484863315,2893.616280758088,6616.4988528432405,6067.8845051758235,9790.767077260974,2683.3229527876347,6406.205524872787,3073.4347414021804,6796.317313487331,6965.264251628245,10688.146823713396,2727.676340650807,6450.558912735959,3147.357054507468,6870.239626592619,7334.1717951251085,11057.054367210261
Belgium,2003,4102.625524679592,10676.128214272057,4693.661218148902,11267.163907741367,10589.945874426074,17163.448564018538,,,,,,,,,,,,
Bulgaria,2003,4415.864976979071,11788.834794694925,4676.168567803292,12049.138385519145,7273.006771502065,14645.976589217918,,,,,,,,,,,,
Cyprus,2003,2656.683216107157,3672.85423275234,3171.9782337611387,4188.149250406322,8312.659481309196,9328.83049795438,,,,,,,,,,,,
Czechia,2003,3293.263988782504,7912.520562711421,3882.335200790295,8501.591774719212,9759.0218158204,14378.27838974932,,,,,,,,,,,,
Germany,2003,2125.4138029176847,5063.565741558783,2658.0574641359453,5596.2094027770445,7971.812084384785,10909.964023025885,2146.466706157311,5084.61864479841,2693.145636201989,5631.297574843087,8146.918771647708,11085.070710288806,2274.247966561776,5212.399905202875,2906.1144035427637,5844.266342183862,9209.73433437691,12147.886273018008
Denmark,2003,2042.9421211860595,4005.5733357456393,2695.132345885312,4657.763560444892,9201.506254194524,11164.137468754105,2283.3236617821804,4245.954876341761,3095.7682468788466,5058.399461438426,11200.870179152735,13163.501393712313,2364.7958322465265,4327.427046806107,3231.5551976527563,5194.186412212336,11878.511723967295,13841.142938526875
Estonia,2003,1690.7742813720286,2577.732837644253,2147.9744209890996,3034.9329772613237,6709.0900995498805,7596.048655822105,,,,,,,,,,,,
Greece,2003,2691.946835358385,6415.196763581497,3187.7438501360875,6910.9937783591995,8133.90930708507,11857.159235308183,,,,,,,,,,,,
Spain,2003,2507.876428898859,6411.185992567916,2873.425328653133,6776.73489232219,6520.210780963625,10423.520344632681,,,,,,,,,,,,
Finland,2003,1495.9838078710484,2788.504625074069,1969.6933268283876,3262.214144031408,6695.5097183313665,7988.030535534387,,,,,,,,,,,,
France,2003,2352.199420607316,6124.452793840588,2692.364522855328,6464.6178960886,6085.916376234302,9858.169749467575,,,,,,,,,,,,
Croatia,2003,2593.154870274057,7452.755437610211,2807.477801747765,7667.078369083919,4945.604189544998,9805.204756881152,,,,,,,,,,,,
Hungary,2003,2488.95364294826,6854.637356465881,2795.1147225863165,7160.798436103937,5849.435969451692,10215.119682969313,2533.125241613344,6898.808955130964,2868.73405369479,7234.417767212411,6216.831488507312,10582.515202024933,2655.008063386024,7020.6917769036445,3071.8720899825903,7437.5558035002105,7230.587021981665,11596.270735499285
Ireland,2003,2814.3392452583644,5411.187701853922,3653.8998769231857,6250.7483335187435,12029.516654722238,14626.365111317795,,,,,,,,,,,,
Italy,2003,3157.9254015009074,9199.223922259676,3568.960153407358,9610.258674166127,7669.521130759808,13710.819651518577,,,,,,,,,,,,
Lithuania,2003,600.6188844110894,1308.8241674114824,787.082156854574,1495.287439854967,2647.2752795645747,3355.480562564968,,,,,,,,,,,,
Latvia,2003,3339.5978385571825,5421.092971179312,3352.5420194051467,5434.0371520272765,3481.6756331026922,5563.170765724823,,,,,,,,,,,,
Malta,2003,1179.0235567435866,2293.952715355805,1526.860635395272,2641.789794007491,4996.949586706133,6111.878745318352,1205.9505447827312,2320.87970339495,1571.7389487938462,2686.668107406065,5220.913741190447,6335.842899802666,1443.7608927348879,2558.6900513471064,1968.089528714107,3083.0186873263256,7198.891873363939,8313.821031976158
Netherlands,2003,2553.844979599288,6105.9076834736325,3138.719218231668,6690.781922106013,8973.536027445176,12525.598731319522,2608.1576798281335,6160.220383702478,3229.2403852797443,6781.303089154088,9425.279756332719,12977.342460207063,2619.2986214895323,6171.361325363877,3247.8086213820757,6799.87132525642,9517.944096500543,13070.006800374887
Norway,2003,1221.9949340264477,2452.825989952174,1521.4671425069976,2752.298198432724,4509.058936634388,5739.8899925601145,,,,,,,,,,,,
Poland,2003,2372.178625860842,5359.7766487675835,2766.224573362069,5753.82259626881,6697.302002005257,9684.900024911998,,,,,,,,,,,,
Portugal,2003,1893.5742168770212,4901.800125749287,2241.0900413343097,5249.3159502065755,5707.974099610593,8716.20000848286,1873.6264718966524,4881.852380768919,2207.8437997003616,5216.069708572628,5542.059522313557,8550.285431185823,2160.9846473045573,5169.210556176823,2686.7740920468696,5695.000000919136,7932.149743166607,10940.375652038872
Romania,2003,2017.2897796505367,5450.480291835735,2252.998245197817,5686.188757383016,4604.470794348069,8037.661306533268,,,,,,,,,,,,
Sweden,2003,572.1288673884226,1289.8604428379244,688.4626536273984,1406.1942290769002,1849.0306639638475,2566.762239413349,,,,,,,,,,,,
Slovenia,2003,3987.7848411530035,11855.757039607866,4259.954865408241,12127.927063863104,6975.174869287876,14843.147067742739,,,,,,,,,,,,
Slovakia,2003,2425.222833916262,6108.209703745558,2748.8795119438173,6431.866381773114,5977.740180837761,9660.727050667057,2526.5369093018567,6209.523779131154,2917.736304253142,6600.723174082438,6820.415982457632,10503.402852286928,2545.4619704149286,6228.448840244226,2949.2780727749287,6632.264942604225,6977.824427271118,10660.811297100414
Belgium,2004,4137.567654965108,10686.135365814831,4730.691827216308,11279.259538066033,10647.811545627095,17196.37925647682,,,,,,,,,,,,
Bulgaria,2004,3891.1668045809847,11156.629380565662,4144.440977427543,11409.903553412221,6671.152368444395,13936.614944429073,,,,,,,,,,,,
Cyprus,2004,2135.783082696886,3064.8413375146806,2656.369670200154,3585.427925017949,7849.840626482757,8778.898881300553,,,,,,,,,,,,
Czechia,2004,3204.960311208633,7765.362186887803,3797.9549979024746,8358.356873581644,9713.782943729135,14274.184819408305,,,,,,,,,,,,
Germany,2004,2054.7899288746985,4888.107147606402,2575.064636507844,5408.381855239548,7765.42421980042,10598.741438532124,2088.987528087975,4922.304746819678,2632.0606351966385,5465.377853928342,8049.861394209261,10883.178612940965,2215.008716971937,5048.32593570364,2842.0959500032413,5675.413168734945,9098.037631910785,11931.354850642489
Denmark,2004,1934.59093474185,3798.0177190401732,2536.575813318413,4400.002597616736,8542.091625784602,10405.518410082925,2192.2324195629944,4055.6592038613176,2965.97828802032,4829.405072318644,10685.014451916024,12548.441236214347,2369.538242107662,4232.965026405985,3261.487992261433,5124.914776559756,12159.748594985958,14023.175379284281
Estonia,2004,1550.1529983531564,2376.0708669716378,2000.0287165599268,2825.946585178408,6488.074572003659,7313.992440622141,,,,,,,,,,,,
Greece,2004,2710.5675110227085,6463.445639904833,3207.7973393767616,6960.675468258886,8168.256817480288,11921.134946362412,,,,,,,,,,,,
Spain,2004,2459.7974623673695,6256.49155160905,2833.879018510416,6630.573107752095,6565.787876223184,10362.481965464864,,,,,,,,,,,,
Finland,2004,1435.8836622263366,2651.142351178183,1866.0518049585687,3081.3104939104155,6157.491133644409,7372.749822596256,,,,,,,,,,,,
France,2004,2275.3645513893134,5920.520563098701,2611.5363831267523,6256.69239483614,5965.250609269299,9610.406620978687,,,,,,,,,,,,
Croatia,2004,2396.1601607162556,7007.682344320643,2607.4233138437776,7218.945497448165,4715.024770044533,9326.546953648922,,,,,,,,,,,,
Hungary,2004,2216.105399643482,6027.053805563095,2522.176591337409,6333.124997257022,5575.60109895063,9386.549504870243,2258.4370580064215,6069.385463926034,2592.7293552756414,6403.677761195255,5927.692987556667,9738.64139347628,2379.419198304158,6190.36760422377,2794.366255771868,6605.314661691482,6933.957138604504,10744.905544524117
Ireland,2004,2676.622979107443,5121.724117620632,3478.9311458775715,5924.032284390761,11482.910238179571,13928.011376692759,,,,,,,,,,,,
Italy,2004,3049.244183359161,8811.03816089495,3457.1722377073843,9218.966215243174,7526.740208467038,13288.534186002827,,,,,,,,,,,,
Lithuania,2004,635.9120352322747,1361.7706150966967,840.7985921447608,1566.657172009183,2884.7859099145635,3610.6444897789856,,,,,,,,,,,,
Latvia,2004,3578.1692658092174,5870.835626746086,3658.662993077153,5951.329354014021,4461.683748440602,6754.350109377471,,,,,,,,,,,,
Malta,2004,1208.8262222188878,2419.893842202532,1542.3940335161442,2753.4616534997886,4870.130055743534,6081.19767572718,1239.7239703451398,2450.7915903287844,1593.8902803932308,2804.9579003768754,5127.12084968252,6338.188469666165,1468.9469369815465,2680.014556965191,1975.9285581205752,3186.99617810422,7033.673778531363,8244.741398515007
Netherlands,2004,2529.28592076827,6013.590562191045,3115.1243949452187,6599.429036367993,8959.56060161525,12443.865243038026,2584.7756322739433,6069.080273696718,3207.6072474546736,6691.911888877448,9421.094075091007,12905.398716513782,2618.725737674154,6103.030379096929,3264.190756455025,6748.4953978778,9703.472729530855,13187.77737095363
Norway,2004,1204.9640126667298,2394.7038356732596,1509.0754964010391,2698.815319407569,4542.94958413141,5732.689407137939,,,,,,,,,,,,
Poland,2004,2378.707458100693,5374.029806019323,2766.5765399440616,5761.8988878626915,6636.032380238617,9631.354728157248,,,,,,,,,,,,
Portugal,2004,1840.4546383336278,4812.737571290121,2162.602163648603,5134.885096605096,5376.4072376241875,8348.690170580681,1878.6379035877799,4850.920836544273,2226.24093907219,5198.5238720286825,5693.995031166662,8666.277964123154,2140.2788486801837,5112.561781636677,2662.309180892863,5634.592113849356,7870.1832093955445,10842.466142352037
Romania,2004,2091.038971398451,5674.09182138197,2324.9350007076764,5907.987850691195,4658.326340721138,8241.379190704656,,,,,,,,,,,,
Sweden,2004,569.5631862579618,1263.875576085128,693.6378347243159,1387.950224551482,1931.4301610910384,2625.7425509182044,,,,,,,,,,,,
Slovenia,2004,3799.6541536830937,11212.39588405922,4077.374878595976,11490.116608972101,6847.969729512586,14260.711459888711,,,,,,,,,,,,
Slovakia,2004,2329.163243746364,5786.916042164049,2658.440038161722,6116.1928365794065,5943.368058638744,9401.120857056429,2430.7691107201863,5888.521909137871,2827.7831497847587,6285.535948202443,6788.470825214659,10246.223623632344,2469.4190793065736,5927.171877724259,2892.199764095404,6349.952562513089,7109.940405203024,10567.693203620709
Belgium,2005,3844.3526047468413,9940.8598566206,4421.9436542849735,10518.450906158732,10184.101981820153,16280.609233693911,,,,,,,,,,,,
Bulgaria,2005,3907.9214572066885,11217.95028687378,4159.113159490064,11469.141989157155,6665.049427507549,13975.07825717464,,,,,,,,,,,,
Cyprus,2005,1804.8345703735129,2682.239654765526,2325.708433199148,3203.1135175911613,7522.045302816796,8399.45038720881,,,,,,,,,,,,
Czechia,2005,3046.5444073869076,7445.464215051592,3630.516690550067,8029.436498214751,9456.335420201582,13855.255227866266,,,,,,,,,,,,
Germany,2005,1988.9780927102945,4747.716355149267,2494.4082477381535,5253.1465101771255,7536.675746706558,10295.41400914553,2027.3426787881904,4786.080941227162,2558.3492245346465,5317.087486973619,7855.771669005248,10614.50993144422,2167.6550639371,4926.393326376072,2792.203199782829,5550.941462221801,9022.81436452951,11781.552626968481
Denmark,2005,1836.795967590672,3655.643952356181,2403.2850549903396,4222.133039755849,8054.688093572741,9873.536078338251,2188.3513349010095,4007.199319666519,2989.2106671742367,4808.058651939746,10978.735910566664,12797.583895332173,2366.563610640859,4185.411595406368,3286.2311267406526,5105.079111506162,12461.009442117158,14279.857426882667
Estonia,2005,1500.3987290723774,2256.961444603893,2006.8905714390846,2763.4532869706,7059.7496655259965,7816.312381057512,,,,,,,,,,,,
Greece,2005,2750.0508954857614,6503.076617843425,3260.1013790265592,7013.127101384222,8348.462155302614,12101.487877660276,,,,,,,,,,,,
Spain,2005,2376.928488478633,5994.224795524277,2759.498356627759,6376.794663673403,6576.088231734518,10193.384538780161,,,,,,,,,,,,
Finland,2005,1168.8207269930876,2276.1632015438995,1500.4265766542521,2607.7690512050635,4808.589695893012,5915.932170443823,,,,,,,,,,,,
France,2005,2191.609040561631,5671.215628487274,2525.949116138867,6005.555704064511,5861.389393921291,9340.995981846934,,,,,,,,,,,,
Croatia,2005,2374.6501717406336,7053.237356760053,2588.0938248762836,7266.681009895703,4717.448364491455,9396.035549510874,,,,,,,,,,,,
Hungary,2005,1860.6752674337108,4988.427673983063,2155.8149790607604,5283.567385610112,5100.184959340133,8227.937365889484,1924.193547747082,5051.945954296434,2261.678779583045,5389.431186132397,5628.495735279917,8756.24814182927,2036.0263499449222,5163.778756494274,2448.066783246112,5575.819189795464,6558.660629750843,9686.413036300195
Ireland,2005,2634.989516916719,5044.806366607064,3444.2331968600606,5854.050046550406,11517.40228962816,13927.219139318506,,,,,,,,,,,,
Italy,2005,3047.056714125415,8788.733577523864,3452.4645709848646,9194.141434383313,7496.890571558897,13238.567434957347,,,,,,,,,,,,
Lithuania,2005,752.9783888984925,1678.7787206204064,982.3684736023271,1908.168805324241,3270.8076519572487,4196.607983679162,,,,,,,,,,,,
Latvia,2005,3548.245520339384,5621.349117491745,3643.031547425373,5716.1351445777345,4588.635008116551,6661.738605268913,,,,,,,,,,,,
Malta,2005,1152.3076951731948,2321.576941798206,1464.9253851808437,2634.194631805855,4583.659006923818,5752.928253548829,1182.1200919119472,2351.3893385369583,1514.6127130787647,2683.881959703776,4831.622433766775,6000.891680391786,1282.220919392651,2451.490166017662,1681.4474255466043,2850.7166721716153,5664.20709408247,6833.476340707481
Netherlands,2005,2456.912534805685,5852.6943073164275,3025.8189435900445,6421.6007161007865,8701.337640748296,12097.119413259039,2511.8950937541053,5907.676866264847,3117.456541837412,6513.238314348155,9158.652892954206,12554.434665464947,2660.171175126764,6055.952947637507,3364.5833441251757,6760.365116635919,10391.93331579981,13787.715088310553
Norway,2005,1210.3188033851538,2391.8072831250265,1526.3717067277692,2707.860186467642,4679.375671026718,5860.864150766591,,,,,,,,,,,,
Poland,2005,2394.4948158339344,5459.067627577894,2783.1566885538223,5847.729500297783,6660.521561640322,9725.094373384283,,,,,,,,,,,,
Portugal,2005,1853.4624537098443,4723.0283137958,2214.3052756675006,5083.871135753457,5814.141999483167,8683.707859569122,1845.9563052956776,4715.522165381634,2201.795028310556,5071.360888396512,5751.709907911366,8621.275767997322,2200.137226814711,5069.703086900668,2792.096564175612,5661.662424261568,8697.595667847456,11567.161527933411
Romania,2005,2143.507988128903,5819.6211233805225,2374.959336282619,6051.072471534238,4683.962071435166,8360.075206686784,,,,,,,,,,,,
Sweden,2005,537.7246560797711,1222.0612146269966,645.6482155032209,1329.9847740504463,1722.3142011800176,2406.650759727243,,,,,,,,,,,,
Slovenia,2005,3892.034889541898,11468.524774353096,4174.169661942641,11750.65954675384,6988.7998913691,14565.289776180298,,,,,,,,,,,,
Slovakia,2005,2516.6511645480796,6251.388679589441,2876.1167278558114,6610.854242897173,6462.213657044848,10196.95117208621,2572.769436071536,6307.506951112898,2969.6471803949053,6704.384695436267,6928.975153525658,10663.712668567021,2572.998901785606,6307.736416826968,2970.0296232516894,6704.767138293051,6930.883725496656,10665.621240538017
Belgium,2006,3768.102894081863,9713.683985321815,4331.387933099568,10276.96902433952,9950.826774728575,15896.407865968527,,,,,,,,,,,,
Bulgaria,2006,3897.040055595671,11086.74734706177,4172.4538977066395,11362.161189172737,6920.034846385109,14109.742137851206,,,,,,,,,,,,
Cyprus,2006,1697.8079522804037,2484.0217052659027,2225.4756677638698,3011.6894207493688,7489.58930556321,8275.803058548709,,,,,,,,,,,,
Czechia,2006,3042.836170549701,7398.378712460423,3635.488084845451,7991.030626756174,9547.896467938766,13903.439009849488,,,,,,,,,,,,
Germany,2006,1986.705689688353,4749.82866192949,2492.49915470409,5255.622126945227,7538.391103313466,10301.514075554604,2031.3912575367704,4794.5142297779075,2566.9751011181193,5330.098073359256,7910.061540655859,10673.184512896996,2157.6649290398195,4920.787901280956,2777.4312202898677,5540.554192531004,8960.33779252249,11723.460764763626
Denmark,2006,1927.7372943766134,3769.498132367283,2553.4445175910128,4395.205355581682,8795.61895870609,10637.37979669676,2389.994665511061,4231.75550350173,3323.87346948176,5165.634307472429,12640.426299570388,14482.187137561057,2541.906195381669,4383.667033372339,3577.05935259944,5418.820190590109,13903.944421033859,15745.705259024528
Estonia,2006,1185.0446035389057,1889.2957066706153,1625.2532360998,2329.5043392315097,6016.858403790627,6721.109506922337,,,,,,,,,,,,
Greece,2006,2640.2557611663947,6281.218855352559,3135.1820691238195,6776.145163309984,8072.661188984795,11713.62428317096,,,,,,,,,,,,
Spain,2006,2257.5144894778505,5673.253451541697,2625.2522069146557,6040.991168978502,6293.873721343738,9709.612683407586,,,,,,,,,,,,
Finland,2006,1308.784291743252,2473.7316290495055,1699.1714459679047,2864.118783274158,5593.7480559709875,6758.69539327724,,,,,,,,,,,,
France,2006,2057.8522128429177,5296.939341512884,2382.6433690784393,5621.7304977484055,5622.821808666142,8861.908937336108,,,,,,,,,,,,
Croatia,2006,2254.1772037805563,6685.730962899134,2473.291158211028,6904.844917329606,4659.21370360073,9090.767462719308,,,,,,,,,,,,
Hungary,2006,1801.7722703762317,4780.044667630817,2100.263597940611,5078.535995195196,5078.069937213822,8056.342334468408,1856.011132278895,4834.28352953348,2190.6617011117164,5168.9340983663005,5529.199518753435,8507.47191600802,1975.6354572359417,4953.907854490526,2390.035576040127,5368.307973294712,6524.170094586647,9502.442491841231
Ireland,2006,2478.5912798860118,4668.565209322088,3263.410635442222,5453.384564878298,11092.918015872036,13282.89194530811,,,,,,,,,,,,
Italy,2006,2939.7725783388714,8445.093553147899,3335.9353370390927,8841.256311848121,7288.130477405584,12793.451452214613,,,,,,,,,,,,
Lithuania,2006,797.832601939003,1755.5104301583515,1041.2715768419996,1998.949405061348,3469.8651598028473,4427.5429880221955,,,,,,,,,,,,
Latvia,2006,3566.810921084406,5641.3408639806385,3656.556499155697,5731.086442051929,4551.875480390722,6626.405423286954,,,,,,,,,,,,
Malta,2006,1162.5697915303494,2341.1991486398733,1478.923905984953,2657.5532630944767,4634.932809710641,5813.562166820165,1191.9087928612169,2370.538149970741,1527.822241536399,2706.451598645923,4878.958789034047,6057.58814614357,1376.8648050982843,2555.494162207808,1836.0822619315109,3014.7116190410347,6417.32308129156,7595.952438401084
Netherlands,2006,2422.12965959174,5788.766620607914,2976.7752126977675,6343.412173713941,8510.024897255515,11876.66185827169,2469.3028161233387,5835.939777139512,3055.3971402504317,6422.034101266606,8902.38575475643,12269.022715772604,2692.5843032598455,6059.221264276019,3427.532952144609,6794.169913160784,10759.52066363785,14126.157624654024
Norway,2006,1149.6865749224337,2290.3888564311296,1445.4492878461124,2586.1515693548085,4396.034447727575,5536.736729236271,,,,,,,,,,,,
Poland,2006,2531.5807008428715,5762.356409791059,2943.1340867108324,6173.90979565902,7048.869055250726,10279.644764198914,,,,,,,,,,,,
