countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Sweden,1997,236645700000.0,8844499.0,230500420858.0,222814348994.0,229394321458.0,221708249594.0,218359663158.0,210673591294.0,,,,,,,,,,,,,26061.44461749614,25192.42175209698,25936.38389896364,25067.361033564477,24688.754349794148,23819.73148439499,,,,,,,,,,,,,26756.25832508998
Sweden,1998,241468100000.0,8847625.0,235516887669.0,228156439188.0,234419290749.0,227058842268.0,223469454809.0,216109006328.0,,,,,,,,,,,,,26619.22127904381,25787.308931831987,26495.1657364547,25663.253389242876,25257.56401395855,24425.651666746726,,,,,,,,,,,,,27291.85515887032
Sweden,1999,257109700000.0,8854322.0,251624447209.0,244652290531.0,250673964949.0,243701808271.0,241191772879.0,234219616201.0,,,,,,,,,,,,,28418.262539921183,27630.832776467807,28310.915838502373,27523.486075048997,27240.004698157576,26452.574934704204,,,,,,,,,,,,,29037.76257515821
Sweden,2000,285150300000.0,8861426.0,279974979357.0,273124560214.0,279128967477.0,272278548334.0,270688991817.0,263838572674.0,,,,,,,,,,,,,31594.799680886576,30821.739098650713,31499.32837863793,30726.26779640207,30546.888482395498,29773.827900159635,,,,,,,,,,,,,32178.827651441203
Sweden,2001,270524500000.0,8882792.0,265528489913.0,258928004130.0,264687099713.0,258086613930.0,256293230813.0,249692745030.0,,,,,,,,,,,,,29892.45835239641,29149.394033992914,29797.736985510863,29054.67266710737,28852.778587295525,28109.714268892032,,,,,,,,,,,,,30454.89526266066
Sweden,2002,283627100000.0,8909128.0,278694060561.0,272254544020.0,277784978121.0,271345461580.0,268715798541.0,262276282000.0,,,,,,,,,,,,,31281.85615483356,30559.05628699015,31179.81671393654,30457.01684609313,30161.85181546387,29439.051947620464,,,,,,,,,,,,,31835.562358066916
Sweden,2003,296305500000.0,8940788.0,291190217088.0,284773131231.0,290150101368.0,283733015511.0,279773708828.0,273356622971.0,,,,,,,,,,,,,32568.741937287854,31851.01036183835,32452.40815104888,31734.676575599377,31291.84014071243,30574.108565262926,,,,,,,,,,,,,33140.87080467628
Sweden,2004,310182000000.0,8975670.0,305069788796.0,298837869908.0,303956135696.0,297724216808.0,292846120246.0,286614201358.0,,,,,,,,,,,,,33988.52551352712,33294.213123699956,33864.45086506077,33170.1384752336,32626.658538694046,31932.34614886688,,,,,,,,,,,,,34558.08869978508
Sweden,2005,315774800000.0,9011392.0,310929152336.0,304762327347.0,309956610836.0,303789785847.0,300254351586.0,294087526597.0,,,,,,,,,,,,,34504.009184818504,33819.67262627128,34396.085625395055,33711.74906684783,33319.41963971826,32635.083081171033,,,,,,,,,,,,,35041.733840898276
Sweden,2006,337317200000.0,9047752.0,333033298359.0,327014306078.0,332370763059.0,326351770778.0,325761184709.0,319742192428.0,,,,,,,,,,,,,36808.40261304686,36143.155347096166,36735.17610330168,36069.92883735098,36004.65449417711,35339.40722822642,,,,,,,,,,,,,37281.87952101251
Sweden,2007,358945100000.0,9113257.0,354622138238.0,348738553955.0,353919706298.0,348036122015.0,346912111468.0,341028527185.0,,,,,,,,,,,,,38912.77709363403,38267.16989930165,38835.69905885459,38190.091864522205,38066.753902364435,37421.14670803204,,,,,,,,,,,,,39387.13678325982
Sweden,2008,354881100000.0,9182927.0,350873915595.0,345229803759.0,350261295195.0,344617183359.0,344149677395.0,338505565559.0,347501296112.46,341857184276.46,344640262724.1,338996150888.1,316098048683.08,310453936847.08,345036251012.46,339392139176.46,340531854224.1,334887742388.1,295595133883.08,289951022047.08,38209.37655226923,37594.74552710699,38142.66357502352,37528.03254986128,37477.122206786575,36862.49118162433,37842.1059115966,37227.474886434364,37530.54584056913,36915.91481540689,34422.36322722374,33807.7322020615,37573.66807037233,36959.0370452101,37083.14943852869,36468.51841336645,32189.64213513622,31575.011109973977,38645.749879096285
Sweden,2009,314637500000.0,9256347.0,311076857434.0,305805750080.0,310636872994.0,305365765640.0,306247504414.0,300976397060.0,307788644211.79,302517536857.79,305156517623.65,299885410269.65,278897921422.92,273626814068.91998,305898511911.79,300627404557.79,302006297123.65,296735189769.65,263176821022.91998,257905713668.91998,33606.870770294154,33037.41206763316,33559.337500419984,32989.87879775899,33085.13654619906,32515.677843538062,33251.63201118,32682.173308519006,32967.2729018964,32397.814199235403,30130.452264043255,29560.99356138226,33047.43349744667,32477.974794785674,32626.942045674175,32057.48334301318,28432.03922918188,27862.58052652088,33991.54115549039
Sweden,2010,374695200000.0,9340682.0,370857100946.0,365485682506.0,370265419646.0,364894001206.0,364362694296.0,358991275856.0,367407708894.23,362036290454.23,364516432893.05,359145014453.05,335672512786.04,330301094346.04,365327196894.23,359955778454.23,361048912893.05,355677494453.05,318367936786.04,312996518346.04,39703.42860896025,39128.372265108694,39640.084058744316,39065.02771489276,39008.146760161624,38433.09041631007,39334.14164985276,38759.08530600121,39024.60579356518,38449.549449713624,35936.61713202954,35361.560788177994,39111.40502312679,38536.34867927524,38653.37808235523,38078.32173850368,34084.014077991305,33508.95773413975,40114.329981472445
Sweden,2011,412844700000.0,9415570.0,409418044250.0,404164964444.0,409046595830.0,403793516024.0,405340955640.0,400087875834.0,405979045326.5,400725965520.5,403314930957.5,398061851151.5,376737218562.0,371484138756.0,403771122126.5,398518042320.5,399635058957.5,394381979151.5,358372904962.0,353119825156.0,43483.08644617373,42925.17228845412,43443.6360018565,42885.72184413689,43050.07085497745,42492.15669725784,43117.84048405991,42559.926326340305,42834.892731666805,42276.9785739472,40012.15205898315,39454.23790126354,42883.343454140326,42325.42929642071,42444.06434846749,41886.15019074788,38061.73231806465,37503.81816034504,43847.021476129434
Sweden,2012,430037100000.0,9482855.0,426939881090.0,421957828791.0,426693895910.0,421711843611.0,424239900900.0,419257848601.0,423535000773.47,418552948474.47,421019095382.45,416037043083.45,395919943981.56,390937891682.56,421594726773.47,416612674474.47,417785305382.45,412803253083.45,379781791981.56,374799739682.56,45022.29350654418,44496.91878563998,44996.353514843366,44470.97879393917,44737.57121668527,44212.19649578107,44663.23704975664,44137.86232885244,44397.926086864136,43872.55136595994,41751.13338562701,41225.75866472281,44458.62841659711,43933.25369569291,44056.91169826492,43531.53697736072,40049.309198712835,39523.93447780864,45348.90599930084
Sweden,2013,441850700000.0,9555893.0,438751255987.0,433825423564.0,438498521827.0,433572689404.0,435977197707.0,431051365284.0,435449059738.39,430523227315.39,432994861412.65,428069028989.65,408511311448.72,403585479025.72,433627320238.39,428701487815.39,429958628912.65,425032796489.65,393359065448.72,388433233025.72,45914.20770272333,45398.73181543577,45887.759712985484,45372.28382569792,45623.90952964836,45108.43364236079,45568.641228861605,45053.165341574044,45311.8155898826,44796.33970259504,42749.674096258714,42234.19820897115,45378.000804151954,44862.52491686439,44994.08154869985,44478.605661412286,41164.029928832395,40648.554041544834,46238.55666864415
Sweden,2014,438833900000.0,9644864.0,435896692854.0,431258674131.0,435652902594.0,431014883871.0,433220804524.0,428582785801.0,432673622070.9,428035603347.9,430281117955.5,425643099232.5,406413041185.2,401775022462.2,430803656070.9,426165637347.9,427164507955.5,422526489232.5,390859673185.2,386221654462.2,45194.69562805655,44713.815988592476,45169.418935715425,44688.53929625135,44917.25383831229,44436.374198848214,44860.52079852033,44379.641159056264,44612.46088648839,44131.581247024325,42137.767954550734,41656.88831508666,44666.638748965255,44185.75910950118,44289.32413722993,43808.44449776586,40525.16170110849,40044.282061644415,45499.23150808555
