countries,Year,Territorial GHG emissions,Residential GHG emissions,Transfer GHG emissions,Footprint GHG emissions,As,Pb,NOx,SOx,NH3,PM2.5,PM10,NMVOC,Cd,Hg,Cr,Ni,GHG: Territorial & Low scenario,GHG: Territorial & Central scenario,GHG: Territorial & High scenario,GHG: Residential & Low scenario,GHG: Residential & Central scenario,GHG: Residential & High scenario,GHG: Footprint & Low scenario,GHG: Footprint & Central scenario,GHG: Footprint & High scenario,Nox (Health - VOLY),Nox (Health - VSL),"Nox (Crops, Forests, Buildings & Ecosystems)",Nox (Crops),Nox (Forests),Nox (Buildings),Nox (Ecosystems),Nox (Total - VOLY),Nox (Total - VSL),PM2.5 (Health - VOLY),PM2.5 (Health - VSL),PM10 (Health - VOLY),PM10 (Health - VSL),SOx (Health - VOLY),SOx (Health - VSL),SOx (Buildings),SOx (Total - VOLY),SOx (Total - VSL),NMVOC (Health - VOLY),NMVOC (Health - VSL),NMVOC (Forests & Crops),NMVOC (Forests),NMVOC (Crops),NMVOC (Total - VOLY),NMVOC (Total - VSL),NH3 (Health - VOLY),NH3 (Health - VSL),NH3 (Ecosystems),NH3 (Total - VOLY),NH3 (Total - VSL),Pb (Total),Hg (Total),Cd (Total),As (Total),Ni (Total),Cr (Total),Health - VOLY (Total),Health - VSL (Total),Crops (Total),Forests (Total),Buildings (Total),Ecosystems (Total),Air Pollutants - VOLY,Air Pollutants - VSL,Heavy Metals (Total),External costs (Territorial & Low GHG with VOLY) scenario,External costs (Territorial & Low GHG with VSL) scenario,External costs (Territorial & Central GHG with VOLY) scenario,External costs (Territorial & Central GHG with VSL) scenario,External costs (Territorial & High GHG with VOLY) scenario,External costs (Territorial & High GHG with VSL) scenario,External costs (Residential & Low GHG with VOLY) scenario,External costs (Residential & Low GHG with VSL) scenario,External costs (Residential & Central GHG with VOLY) scenario,External costs (Residential & Central GHG with VSL) scenario,External costs (Residential & High GHG with VOLY) scenario,External costs (Residential & High GHG with VSL) scenario,External costs (Footprint & Low GHG with VOLY) scenario,External costs (Footprint & Low GHG with VSL) scenario,External costs (Footprint & Central GHG with VOLY) scenario,External costs (Footprint & Central GHG with VSL) scenario,External costs (Footprint & High GHG with VOLY) scenario,External costs (Footprint & High GHG with VSL) scenario,Proportion in % - External costs (Territorial & Low GHG with VOLY) scenario,Proportion in % - External costs (Territorial & Low GHG with VSL) scenario,Proportion in % - External costs (Territorial & Central GHG with VOLY) scenario,Proportion in % - External costs (Territorial & Central GHG with VSL) scenario,Proportion in % - External costs (Territorial & High GHG with VOLY) scenario,Proportion in % - External costs (Territorial & High GHG with VSL) scenario,Proportion in % - External costs (Residential & Low GHG with VOLY) scenario,Proportion in % - External costs (Residential & Low GHG with VSL) scenario,Proportion in % - External costs (Residential & Central GHG with VOLY) scenario,Proportion in % - External costs (Residential & Central GHG with VSL) scenario,Proportion in % - External costs (Residential & High GHG with VOLY) scenario,Proportion in % - External costs (Residential & High GHG with VSL) scenario,Proportion in % - External costs (Footprint & Low GHG with VOLY) scenario,Proportion in % - External costs (Footprint & Low GHG with VSL) scenario,Proportion in % - External costs (Footprint & Central GHG with VOLY) scenario,Proportion in % - External costs (Footprint & Central GHG with VSL) scenario,Proportion in % - External costs (Footprint & High GHG with VOLY) scenario,Proportion in % - External costs (Footprint & High GHG with VSL) scenario,GDP,Population,External costs per capita (Territorial & Low GHG with VOLY) scenario,External costs per capita (Territorial & Low GHG with VSL) scenario,External costs per capita (Territorial & Central GHG with VOLY) scenario,External costs per capita (Territorial & Central GHG with VSL) scenario,External costs per capita (Territorial & High GHG with VOLY) scenario,External costs per capita (Territorial & High GHG with VSL) scenario,External costs per capita (Residential & Low GHG with VOLY) scenario,External costs per capita (Residential & Low GHG with VSL) scenario,External costs per capita (Residential & Central GHG with VOLY) scenario,External costs per capita (Residential & Central GHG with VSL) scenario,External costs per capita (Residential & High GHG with VOLY) scenario,External costs per capita (Residential & High GHG with VSL) scenario,External costs per capita (Footprint & Low GHG with VOLY) scenario,External costs per capita (Footprint & Low GHG with VSL) scenario,External costs per capita (Footprint & Central GHG with VOLY) scenario,External costs per capita (Footprint & Central GHG with VSL) scenario,External costs per capita (Footprint & High GHG with VOLY) scenario,External costs per capita (Footprint & High GHG with VSL) scenario,(Territorial & Low GHG with VOLY) scenario,(Territorial & Low GHG with VSL) scenario,(Territorial & Central GHG with VOLY) scenario,(Territorial & Central GHG with VSL) scenario,(Territorial & High GHG with VOLY) scenario,(Territorial & High GHG with VSL) scenario,(Residential & Low GHG with VOLY) scenario,(Residential & Low GHG with VSL) scenario,(Residential & Central GHG with VOLY) scenario,(Residential & Central GHG with VSL) scenario,(Residential & High GHG with VOLY) scenario,(Residential & High GHG with VSL) scenario,(Footprint & Low GHG with VOLY) scenario,(Footprint & Low GHG with VSL) scenario,(Footprint & Central GHG with VOLY) scenario,(Footprint & Central GHG with VSL) scenario,(Footprint & High GHG with VOLY) scenario,(Footprint & High GHG with VSL) scenario,Heavy Metals Emissions,Air Pollutants Emissions
Belgium,2012,-0.02224770963186496,-0.025284884736355626,-0.06944434768675589,-0.04633842862070644,0.0,-0.027777777777777776,-0.05123297945249764,-0.1091523514502957,-0.0010728885146605463,0.011627906976744186,0.010801591813530414,-0.027014473644781396,-0.5,-0.5,-0.06666666666666667,-0.3,-0.02224770963186496,-0.02224770963186496,-0.02224770963186496,-0.025284884736355623,-0.025284884736355644,-0.02528488473635569,-0.046338428620706376,-0.04633842862070652,-0.04633842862070647,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,-0.05123297945249764,0.011627906976744186,0.011627906976744186,0.010801591813530414,0.010801591813530414,-0.1091523514502957,-0.1091523514502957,-0.1091523514502957,-0.1091523514502957,-0.1091523514502957,-0.027014473644781396,-0.027014473644781396,-0.027014473644781396,-0.027014473644781396,-0.027014473644781396,-0.027014473644781396,-0.027014473644781396,-0.0010728885146605463,-0.0010728885146605463,-0.0010728885146605463,-0.0010728885146605463,-0.0010728885146605463,-0.027777777777777776,-0.5,-0.5,0.0,-0.3,-0.06666666666666667,-0.023970464774130857,-0.02458669350923184,-0.030575184710749388,-0.021660542491219664,-0.08407927041294795,-0.037488577079394424,-0.02419157869490518,-0.024653080711428976,-0.14460622607606405,-0.030736247168697987,-0.027193741855913993,-0.02941326891468518,-0.026855475702429202,-0.025052413930448183,-0.02498670086401188,-0.031533346215625487,-0.027521922240951027,-0.03054451817616843,-0.027365714729449687,-0.027324493275376963,-0.026511343828486984,-0.039283382723332934,-0.03142301169358388,-0.040851771219267245,-0.0331403558634718,-0.04463332238214695,-0.04019592533552834,-0.015969754086521407,-0.019553131912172908,-0.017311056800580326,-0.019893936368739897,-0.021706538195823362,-0.021772472335702994,-0.015159845383830929,-0.019222262314146806,-0.01616436552686585,-0.019379777684579377,-0.01942133583133798,-0.02024040752092154,-0.00721520591858731,-0.01527203250892142,-0.005591815285884709,-0.013522950473951661,-0.001655729262182396,-0.006271306581990199,0.02714833557554663,0.006840603245011789,-0.037321548507877986,-0.03380311142720531,-0.03600755873655872,-0.03346714349703385,-0.03167633195628972,-0.031611065352793205,-0.03811323196239727,-0.03412906211292387,-0.03713112214653367,-0.03397391589514347,-0.03393297450487769,-0.03312534969885653,-0.04581061373537067,-0.038003647067145915,-0.04736834640018305,-0.039709323382098705,-0.05112420522301152,-0.046716956416877765,-0.05635464785308723,-0.05290577373229231,-0.055066636951262155,-0.052576448218373054,-0.05082104278224339,-0.050757066563658026,-0.05713067894744814,-0.05322528005252913,-0.05616798640810498,-0.05307320122799045,-0.05303306928925753,-0.05224141201958554,-0.06467587591587312,-0.05702326065330278,-0.06620281067457615,-0.05869521407074723,-0.06988441247628743,-0.06556429931158839,-0.1044776119402985,-0.03767048633566098
Bulgaria,2012,-0.08093913316634253,-0.07652686758911126,-0.28537201320986855,-0.054983455615361346,-0.75,-0.4090909090909091,-0.1755135284196215,-0.5067276489497354,0.03308442797187551,-0.023632981371341736,-0.0853569844789357,-0.026317842307467285,-0.5,-0.5,-0.5,-0.45454545454545453,-0.08093913316634253,-0.08093913316634253,-0.08093913316634253,-0.07652686758911131,-0.0765268675891112,-0.0765268675891112,-0.054983455615361394,-0.05498345561536127,-0.054983455615361276,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.1755135284196215,-0.023632981371341736,-0.023632981371341736,-0.0853569844789357,-0.0853569844789357,-0.5067276489497354,-0.5067276489497354,-0.5067276489497354,-0.5067276489497354,-0.5067276489497354,-0.026317842307467285,-0.026317842307467285,-0.026317842307467285,-0.026317842307467285,-0.026317842307467285,-0.026317842307467285,-0.026317842307467285,0.03308442797187551,0.03308442797187551,0.03308442797187551,0.03308442797187551,0.03308442797187551,-0.4090909090909091,-0.5,-0.5,-0.75,-0.45454545454545453,-0.5,-0.3024296142516391,-0.28370151785885517,-0.1647610959570683,-0.16667520297808158,-0.4756256100933169,-0.05765066842430083,-0.30372655434309,-0.28418344966449016,-0.4651508002522931,-0.2784847322408267,-0.27674961147420646,-0.2603648740564486,-0.27006845538611146,-0.17463083384860656,-0.22203905246660077,-0.27265515399062223,-0.27469166489909413,-0.2523490229963008,-0.2668714586512958,-0.16301587936511053,-0.213102675271675,-0.27244575663368586,-0.27462976102193304,-0.2515299214655681,-0.2666991943954535,-0.15528661025027735,-0.2106337760400646,-0.5762375312751858,-0.5772541626814923,-0.5866190228618112,-0.5811236089954086,-0.6295583799017396,-0.6069840111413226,-0.579633934624278,-0.5784536364858732,-0.5910510378604643,-0.5829502279016504,-0.6346990539601315,-0.6114472860943674,-0.5797549201643089,-0.5784896117063916,-0.5914985784241914,-0.5830481996590665,-0.6380416188514988,-0.6126625616758197,0.018693391256970244,-0.005727307847783635,-0.2743285886718146,-0.2725834730910332,-0.2561043546891276,-0.2658638315471899,-0.16987646078784682,-0.2175577649131505,-0.2684654303087042,-0.27051367212862554,-0.24804232993131528,-0.2626484191557507,-0.15819460069536642,-0.2085699115149223,-0.26825482676041296,-0.270451411666632,-0.24721851013097496,-0.26247516260631315,-0.15042080868051957,-0.206086790685901,-0.2917247977147547,-0.29002151704020407,-0.2739374454653991,-0.2834629625767741,-0.1897766558267675,-0.2363149165290355,-0.28600219432865487,-0.2880013345272174,-0.2660686881641891,-0.28032463188546486,-0.17837483994852343,-0.22754252507973088,-0.2857966394887654,-0.28794056660853623,-0.26526461744206337,-0.2801555287408674,-0.17078740571053774,-0.22511893103975766,-0.49056603773584906,-0.3507614718598141
Cyprus,2012,-0.05887041166303988,-0.06873376780988197,0.5733091723072004,-0.03308158354911562,,0.0,-0.025929046148085742,-0.22706918965766287,-0.05548387096774193,-0.21805054151624548,-0.24459358687546606,-0.02610579115367077,,,-1.0,0.0,-0.05887041166303988,-0.05887041166303988,-0.05887041166303988,-0.06873376780988194,-0.06873376780988194,-0.06873376780988212,-0.033081583549115584,-0.033081583549115584,-0.03308158354911575,-0.025929046148085742,-0.025929046148085742,-0.025929046148085742,-0.025929046148085742,-0.025929046148085742,-0.025929046148085742,,-0.025929046148085742,-0.025929046148085742,-0.21805054151624548,-0.21805054151624548,-0.24459358687546606,-0.24459358687546606,-0.22706918965766287,-0.22706918965766287,-0.22706918965766287,-0.22706918965766287,-0.22706918965766287,-0.02610579115367077,-0.02610579115367077,-0.02610579115367077,,-0.02610579115367077,-0.02610579115367077,-0.02610579115367077,-0.05548387096774193,-0.05548387096774193,,-0.05548387096774193,-0.05548387096774193,0.0,,,,0.0,-1.0,-0.14877446425546773,-0.14193012505398825,-0.025938600647978496,-0.025929046148085742,-0.18290802826347205,,-0.14791384297852866,-0.1416033430841787,-0.08721708105697402,-0.09985798260978278,-0.11030917908643682,-0.08934872776057232,-0.10028554517143111,-0.0674367766624026,-0.07293798548504082,-0.10366435338954856,-0.11274461908528975,-0.09448775356926173,-0.10386378178960481,-0.07584647626427167,-0.08039297717456026,-0.08303922777538975,-0.09778286520849139,-0.06965987722232339,-0.08435754082664976,-0.04304363742384046,-0.049783686620812735,-0.9282624410550132,-0.9274197400788248,-0.9290903192035377,-0.928228349911646,-0.9307564469459958,-0.9303455539970803,-0.9279578009916479,-0.9272205134841583,-0.9286878876725061,-0.9279417685401156,-0.9301263379158464,-0.9297808852818563,-0.9295782404358158,-0.9284274388711179,-0.9305909855434437,-0.9294768494138116,-0.9325214883805624,-0.9320428515884449,-0.018264587246514016,0.026507857686385607,-0.12310265269764276,-0.13328396441230378,-0.11286478187130825,-0.12351917416744607,-0.09151867045667546,-0.09687781971349378,-0.12681073028444748,-0.13565651322487898,-0.11787110088797138,-0.12700500877784918,-0.09971120355702935,-0.10414029864504526,-0.10671821422651381,-0.12108112175099374,-0.09368436314307278,-0.10800248403642192,-0.0677554434575748,-0.07432144209704308,-0.08311139060821156,-0.09375702520678568,-0.072406617496549,-0.08354690770996201,-0.050087007942368755,-0.05569056339241501,-0.08698857658960556,-0.09623777507810008,-0.07764125173906433,-0.08719171523313972,-0.05865316486471332,-0.06328425064528738,-0.06597973312096533,-0.08099766691613126,-0.052351467929286785,-0.06732257258069554,-0.025240049259125995,-0.03210549295140197,-0.09090909090909091,-0.11117468205446758
Czechia,2012,-0.031636370054298556,-0.03199380374341361,-1.8412061668168143,-0.04020282328405933,-0.5,0.09090909090909091,-0.04864412329090736,-0.04361582730377057,0.007423613730667673,0.004804597701149426,-0.0007357848086103933,-0.023307591192901742,0.0,0.0,0.0,-0.14285714285714285,-0.031636370054298556,-0.031636370054298556,-0.031636370054298556,-0.0319938037434136,-0.0319938037434136,-0.03199380374341356,-0.04020282328405933,-0.04020282328405932,-0.04020282328405928,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,-0.04864412329090736,0.004804597701149426,0.004804597701149426,-0.0007357848086103933,-0.0007357848086103933,-0.04361582730377057,-0.04361582730377057,-0.04361582730377057,-0.04361582730377057,-0.04361582730377057,-0.023307591192901742,-0.023307591192901742,-0.023307591192901742,-0.023307591192901742,-0.023307591192901742,-0.023307591192901742,-0.023307591192901742,0.007423613730667673,0.007423613730667673,0.007423613730667673,0.007423613730667673,0.007423613730667673,0.09090909090909091,0.0,0.0,-0.5,-0.14285714285714285,0.0,-0.017376580408575194,-0.017725812699271516,-0.04245349269014816,-0.04243958008173572,-0.04496475036268392,-0.0252045026102828,-0.017836402766784918,-0.01786752976372784,0.05355267242653294,-0.01940438109964133,-0.018503571125221323,-0.02146966627483097,-0.019509675800433623,-0.027849055260635764,-0.024762904890813706,-0.019427873936040677,-0.01851061930729341,-0.021521929441879768,-0.01952485643418951,-0.02806068640378127,-0.02487045237477737,-0.02191520709427952,-0.019523714882933405,-0.024970844165971482,-0.021084998362740397,-0.03449132970239529,-0.029298338817384532,-0.17936501408848318,-0.18011818665123458,-0.1776329826815539,-0.179276886227179,-0.17223649654844927,-0.1748559648347908,-0.1793453530732909,-0.18011229899069378,-0.17758905782917875,-0.17926417902385303,-0.17205625840596556,-0.17476495932161987,-0.1772583750018914,-0.17926513459210258,-0.17467999076104485,-0.1779561345415161,-0.16654184819163773,-0.1710006234863104,-0.015827271065397434,0.0017845408640690793,-0.02115117682434427,-0.020251971518537686,-0.023212782979105083,-0.021256283957162947,-0.029580807964100574,-0.026500155145122106,-0.021174627811498637,-0.02025900714524624,-0.02326495304653668,-0.021271437548715428,-0.029792062115580165,-0.026607511048089994,-0.023657530129090217,-0.021270298030975323,-0.026707724005167046,-0.02282880029979681,-0.03621125011090244,-0.031027509822265473,-0.003634636409928083,-0.002719339787763713,-0.005733135092598798,-0.0037416244392613016,-0.012215116149633868,-0.009079334920293272,-0.0036585070534729844,-0.002726501317305336,-0.005786238745557426,-0.0037570492049650807,-0.012430150702943144,-0.009188611961611083,-0.006185841011335999,-0.0037558892955075742,-0.009290618233724486,-0.005342281027269196,-0.018964210334503215,-0.013687706797738576,0.0,-0.02932425860537
Germany,2012,-0.003129132772123573,0.011925048812137904,-0.40063659454071954,-0.05087986586015553,0.0,-0.04819277108433735,-0.003268435093300925,-0.047891524304355226,0.008454959946000332,-0.013777467736309732,-0.014387825483365037,-0.012915006040662015,0.0,-0.09090909090909091,0.013513513513513514,-0.02158273381294964,-0.003129132772123573,-0.003129132772123573,-0.003129132772123573,0.011925048812137918,0.01192504881213787,0.011925048812137825,-0.05087986586015542,-0.05087986586015555,-0.050879865860155506,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.003268435093300925,-0.013777467736309732,-0.013777467736309732,-0.014387825483365037,-0.014387825483365037,-0.047891524304355226,-0.047891524304355226,-0.047891524304355226,-0.047891524304355226,-0.047891524304355226,-0.012915006040662015,-0.012915006040662015,-0.012915006040662015,-0.012915006040662015,-0.012915006040662015,-0.012915006040662015,-0.012915006040662015,0.008454959946000332,0.008454959946000332,0.008454959946000332,0.008454959946000332,0.008454959946000332,-0.04819277108433735,-0.09090909090909091,0.0,0.0,-0.02158273381294964,0.013513513513513514,-0.011074765726940364,-0.010852552914576874,-0.007311942078923853,-0.007749779002388065,-0.027988754110948158,0.0024517929437830833,-0.01110710680286989,-0.010862735980210661,-0.03375388482961796,-0.00928304757977744,-0.010145799980173764,-0.008024466991779512,-0.009465322775235974,-0.004739280557327013,-0.006349572614536758,-0.0030202618142157376,-0.007472804304664921,0.00015018084779127165,-0.005480687764751006,0.008146586306346558,0.0033276391874949357,-0.02990710425180143,-0.019230672237294376,-0.03469877818393176,-0.02289565613506559,-0.045945513926103354,-0.03789563076466413,0.01925389619108208,0.020142273232402346,0.017960705859968625,0.019441456210354285,0.014600590629489466,0.016244834145420915,0.012851189548141882,0.017394906816065897,0.009640485112847935,0.015356968289827484,0.0016322303649799526,0.006443034495298688,0.040923109737907554,0.029591857323236968,0.046090164350041575,0.03345371465920997,0.058421849607709714,0.049566082502496354,0.019212492017998486,0.0013192754387461854,-0.010588354063071487,-0.01144996975504765,-0.009331431701872913,-0.010770389104171224,-0.0060505736229022255,-0.007658744060352425,-0.004333819751008451,-0.008780495850895001,-0.0011675542652893963,-0.00679100399871722,0.006818315631254411,0.0020057176547098945,-0.031185237772303174,-0.02052287235461056,-0.035970598495565886,-0.02418302749959712,-0.047202516244521105,-0.039163239103958705,-0.027958389267144706,-0.02880487849991297,-0.02672353333881333,-0.028137228514981683,-0.023500273753417223,-0.025080211273630994,-0.021813659081232818,-0.02618226967550956,-0.01870298031028308,-0.02422770519016902,-0.010857309735030731,-0.015585418109478123,-0.04819367566084786,-0.03771849791516681,-0.052895024957149234,-0.041314395656289235,-0.06392975601691432,-0.056031615811135596,-0.02689486552567237,-0.00964584247998465
Denmark,2012,-0.08164425650940654,-0.06824948428612075,-0.16880006659537547,-0.08164765788674304,,-0.0625,-0.07421815017658802,-0.10173083716001413,-0.01907166582911493,-0.05520987133516136,-0.04036874334398296,-0.040782015563454704,0.0,,0.0,0.0,-0.08164425650940654,-0.08164425650940654,-0.08164425650940654,-0.06824948428612085,-0.06824948428612063,-0.06824948428612074,-0.08164765788674312,-0.08164765788674293,-0.08164765788674302,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.07421815017658802,-0.05520987133516136,-0.05520987133516136,-0.04036874334398296,-0.04036874334398296,-0.10173083716001413,-0.10173083716001413,-0.10173083716001413,-0.10173083716001413,-0.10173083716001413,-0.040782015563454704,-0.040782015563454704,-0.040782015563454704,-0.040782015563454704,-0.040782015563454704,-0.040782015563454704,-0.040782015563454704,-0.01907166582911493,-0.01907166582911493,-0.01907166582911493,-0.01907166582911493,-0.01907166582911493,-0.0625,,0.0,,0.0,0.0,-0.05361841361568376,-0.05406974477167599,-0.0620675289128669,-0.06392181088701186,-0.08139819122900874,-0.04407185050990807,-0.053779971413836426,-0.05411819467981172,-0.04568800252800112,-0.06636605636228884,-0.06045849259532485,-0.07005338994258294,-0.06342350202019788,-0.07824289557210476,-0.07404022606788921,-0.06194141262498541,-0.058710568331485045,-0.06374686511392497,-0.06050720176939068,-0.06708158542244953,-0.06556025155421184,-0.07098582594572525,-0.06430240528232847,-0.07415760699759846,-0.06781715438310917,-0.07975995388729797,-0.07707032753600972,0.07108359418007801,0.06434893202571897,0.07533055036165746,0.06771844281487167,0.08488450503526922,0.07996052112876947,0.06603149681547828,0.06237249283402182,0.06808721139468525,0.06440411452152346,0.0719050930652127,0.0701599559128936,0.07640984166682702,0.0687213536139638,0.0800974415927465,0.07275091437477567,0.08667298736261457,0.08350617586088806,0.027021553583005318,0.0035765744444692217,-0.06969336729035826,-0.06380685706543184,-0.0733675598474487,-0.06676129970625816,-0.0815278794862916,-0.07734018757395096,-0.0652844922229498,-0.06206516210328386,-0.06708351038948981,-0.06385539264837223,-0.07040634632791395,-0.06889043423213802,-0.07429667280891697,-0.06763707070820398,-0.07745715017819887,-0.07113929384720682,-0.08303953126635931,-0.08035949028116876,-0.09093052586821519,-0.08517839365019689,-0.09452084348855161,-0.0880653918972435,-0.10249487830890264,-0.09840278356215282,-0.08662229716369875,-0.08347645832299594,-0.08838024711386384,-0.08522582125665358,-0.09162722892927995,-0.09014592226835362,-0.09542874654072153,-0.08892117068695282,-0.09851707612913937,-0.09234344462903195,-0.10397202190915174,-0.10135316124171506,-0.043478260869565216,-0.05044030697232672
Estonia,2012,0.033020477923164024,-0.03986122694625953,-1.2797459372458075,-0.0702963982646801,-0.6666666666666666,-0.45454545454545453,-0.07326722880245295,-0.4121328242380801,0.013092210605632476,-0.5222902097902098,-0.5141705069124424,0.016168220170517295,0.0,,-0.2,-0.25,0.033020477923164024,0.033020477923164024,0.033020477923164024,-0.03986122694625957,-0.03986122694625948,-0.03986122694625954,-0.07029639826468013,-0.07029639826468004,-0.0702963982646801,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.07326722880245295,-0.5222902097902098,-0.5222902097902098,-0.5141705069124424,-0.5141705069124424,-0.4121328242380801,-0.4121328242380801,-0.4121328242380801,-0.4121328242380801,-0.4121328242380801,0.016168220170517295,0.016168220170517295,0.016168220170517295,0.016168220170517295,0.016168220170517295,0.016168220170517295,0.016168220170517295,0.013092210605632476,0.013092210605632476,0.013092210605632476,0.013092210605632476,0.013092210605632476,-0.45454545454545453,,0.0,-0.6666666666666666,-0.25,-0.2,-0.3914122754459315,-0.3888475985044142,-0.06065352643334677,-0.06563556654591511,-0.3596883827443382,-0.004159292559961701,-0.3667283583885151,-0.3810648428401396,-0.31745141403202287,-0.1736808977187047,-0.2546392143476892,-0.125972793696943,-0.20940641439872723,-0.015121756083235117,-0.0613568850308554,-0.17862977135798774,-0.24894059226539203,-0.1417957652300195,-0.20849321107738655,-0.06780359037826257,-0.09741596977376372,-0.19344663731645523,-0.25818953444911474,-0.16048609022568405,-0.22137409064644492,-0.09487072653270685,-0.1214274202556059,-0.4148277983510484,-0.3512685699941186,-0.4467689737121635,-0.3883849083106546,-0.5090368059877702,-0.4848532305460677,-0.4113020517605374,-0.3561907841551295,-0.43656888563812446,-0.38909056104911444,-0.48129067720531216,-0.46427263041056704,-0.40048731960187767,-0.34816372806570767,-0.4240250665095958,-0.37898423037581264,-0.4657791074481213,-0.4496311636686769,0.07431658601812044,-0.0033414557104823788,-0.17091053198129283,-0.2521402741962625,-0.1230424789804819,-0.20675582411741755,-0.011819795696579804,-0.058209935240890395,-0.17587599750370092,-0.24642254658037224,-0.13891849953309365,-0.20583955913722635,-0.06467825418958596,-0.09438991377969247,-0.19074253935332694,-0.25570249730844824,-0.15767148680516707,-0.21876362389627657,-0.09183613720732456,-0.11848186645437622,-0.23084208785792873,-0.3062000574570493,-0.18643422462406722,-0.26409626744053843,-0.08325138349846452,-0.1262881657183012,-0.23544861977197645,-0.3008956414623017,-0.20116263125858022,-0.2632462355847281,-0.13228891580566718,-0.15985283856446725,-0.24924051887444212,-0.30950478173258583,-0.21856004021503952,-0.2752360714829158,-0.15748366426874977,-0.18220328050527249,-0.375,-0.2973631573069074
Greece,2012,-0.029283757604619175,-0.030316696884445497,0.3898583282904061,-0.07476998061860268,0.5,-0.13513513513513514,-0.1241691740969417,-0.10601047697821891,-0.029437722419928827,0.03263911139592011,-0.027145484666257942,-0.04041590214067278,0.0,0.0,0.0,0.05357142857142857,-0.029283757604619175,-0.029283757604619175,-0.029283757604619175,-0.03031669688444546,-0.030316696884445552,-0.03031669688444555,-0.07476998061860265,-0.07476998061860275,-0.07476998061860274,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,-0.1241691740969417,0.03263911139592011,0.03263911139592011,-0.027145484666257942,-0.027145484666257942,-0.10601047697821891,-0.10601047697821891,-0.10601047697821891,-0.10601047697821891,-0.10601047697821891,-0.04041590214067278,-0.04041590214067278,-0.04041590214067278,-0.04041590214067278,-0.04041590214067278,-0.04041590214067278,-0.04041590214067278,-0.029437722419928827,-0.029437722419928827,-0.029437722419928827,-0.029437722419928827,-0.029437722419928827,-0.13513513513513514,0.0,0.0,0.5,0.05357142857142857,0.0,-0.05494932885952438,-0.05521431224898142,-0.10860718542443357,-0.11113137190562065,-0.11565675776494869,-0.07279135773702074,-0.05580235760413189,-0.055463234446554474,-0.07442961801646755,-0.047712154515447386,-0.05190166235158682,-0.04397130315444364,-0.04957825649194568,-0.03413897542583722,-0.039306741846760425,-0.04733341123814187,-0.051643372624007776,-0.043688260352265515,-0.049264664327389435,-0.03457922899245089,-0.039285249080458266,-0.06513367865532993,-0.059743580103340195,-0.06710118762980564,-0.0613007682546872,-0.07224478155052974,-0.0681474088912898,0.25187862230711466,0.25741049077453515,0.2469801377077286,0.2543366186517694,0.23428605742800035,0.24092553572896344,0.25138092393310363,0.2570680286629814,0.24661106480210143,0.2539228861222565,0.23484891960718976,0.24089777418734848,0.2752077690960975,0.26789753392594434,0.277897216972704,0.27000082212538234,0.2849820430408519,0.2793319538089214,-0.07342350185580317,-0.0033250648722979465,-0.044535171979078705,-0.04873865667452026,-0.04078184054757816,-0.04640749956626679,-0.030916710621995584,-0.03610171752724188,-0.044155165154429396,-0.04847950525164848,-0.04049785346994395,-0.04609286120876049,-0.031358432943985375,-0.03608015305767967,-0.06201481707284292,-0.056606736301453624,-0.06398888996775688,-0.05816911947821876,-0.06914964372952871,-0.06503860158847712,0.027748758350607874,0.02322726676893011,0.031786041152941036,0.025734783271123458,0.04239749929838212,0.03682023025338327,0.02815751389109924,0.023506023814998476,0.03209151274945248,0.0260732250135855,0.04192235928836098,0.0368434261431398,0.00894672292797892,0.014763942081265847,0.006823305187062474,0.01308335968524579,0.0012721241124010983,0.005694179568638711,-0.008928571428571428,-0.07726655501742634
