countries,Year,External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro]
Denmark,2016,7107202877.0,13787795739.0,9359994257.0,16040587119.0,31834270167.0,38514863029.0,9395876250.77,16076469112.77,13174449879.95,19855042741.95,50870220132.96001,57550812994.96001,10187987850.77,16868580712.77,14494635879.95,21175228741.95,57458576932.96001,64139169794.96001
Denmark,2017,6910176307.0,13485675331.0,9063168127.0,15638667151.0,30541824617.0,37117323641.0,9351384543.67,15926883567.67,13131848521.45,19707347545.45,50846477252.16,57421976276.16,10268651943.67,16844150967.67,14660627521.45,21236126545.45,58475812452.16,65051311476.16
Denmark,2018,6936255388.0,13253117983.0,9162636748.0,15479499343.0,31373441268.0,37690303863.0,9419520590.740002,15736383185.740002,13301412085.9,19618274680.9,52027901049.520004,58344763644.520004,10398370490.740002,16715233085.740002,14932828585.9,21249691180.9,60169446249.520004,66486308844.520004
Denmark,2019,6393751209.0,12243221915.0,8423093349.0,14272564055.0,28668197079.0,34517667785.0,8954672698.35,14804143404.35,12691295831.25,18540766537.25,49968559942.8,55818030648.8,9933365098.35,15782835804.35,14322449831.25,20171920537.25,58108795142.8,63958265848.8
Denmark,2020,6125045756.0,11775675513.0,8055137276.0,13705767033.0,27310097916.0,32960727673.0,8177847090.71,13828476847.71,11476472833.85,17127102590.85,44384191557.08,50034821314.08,9072988890.71,14723618647.71,12968375833.85,18619005590.85,51829497957.08,57480127714.08
Denmark,2021,6097064428.0,11575182883.0,8040454408.0,13518572863.0,27428083018.0,32906201473.0,8445696060.97,13923814515.970001,11954840462.949999,17432958917.949997,46962733425.56,52440851880.56,9521584860.970001,14999703315.970001,13747988462.949999,19226106917.949997,55911395825.56,61389514280.56
Estonia,1990,11218392348.0,13940481011.0,12754789728.0,15476878391.0,28082182638.0,30804271301.0,,,,,,,,,,,,
Estonia,1991,10313800883.0,12819004108.0,11734839803.0,14240043028.0,25911394743.0,28416597968.0,,,,,,,,,,,,
Estonia,1992,7203432043.0,9255150267.0,8238839563.0,10290557787.0,18568262203.0,20619980427.0,,,,,,,,,,,,
Estonia,1993,5772928956.0,7554823938.0,6530557296.0,8312452278.0,14088801926.0,15870696908.0,,,,,,,,,,,,
Estonia,1994,6659241005.0,8408980805.0,7461132305.0,9210872105.0,15460952655.0,17210692455.0,,,,,,,,,,,,
Estonia,1995,5021096547.0,6602732174.0,5723282787.0,7304918414.0,12728426467.000002,14310062094.000002,,,,,,,,,,,,
Estonia,1996,4264188054.0,5868078347.0,4990874154.0,6594764447.0,12240433104.0,13844323397.0,,,,,,,,,,,,
Estonia,1997,3516378085.0,5058597916.0,4225761445.0,5767981276.0,11302704965.0,12844924796.0,,,,,,,,,,,,
Estonia,1998,3116191896.0,4549818697.0,3731743896.0,5165370697.0,9872607896.0,11306234697.0,,,,,,,,,,,,
Estonia,1999,2861172848.0,4194285332.0,3446379848.0,4779492332.0,9284516348.0,10617628832.0,,,,,,,,,,,,
Estonia,2000,2667488311.0,3945557193.0,3204029911.0,4482098793.0,8556671111.0,9834739993.0,,,,,,,,,,,,
Estonia,2001,2561376607.0,3824594785.0,3106083847.0,4369302025.0,8540187027.0,9803405205.0,,,,,,,,,,,,
Estonia,2002,2403616125.0,3596885403.0,2937183705.0,4130452983.0,8260155515.0,9453424793.0,,,,,,,,,,,,
Estonia,2003,2325135884.0,3544872421.0,2953872944.0,4173609481.0,9226273614.0,10446010151.0,,,,,,,,,,,,
Estonia,2004,2117896534.0,3246306822.0,2732539234.0,3860949522.0,8864331884.0,9992742172.0,,,,,,,,,,,,
Estonia,2005,2038816813.0,3066872059.0,2727063253.0,3755118499.0,9593140833.0,10621196079.0,,,,,,,,,,,,
Estonia,2006,1600639746.0,2551871711.0,2195229546.0,3146461511.0,8126970646.0,9078202611.0,,,,,,,,,,,,
Estonia,2007,2267697343.0,3486648883.0,3030057403.0,4249008943.0,10635506573.0,11854458113.0,,,,,,,,,,,,
Estonia,2008,1829852958.0,2792387518.0,2450676798.0,3413211358.0,8644133678.0,9606668238.0,2285614748.1899996,3248149308.1899996,3210279781.65,4172814341.65,12434914282.119999,13397448842.119999,2265348278.1899996,3227882838.1899996,3176502331.65,4139036891.65,12266348722.119999,13228883282.119999
Estonia,2009,1543370997.0,2380820821.0,2035098597.0,2872548421.0,6940666797.0,7778116621.0,1957584743.9399998,2795034567.9399996,2725454841.8999996,3562904665.8999996,10385873200.119999,11223323024.119999,1935753983.9399998,2773203807.9399996,2689070241.8999996,3526520065.8999996,10204296720.119999,11041746544.119999
Estonia,2010,2048865264.0,3205662996.0,2705280324.0,3862078056.0,9253801994.0,10410599726.0,2509015927.77,3665813659.77,3472198096.95,4628995828.95,13081086879.96,14237884611.96,2399988127.77,3556785859.77,3290485096.95,4447282828.95,12174252479.96,13331050211.96
Estonia,2011,2222663903.0,3574493655.0,2889604583.0,4241434335.0,9543131843.0,10894961595.0,2668816726.55,4020646478.55,3633192622.25,4985022374.25,13253990248.400002,14605820000.400002,2705218756.55,4057048508.55,3693862672.25,5045692424.25,13556762688.400002,14908592440.400002
Estonia,2012,1836629641.0,2664287399.0,2525593021.0,3353250779.0,9398822931.0,10226480689.0,2192086604.8900003,3019744362.8900003,3118021294.15,3945679052.15,12355322122.720001,13182979880.720001,2181903284.8900003,3009561042.8900003,3101049094.15,3928706852.15,12270622762.720001,13098280520.720001
Estonia,2013,2074894372.0,2978460437.0,2879752972.0,3783319037.0,10909175672.0,11812741737.0,2409859745.4700003,3313425810.4700003,3438028594.4500003,4341594659.450001,13695236873.560001,14598802938.560001,2253449645.4700003,3157015710.4700003,3177345094.4500003,4080911159.4500003,12394302073.560001,13297868138.560001
Estonia,2014,2151722607.0,2994438580.0,3024509067.0,3867225040.0,11731593037.0,12574309010.0,2326473584.52,3169189557.52,3315760696.2,4158476669.2,13185077357.96,14027793330.96,2231337284.52,3074053257.52,3157200196.2,3999916169.2,12393784957.96,13236500930.96
Estonia,2015,1834254942.0,2553330259.0,2556179082.0,3275254399.0,9758231812.0,10477307129.0,2038102232.64,2757177549.6400003,2895924566.4,3614999883.4,11453723562.720001,12172798879.720001,2174635832.6400003,2893711149.6400003,3123480566.4,3842555883.4,12589336362.720001,13308411679.720001
Estonia,2016,1958184314.0,2636721027.0,2775199814.0,3453736527.0,10925902064.0,11604438777.0,2092231248.5600002,2770767961.5600004,2998611371.6,3677148084.6,12040832122.880001,12719368835.880001,2035612518.5600002,2714149231.5600004,2904246821.6,3582783534.6,11569908082.880001,12248444795.880001
