countries,Year,GHG [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t]
Slovakia,2020,29538430.0,93444.1,5457873.0,1.0,6.0,56003.0,13304.0,26774.0,17337.0,24024.0,88370.0,1.0,1.0,3.0,1.0
Belgium,2021,110627360.0,507929.6,11554767.0,1.0,16.0,142104.0,23431.0,67514.0,18163.0,27450.0,121744.0,1.0,1.0,7.0,4.0
Bulgaria,2021,44841250.0,71060.1,6916548.0,3.0,15.0,94278.0,50824.0,43026.0,30572.0,43233.0,87236.0,1.0,1.0,5.0,10.0
Cyprus,2021,8508850.0,24927.6,896007.0,0.0,1.0,12246.0,9911.0,5883.0,991.0,1875.0,7677.0,0.0,0.0,0.0,5.0
Czechia,2021,127393650.0,238249.5,10494836.0,1.0,15.0,159436.0,69093.0,66771.0,24391.0,36756.0,186769.0,1.0,2.0,8.0,4.0
Germany,2021,764356410.0,3617450.0,83155031.0,5.0,154.0,968780.0,254469.0,515770.0,83388.0,183993.0,1044191.0,11.0,7.0,68.0,131.0
Denmark,2021,46271190.0,342961.7,5840045.0,0.0,15.0,89292.0,8583.0,70801.0,11976.0,22363.0,106620.0,1.0,0.0,2.0,3.0
Estonia,2021,15497750.0,31169.0,1330068.0,1.0,5.0,22532.0,11867.0,9708.0,4840.0,12169.0,26507.0,0.0,0.0,2.0,2.0
Greece,2021,72012600.0,181500.4,10678632.0,1.0,11.0,222450.0,46849.0,62838.0,35524.0,57092.0,145809.0,2.0,1.0,6.0,23.0
Spain,2021,244325830.0,1222290.0,47398695.0,3.0,101.0,620453.0,122903.0,478776.0,135005.0,215303.0,549433.0,7.0,3.0,21.0,37.0
European Union - 27 countries (from 2020),2021,3241715650.0,14639398.1,447073916.0,55.0,1065.0,5635784.0,1398606.0,3336480.0,1333150.0,2019721.0,6539976.0,55.0,40.0,313.0,413.0
Finland,2021,48342660.0,250664.0,5533793.0,2.0,13.0,105102.0,23296.0,31042.0,14271.0,27809.0,82697.0,1.0,1.0,14.0,10.0
France,2021,397745300.0,2502118.0,67656682.0,6.0,85.0,755610.0,88837.0,546906.0,189218.0,270346.0,1164118.0,3.0,3.0,30.0,22.0
Croatia,2021,18644050.0,58455.1,4036355.0,0.0,5.0,43664.0,4749.0,31366.0,27030.0,49913.0,69963.0,1.0,0.0,2.0,2.0
Hungary,2021,57020460.0,153963.3,9730772.0,2.0,15.0,109872.0,14008.0,76795.0,37802.0,52813.0,114266.0,1.0,1.0,10.0,2.0
Ireland,2021,69448120.0,434069.7,5006324.0,1.0,8.0,100004.0,11771.0,124669.0,12675.0,30612.0,115047.0,0.0,0.0,3.0,8.0
Iceland,2021,14060420.0,21818.5,368792.0,0.0,0.0,19621.0,60547.0,4368.0,1042.0,2159.0,5786.0,0.0,0.0,0.0,0.0
Italy,2021,390118280.0,1821934.6,59236213.0,6.0,210.0,610693.0,78565.0,351478.0,149106.0,199661.0,867958.0,4.0,6.0,45.0,31.0
Lithuania,2021,14200880.0,56478.1,2795680.0,0.0,4.0,51877.0,11336.0,38094.0,7194.0,24762.0,47728.0,0.0,0.0,2.0,3.0
Latvia,2021,13132570.0,33348.9,1893223.0,0.0,4.0,33769.0,3653.0,15616.0,17760.0,29183.0,36711.0,1.0,0.0,2.0,1.0
Malta,2021,2134260.0,15323.5,516100.0,0.0,0.0,4273.0,267.0,1425.0,380.0,1407.0,3139.0,0.0,0.0,0.0,0.0
Netherlands,2021,171968840.0,870587.0,17475415.0,0.0,5.0,210686.0,20868.0,121934.0,14196.0,26134.0,277208.0,1.0,0.0,4.0,2.0
Norway,2021,33661540.0,425445.6,5391369.0,1.0,5.0,140697.0,14684.0,30778.0,24773.0,34483.0,145263.0,0.0,0.0,3.0,0.0
Poland,2021,379842880.0,576382.6,37840001.0,15.0,280.0,591386.0,392376.0,289203.0,297282.0,387843.0,715354.0,11.0,8.0,48.0,77.0
Portugal,2021,50502780.0,216053.2,10298252.0,1.0,24.0,136724.0,39198.0,61370.0,45490.0,58451.0,152454.0,2.0,1.0,7.0,18.0
Romania,2021,66144729.99999999,241611.3,19201662.0,4.0,46.0,214160.0,66284.0,158596.0,116136.0,157234.0,234216.0,3.0,2.0,15.0,12.0
Sweden,2021,6105870.0,540734.0,10379295.0,1.0,7.0,115157.0,15483.0,50998.0,15907.0,34620.0,138455.0,0.0,0.0,6.0,6.0
Slovenia,2021,13000720.0,52278.8,2108977.0,1.0,6.0,25785.0,4093.0,18469.0,10087.0,14162.0,30135.0,1.0,0.0,2.0,1.0
Slovakia,2021,33612330.0,100255.7,5459781.0,1.0,8.0,58472.0,14232.0,25078.0,18609.0,24772.0,92483.0,1.0,1.0,4.0,1.0
Austria,1990,66839800.0,,7644818.0,0.0,233.0,218946.0,73703.0,69268.0,27260.0,43343.0,334052.0,2.0,3.0,0.0,0.0
Switzerland,1990,53581190.0,209510.1,6673850.0,0.0,381.0,144468.0,36886.0,68685.0,16616.0,25379.0,302193.0,3.0,6.0,0.0,0.0
Luxembourg,1990,12731400.0,,379300.0,0.0,19.0,40940.0,16373.0,6037.0,16085.0,16832.0,28052.0,0.0,0.0,0.0,0.0
Austria,1991,63510440.0,,7710882.0,0.0,196.0,228442.0,70728.0,70111.0,26987.0,43038.0,328544.0,2.0,2.0,0.0,0.0
Switzerland,1991,52324020.0,217548.7,6757188.0,0.0,352.0,141355.0,36569.0,67741.0,16806.0,25353.0,287597.0,3.0,6.0,0.0,0.0
Luxembourg,1991,13294370.0,,384400.0,0.0,18.0,46739.0,16767.0,6124.0,15616.0,16302.0,29348.0,0.0,0.0,0.0,0.0
Austria,1992,66620300.0,,7798899.0,0.0,140.0,216912.0,54199.0,67653.0,26715.0,42732.0,305463.0,1.0,2.0,0.0,0.0
Switzerland,1992,52929850.0,216539.5,6842768.0,0.0,323.0,134648.0,34144.0,67288.0,16173.0,24691.0,265444.0,3.0,6.0,0.0,0.0
Luxembourg,1992,12653770.0,,389600.0,0.0,17.0,46892.0,16169.0,6026.0,14463.0,15457.0,27504.0,0.0,0.0,0.0,0.0
Austria,1993,59455650.0,,7882519.0,0.0,99.0,208308.0,52820.0,67877.0,26442.0,42426.0,286449.0,1.0,2.0,0.0,0.0
Switzerland,1993,50052030.0,232492.3,6907959.0,0.0,266.0,122640.0,29219.0,66328.0,15394.0,23678.0,239508.0,3.0,5.0,0.0,0.0
Luxembourg,1993,12690130.0,,394750.0,0.0,18.0,44638.0,17072.0,6153.0,15518.0,16282.0,25067.0,0.0,0.0,0.0,0.0
Austria,1994,67054990.0,,7928746.0,0.0,68.0,200140.0,47331.0,67663.0,26169.0,42121.0,264199.0,1.0,2.0,0.0,0.0
Switzerland,1994,50277130.0,254234.7,6968570.0,0.0,234.0,119986.0,26462.0,65980.0,14617.0,22837.0,225738.0,3.0,5.0,0.0,0.0
Luxembourg,1994,12004200.0,,400200.0,0.0,15.0,41127.0,15536.0,6189.0,13315.0,14414.0,22803.0,0.0,0.0,0.0,0.0
Austria,1995,60182370.0,184351.3,7943489.0,0.0,26.0,199374.0,47306.0,67878.0,25896.0,41815.0,248605.0,1.0,2.0,0.0,0.0
Switzerland,1995,50336000.0,269928.4,7019019.0,0.0,171.0,115818.0,26203.0,65713.0,14220.0,22112.0,209725.0,2.0,4.0,0.0,0.0
Luxembourg,1995,9555880.0,15946.2,405650.0,0.0,9.0,35130.0,9254.0,6392.0,8014.0,8695.0,21105.0,0.0,0.0,0.0,0.0
Austria,1996,64257040.0,186968.1,7953067.0,0.0,25.0,217161.0,43938.0,66945.0,25584.0,41504.0,239319.0,1.0,2.0,0.0,0.0
Switzerland,1996,49307870.0,268109.3,7062354.0,0.0,149.0,110460.0,24731.0,64500.0,14062.0,21862.0,198584.0,2.0,4.0,0.0,0.0
Luxembourg,1996,9583100.0,16462.1,411600.0,0.0,9.0,35257.0,8731.0,6528.0,7617.0,8847.0,20203.0,0.0,0.0,0.0,0.0
Austria,1997,60040830.0,187853.7,7964966.0,0.0,24.0,203370.0,40379.0,66778.0,25271.0,41192.0,225024.0,1.0,2.0,0.0,0.0
Switzerland,1997,49768520.0,260234.9,7081346.0,0.0,134.0,106183.0,21333.0,62338.0,13101.0,20832.0,185911.0,2.0,3.0,0.0,0.0
Luxembourg,1997,8850400.0,17266.5,416850.0,0.0,6.0,35429.0,5921.0,6525.0,5231.0,5934.0,19005.0,0.0,0.0,0.0,0.0
Austria,1998,62758760.0,195011.9,7971116.0,0.0,23.0,215151.0,35586.0,67256.0,24958.0,40881.0,216822.0,1.0,1.0,0.0,0.0
Switzerland,1998,52228100.0,271242.2,7096465.0,0.0,92.0,105759.0,22180.0,62062.0,12646.0,20310.0,174604.0,2.0,3.0,0.0,0.0
Luxembourg,1998,8052450.0,18005.7,422050.0,0.0,2.0,34750.0,3266.0,6558.0,2385.0,3066.0,17747.0,0.0,0.0,0.0,0.0
Austria,1999,59978970.0,203850.6,7982461.0,0.0,23.0,206889.0,33713.0,65676.0,24645.0,40570.0,205642.0,1.0,1.0,0.0,0.0
Switzerland,1999,52420540.0,279613.7,7123537.0,0.0,55.0,105364.0,19206.0,61708.0,12298.0,19712.0,167499.0,1.0,2.0,0.0,0.0
Luxembourg,1999,8446530.0,20547.8,427350.0,0.0,2.0,37828.0,3264.0,6664.0,2458.0,3090.0,17189.0,0.0,0.0,0.0,0.0
Austria,2000,66335330.0,213606.5,8002186.0,0.0,23.0,212635.0,31520.0,64146.0,24333.0,40259.0,181412.0,1.0,1.0,0.0,0.0
Switzerland,2000,59333550.0,302676.7,7164444.0,0.0,33.0,103258.0,16459.0,62214.0,11774.0,19208.0,157634.0,1.0,2.0,0.0,0.0
Luxembourg,2000,9020250.0,22986.0,433600.0,0.0,1.0,41487.0,3592.0,6627.0,2455.0,3043.0,16266.0,0.0,0.0,0.0,0.0
Austria,2001,55087410.0,220525.1,8020946.0,0.0,22.0,223291.0,32383.0,63921.0,24590.0,40440.0,175802.0,1.0,1.0,0.0,0.0
Switzerland,2001,54745680.0,320183.3,7204055.0,0.0,27.0,100152.0,17212.0,62283.0,11532.0,18836.0,148428.0,1.0,2.0,0.0,0.0
Luxembourg,2001,9543890.0,23879.9,439000.0,0.0,1.0,43505.0,4252.0,6530.0,2615.0,3240.0,16016.0,0.0,0.0,0.0,0.0
Austria,2002,73083180.0,226735.2,8063640.0,0.0,24.0,231109.0,31283.0,62925.0,23692.0,39256.0,170875.0,1.0,1.0,0.0,0.0
Switzerland,2002,51421160.0,328614.3,7255653.0,0.0,24.0,95392.0,15060.0,61274.0,10958.0,18224.0,136908.0,1.0,1.0,0.0,0.0
Luxembourg,2002,10332280.0,25011.1,444050.0,0.0,1.0,43871.0,3227.0,6307.0,2429.0,3226.0,15992.0,0.0,0.0,0.0,0.0
Austria,2003,76334790.0,231862.5,8100273.0,0.0,24.0,242166.0,31048.0,63019.0,23527.0,38959.0,166728.0,1.0,2.0,0.0,0.0
Switzerland,2003,52505330.0,320540.7,7313853.0,0.0,22.0,94071.0,15294.0,60025.0,10909.0,18201.0,128556.0,1.0,1.0,0.0,0.0
Luxembourg,2003,10803450.0,26227.3,448300.0,0.0,2.0,46339.0,2930.0,6140.0,2622.0,3665.0,14677.0,0.0,0.0,0.0,0.0
Austria,2004,69002700.0,242348.3,8142573.0,0.0,24.0,242210.0,26568.0,62662.0,22935.0,38595.0,153434.0,1.0,1.0,0.0,0.0
Switzerland,2004,53004440.0,325343.7,7364148.0,0.0,21.0,93414.0,14929.0,59494.0,10725.0,18094.0,119346.0,1.0,1.0,0.0,0.0
Luxembourg,2004,12131470.0,28189.4,454960.0,0.0,2.0,55036.0,2642.0,6194.0,2615.0,3280.0,16110.0,0.0,0.0,0.0,0.0
Austria,2005,74170220.0,254075.0,8201359.0,0.0,26.0,247847.0,25894.0,62696.0,22745.0,37854.0,157175.0,1.0,2.0,0.0,0.0
Switzerland,2005,53363350.0,336400.1,7415102.0,0.0,19.0,94219.0,13983.0,60094.0,10680.0,18234.0,115908.0,1.0,1.0,0.0,0.0
Luxembourg,2005,12427870.0,30281.0,461230.0,0.0,2.0,56909.0,2595.0,6155.0,2544.0,3217.0,15335.0,0.0,0.0,0.0,0.0
Austria,2006,81085780.0,267824.5,8254298.0,0.0,26.0,238311.0,26657.0,63013.0,22202.0,36827.0,159207.0,1.0,1.0,0.0,0.0
Switzerland,2006,53998370.0,352038.6,7459128.0,0.0,18.0,92730.0,13329.0,60201.0,10497.0,18138.0,112506.0,1.0,1.0,0.0,0.0
Luxembourg,2006,12339500.0,34175.0,469086.0,0.0,2.0,51448.0,2990.0,6026.0,2423.0,3080.0,13598.0,0.0,0.0,0.0,0.0
Austria,2007,81695740.0,283978.0,8282984.0,0.0,14.0,231622.0,23337.0,64367.0,21394.0,36171.0,155246.0,1.0,1.0,0.0,0.0
Switzerland,2007,53139500.0,358607.9,7508739.0,0.0,18.0,91428.0,11646.0,60798.0,10108.0,17870.0,109454.0,1.0,1.0,0.0,0.0
Luxembourg,2007,11843550.0,37641.9,476187.0,0.0,2.0,46463.0,2419.0,6106.0,2113.0,2765.0,12380.0,0.0,0.0,0.0,0.0
Austria,2008,74397520.0,293761.9,8307989.0,0.0,14.0,218677.0,20270.0,63732.0,20533.0,35280.0,150091.0,1.0,1.0,0.0,0.0
Switzerland,2008,53305860.0,387052.9,7593494.0,0.0,17.0,91437.0,11716.0,60258.0,10163.0,18030.0,107048.0,1.0,1.0,0.0,0.0
Luxembourg,2008,11715520.0,40009.6,483799.0,0.0,2.0,43092.0,1791.0,6242.0,2027.0,2685.0,13604.0,0.0,0.0,0.0,0.0
Austria,2009,72088140.0,288044.0,8335003.0,0.0,13.0,205185.0,14750.0,65147.0,19381.0,33342.0,137384.0,1.0,1.0,0.0,0.0
Switzerland,2009,50715790.0,399363.6,7701856.0,0.0,16.0,86548.0,10359.0,58476.0,9552.0,17366.0,103727.0,1.0,1.0,0.0,0.0
Luxembourg,2009,11161110.0,39050.7,493500.0,0.0,1.0,38448.0,1766.0,6157.0,1908.0,2624.0,12444.0,0.0,0.0,0.0,0.0
Austria,2010,64934190.0,295896.6,8351643.0,0.0,14.0,206022.0,15991.0,65148.0,19887.0,33511.0,137898.0,1.0,1.0,0.0,0.0
Switzerland,2010,52649630.0,452470.6,7785806.0,0.0,16.0,84229.0,10481.0,58036.0,9320.0,17215.0,100126.0,1.0,1.0,0.0,0.0
Luxembourg,2010,11953650.0,42402.7,502066.0,0.0,1.0,39382.0,1710.0,6244.0,1857.0,2502.0,11756.0,0.0,0.0,0.0,0.0
Austria,2011,67145810.0,310128.7,8375164.0,0.0,14.0,198100.0,15168.0,64570.0,18736.0,32281.0,133064.0,1.0,1.0,0.0,0.0
Switzerland,2011,50348690.0,515770.5,7870134.0,0.0,15.0,80043.0,8432.0,56976.0,8330.0,16223.0,95591.0,1.0,1.0,0.0,0.0
Luxembourg,2011,11742310.0,44323.5,511840.0,0.0,2.0,40306.0,1336.0,6132.0,1661.0,2314.0,11683.0,0.0,0.0,0.0,0.0
Austria,2012,74020840.0,318653.0,8408121.0,0.0,14.0,193334.0,14790.0,64819.0,18285.0,31672.0,130793.0,1.0,1.0,0.0,0.0
Switzerland,2012,50139350.0,534012.8,7954662.0,0.0,15.0,80497.0,8630.0,56365.0,8150.0,16027.0,92678.0,1.0,1.0,0.0,0.0
Luxembourg,2012,11435980.0,46526.2,524853.0,0.0,2.0,37829.0,1532.0,5932.0,1639.0,2284.0,12029.0,0.0,0.0,0.0,0.0
Austria,2013,73986210.0,323910.2,8451860.0,0.0,15.0,193763.0,14350.0,64771.0,17681.0,31032.0,125000.0,1.0,1.0,0.0,0.0
Switzerland,2013,51751310.0,531729.1,8039060.0,0.0,16.0,80617.0,7989.0,55620.0,7905.0,15871.0,89874.0,1.0,1.0,0.0,0.0
Luxembourg,2013,10767470.0,49094.5,537039.0,0.0,1.0,34639.0,1581.0,5947.0,1583.0,2225.0,11581.0,0.0,0.0,0.0,0.0
Austria,2014,69050390.0,333146.1,8507786.0,0.0,14.0,186712.0,14520.0,65474.0,16167.0,29776.0,118348.0,1.0,1.0,0.0,0.0
Switzerland,2014,49392700.0,548014.5,8139631.0,0.0,14.0,76825.0,7236.0,56002.0,7055.0,14991.0,85920.0,1.0,1.0,0.0,0.0
Luxembourg,2014,10362840.0,51791.3,549680.0,0.0,2.0,32720.0,1476.0,6111.0,1557.0,2205.0,10885.0,0.0,0.0,0.0,0.0
Austria,2015,72321370.0,344269.2,8584926.0,0.0,14.0,184032.0,14102.0,66256.0,15934.0,29487.0,113403.0,1.0,1.0,0.0,0.0
Switzerland,2015,47072430.0,625532.7,8237666.0,0.0,14.0,72841.0,5619.0,55198.0,6827.0,14703.0,82307.0,1.0,1.0,0.0,0.0
Luxembourg,2015,9944670.0,54142.3,562958.0,0.0,2.0,29274.0,1341.0,6114.0,1360.0,2115.0,10559.0,0.0,0.0,0.0,0.0
Austria,2016,72828520.0,357608.0,8700471.0,0.0,14.0,176514.0,13268.0,67167.0,15545.0,29061.0,112195.0,1.0,1.0,0.0,0.0
Switzerland,2016,47356120.0,621765.1,8327126.0,0.0,14.0,70959.0,5177.0,55060.0,6742.0,14645.0,79597.0,1.0,1.0,0.0,0.0
Luxembourg,2016,9609500.0,56208.1,576249.0,0.0,1.0,26480.0,939.0,6251.0,1478.0,2076.0,10711.0,0.0,0.0,0.0,0.0
Austria,2017,78883080.0,369361.9,8772865.0,0.0,14.0,167243.0,12792.0,67885.0,15328.0,29167.0,112722.0,1.0,1.0,0.0,0.0
Switzerland,2017,46682720.0,615776.3,8419550.0,0.0,14.0,67495.0,4972.0,54971.0,6634.0,14587.0,78500.0,1.0,1.0,0.0,0.0
Luxembourg,2017,9880300.0,58168.8,590667.0,0.0,2.0,23366.0,1015.0,6410.0,1302.0,1982.0,10718.0,0.0,0.0,0.0,0.0
Austria,2018,83775260.0,385274.1,8822267.0,0.0,14.0,154973.0,11585.0,66836.0,14209.0,27787.0,108728.0,1.0,1.0,0.0,0.0
Switzerland,2018,45770830.0,614304.4,8484130.0,0.0,14.0,64382.0,4763.0,54385.0,6381.0,14400.0,77406.0,1.0,1.0,0.0,0.0
Luxembourg,2018,10322120.0,60121.2,602005.0,0.0,1.0,21329.0,964.0,6492.0,1365.0,1997.0,10653.0,0.0,0.0,0.0,0.0
Austria,2019,82126610.0,397147.2,8858775.0,0.0,13.0,145775.0,11171.0,65897.0,14010.0,27788.0,108341.0,1.0,1.0,0.0,0.0
Switzerland,2019,44824340.0,644443.2,8544527.0,0.0,13.0,60830.0,4403.0,53602.0,6202.0,14197.0,76493.0,1.0,1.0,0.0,0.0
Luxembourg,2019,10376400.0,62431.5,613894.0,0.0,1.0,19269.0,967.0,6458.0,1216.0,1845.0,11438.0,0.0,0.0,0.0,0.0
Austria,2020,68688650.0,380888.5,8901064.0,0.0,12.0,124467.0,10413.0,65531.0,13347.0,26788.0,110534.0,1.0,1.0,0.0,0.0
Switzerland,2020,42479880.0,650742.6,8606033.0,0.0,13.0,52633.0,3769.0,53325.0,5907.0,13592.0,74302.0,1.0,1.0,0.0,0.0
Luxembourg,2020,8582250.0,64524.3,626108.0,0.0,1.0,15199.0,796.0,6518.0,1129.0,1672.0,10620.0,0.0,0.0,0.0,0.0
Austria,2021,67130650.0,405241.4,8932664.0,0.0,13.0,122637.0,10873.0,65847.0,13943.0,27984.0,110827.0,1.0,1.0,0.0,0.0
Switzerland,2021,43373500.0,687568.4,8670300.0,0.0,14.0,51298.0,3775.0,53795.0,5755.0,13566.0,74555.0,1.0,1.0,0.0,0.0
Luxembourg,2021,8785380.0,72360.9,634730.0,0.0,1.0,14341.0,785.0,6508.0,1214.0,1781.0,11232.0,0.0,0.0,0.0,0.0
