countries,Year,GHG: Territorial & Low scenario [Euro],GHG: Territorial & Central scenario [Euro],GHG: Territorial & High scenario [Euro],GHG: Residential & Low scenario [Euro],GHG: Residential & Central scenario [Euro],GHG: Residential & High scenario [Euro],GHG: Footprint & Low scenario [Euro],GHG: Footprint & Central scenario [Euro],GHG: Footprint & High scenario [Euro],Nox (Health - VOLY) [Euro],Nox (Health - VSL) [Euro],"Nox (Crops, Forests, Buildings & Ecosystems) [Euro]",Nox (Crops) [Euro],Nox (Forests) [Euro],Nox (Buildings) [Euro],Nox (Ecosystems) [Euro],Nox (Total - VOLY) [Euro],Nox (Total - VSL) [Euro],PM2.5 (Health - VOLY) [Euro],PM2.5 (Health - VSL) [Euro],PM10 (Health - VOLY) [Euro],PM10 (Health - VSL) [Euro],SOx (Health - VOLY) [Euro],SOx (Health - VSL) [Euro],SOx (Buildings) [Euro],SOx (Total - VOLY) [Euro],SOx (Total - VSL) [Euro],NMVOC (Health - VOLY) [Euro],NMVOC (Health - VSL) [Euro],NMVOC (Forests & Crops) [Euro],NMVOC (Forests) [Euro],NMVOC (Crops) [Euro],NMVOC (Total - VOLY) [Euro],NMVOC (Total - VSL) [Euro],NH3 (Health - VOLY) [Euro],NH3 (Health - VSL) [Euro],NH3 (Ecosystems) [Euro],NH3 (Total - VOLY) [Euro],NH3 (Total - VSL) [Euro],Pb (Total) [Euro],Hg (Total) [Euro],Cd (Total) [Euro],As (Total) [Euro],Ni (Total) [Euro],Cr (Total) [Euro],Health - VOLY (Total) [Euro],Health - VSL (Total) [Euro],Crops (Total) [Euro],Forests (Total) [Euro],Buildings (Total) [Euro],Ecosystems (Total) [Euro],Air Pollutants - VOLY [Euro],Air Pollutants - VSL [Euro],Heavy Metals (Total) [Euro]
Belgium,1990,9003231720.0,15005386200.0,74884022560.0,,,,,,,8168722280.0,28415004160.0,68857720.0,5069280.0,-2112200.0,50270360.0,15630280.0,8237580000.0,28483861880.0,7736118232.0,24893190792.0,6921803052.0,22272907108.0,17732441100.0,57816171800.0,247529450.0,17979970550.0,58063701250.0,895720854.0,2751496104.0,59738289.0,16967088.0,42771201.0,955459143.0,2811234393.0,6565338486.0,21412636434.0,5788728.0,6571127214.0,21418425162.0,8392998000.0,101418000.0,1111050000.0,77308000.0,1848000.0,118902000.0,48020144004.0,157561406398.0,47840481.0,14854888.0,297799810.0,21419008.0,48402058191.0,157943320585.0,9803524000.0
Belgium,1991,9204866370.0,15341443950.0,76561110760.0,,,,,,,8146446056.0,28337516032.0,68669944.0,5055456.0,-2106440.0,50133272.0,15587656.0,8215116000.0,28406185976.0,7589244011.0,24420580641.0,6789955248.0,21848648592.0,17787747054.0,57996495452.0,248301473.0,18036048527.0,58244796925.0,878925502.0,2699903752.0,58618157.0,16648944.0,41969213.0,937543659.0,2758521909.0,6461640052.0,21074427388.0,5697296.0,6467337348.0,21080124684.0,7905033000.0,101418000.0,1111050000.0,77308000.0,1992000.0,175224000.0,47653957923.0,156377571857.0,47024669.0,14542504.0,298434745.0,21284952.0,48035244793.0,156758858727.0,9372025000.0
Belgium,1992,9184602420.0,15307670700.0,76392566160.0,,,,,,,8169321727.0,28417089344.0,68862773.0,5069652.0,-2112355.0,50274049.0,15631427.0,8238184500.0,28485952117.0,7437436853.0,23932097343.0,6653044323.0,21408098017.0,17359746096.0,56601009248.0,242326952.0,17602073048.0,56843336200.0,878390828.0,2698261328.0,58582498.0,16638816.0,41943682.0,936973326.0,2756843826.0,6503408863.0,21210654997.0,5734124.0,6509142987.0,21216389121.0,8295405000.0,101418000.0,1296225000.0,99396000.0,1872000.0,150192000.0,47001348690.0,154267210277.0,47013334.0,14526461.0,292601001.0,21365551.0,47376855037.0,154642716624.0,9944508000.0
Belgium,1993,9109158030.0,15181930050.0,75765060440.0,,,,,,,8070741701.0,28074177472.0,68031799.0,5008476.0,-2086865.0,49667387.0,15442801.0,8138773500.0,28142209271.0,7295177315.0,23474336265.0,6525742995.0,20998469105.0,16142723256.0,52632937328.0,225338372.0,16368061628.0,52858275700.0,855904112.0,2629186112.0,57082792.0,16212864.0,40869928.0,912986904.0,2686268904.0,6649574750.0,21687370250.0,5863000.0,6655437750.0,21693233250.0,7091758000.0,67612000.0,925875000.0,99396000.0,1560000.0,122031000.0,45539864129.0,149496476532.0,45878404.0,14125999.0,275005759.0,21305801.0,45896180092.0,149852792495.0,8308232000.0
Belgium,1994,9411587010.0,15685978350.0,78280501480.0,,,,,,,8037385376.0,27958147072.0,67750624.0,4987776.0,-2078240.0,49462112.0,15378976.0,8105136000.0,28025897696.0,7159441984.0,23037568704.0,6403608117.0,20605464743.0,14117221734.0,46028841292.0,197064133.0,14314285867.0,46225905425.0,811726356.0,2493479856.0,54136446.0,15376032.0,38760414.0,865862802.0,2547616302.0,6650023877.0,21688835063.0,5863396.0,6655887273.0,21694698459.0,5497739000.0,67612000.0,740700000.0,77308000.0,1848000.0,87612000.0,43179407444.0,141812336730.0,43748190.0,13297792.0,246526245.0,21242372.0,43504222043.0,142137151329.0,6472819000.0
Belgium,1995,9531644850.0,15886074750.0,79279077800.0,,,,,,,7923277739.0,27561222208.0,66788761.0,4916964.0,-2048735.0,48759893.0,15160639.0,7990066500.0,27628010969.0,6992676888.0,22500953928.0,6253574409.0,20122687811.0,12536697228.0,40875581464.0,175001386.0,12711698614.0,41050582850.0,789518380.0,2425260880.0,52655330.0,14955360.0,37699970.0,842173710.0,2477916210.0,6806070558.0,22197776202.0,6000984.0,6812071542.0,22203777186.0,6571262000.0,50709000.0,925875000.0,66264000.0,1728000.0,106386000.0,41301815202.0,135683482493.0,42616934.0,12906625.0,223761279.0,21161623.0,41602261663.0,135983928954.0,7722224000.0
Belgium,1996,9749112660.0,16248521100.0,81087857680.0,,,,,,,7643742067.0,26588853824.0,64432433.0,4743492.0,-1976455.0,47039629.0,14625767.0,7708174500.0,26653286257.0,6852167747.0,22048825257.0,6126789726.0,19714721354.0,12045072534.0,39272651692.0,168138733.0,12213211267.0,39440790425.0,767748786.0,2358388536.0,51203451.0,14542992.0,36660459.0,818952237.0,2409591987.0,6841801106.0,22314310214.0,6032488.0,6847833594.0,22320342702.0,7026696000.0,50709000.0,740700000.0,66264000.0,2016000.0,109515000.0,40277321966.0,132297750877.0,41403951.0,12566537.0,215178362.0,20658255.0,40567129071.0,132587557982.0,7995900000.0
Belgium,1997,9247880250.0,15413133750.0,76918877000.0,,,,,,,7368963297.0,25633032384.0,62116203.0,4572972.0,-1905405.0,45348639.0,14099997.0,7431079500.0,25695148587.0,6729480830.0,21654044730.0,6018294276.0,19365605804.0,10972078656.0,35774182528.0,153160672.0,11125239328.0,35927343200.0,725719862.0,2229283112.0,48400417.0,13746864.0,34653553.0,774120279.0,2277683529.0,6842000718.0,22314961242.0,6032664.0,6848033382.0,22320993906.0,7644785000.0,67612000.0,740700000.0,55220000.0,1536000.0,106386000.0,38656537639.0,126971109800.0,39226525.0,11841459.0,198509311.0,20132661.0,38926247595.0,127240819756.0,8616239000.0
Belgium,1998,9539950140.0,15899916900.0,79348156720.0,,,,,,,7405645586.0,25760632192.0,62425414.0,4595736.0,-1914890.0,45574382.0,14170186.0,7468071000.0,25823057606.0,6565420893.0,21126134583.0,5868673884.0,18884158836.0,10306169676.0,33603003288.0,143865162.0,10450034838.0,33746868450.0,703694334.0,2161624584.0,46931469.0,13329648.0,33601821.0,750625803.0,2208556053.0,6916006867.0,22556329873.0,6097916.0,6922104783.0,22562427789.0,5204960000.0,50709000.0,370350000.0,66264000.0,1680000.0,93870000.0,37765611240.0,124091883356.0,38197557.0,11414758.0,189439544.0,20268102.0,38024931201.0,124351203317.0,5787833000.0
Belgium,1999,9174381300.0,15290635500.0,76307552400.0,,,,,,,6897295193.0,23992328896.0,58140307.0,4280268.0,-1783445.0,42445991.0,13197493.0,6955435500.0,24050469203.0,6382106589.0,20536267959.0,5704070787.0,18354500673.0,8432236626.0,27493092388.0,117706687.0,8549943313.0,27610799075.0,659833328.0,2026891328.0,44006248.0,12498816.0,31507432.0,703839576.0,2070897576.0,6706813491.0,21874052529.0,5913468.0,6712726959.0,21879965997.0,5660394000.0,50709000.0,370350000.0,55220000.0,1272000.0,87612000.0,34782356014.0,114277133773.0,35787700.0,10715371.0,160152678.0,19110961.0,35008122724.0,114502900483.0,6225557000.0
Belgium,2000,9273042450.0,15455070750.0,77128162600.0,,,,,,,6934983006.0,24123426432.0,58457994.0,4303656.0,-1793190.0,42677922.0,13269606.0,6993441000.0,24181884426.0,6328799044.0,20364735564.0,5653129590.0,18190582610.0,8297060508.0,27052354104.0,115819746.0,8412880254.0,27168173850.0,596333822.0,1831832072.0,39771277.0,11295984.0,28475293.0,636105099.0,1871603349.0,4754358616.0,15506184904.0,4191968.0,4758550584.0,15510376872.0,3415755000.0,50709000.0,555525000.0,44176000.0,864000.0,71967000.0,32564664586.0,107069115686.0,32778949.0,9502794.0,158497668.0,17461574.0,32782905571.0,107287356671.0,4138996000.0
Belgium,2001,9185683500.0,15309472500.0,76401558000.0,,,,,,,6720071588.0,23375854336.0,56646412.0,4170288.0,-1737620.0,41355356.0,12858388.0,6776718000.0,23432500748.0,6189244665.0,19915679115.0,5472820485.0,17610385815.0,8020628022.0,26151053036.0,111960989.0,8132589011.0,26263014025.0,580863752.0,1784310752.0,38739532.0,11002944.0,27736588.0,619603284.0,1823050284.0,4639531813.0,15131681047.0,4090724.0,4643622537.0,15135771771.0,2635011000.0,50709000.0,370350000.0,44176000.0,936000.0,68838000.0,31623160325.0,103968964101.0,31906876.0,9265324.0,153316345.0,16949112.0,31834597982.0,104180401758.0,3170020000.0
Belgium,2002,9154394550.0,15257324250.0,76141313400.0,,,,,,,6528248548.0,22708595456.0,55029452.0,4051248.0,-1688020.0,40174876.0,12491348.0,6583278000.0,22763624908.0,5790154149.0,18631490319.0,5139997776.0,16539432304.0,7637572272.0,24902109536.0,106613864.0,7744186136.0,25008723400.0,540547812.0,1660467312.0,36050742.0,10239264.0,25811478.0,576598554.0,1696518054.0,4506240900.0,14696957100.0,3973200.0,4510214100.0,14700930300.0,2927790000.0,67612000.0,370350000.0,44176000.0,840000.0,62580000.0,30142761457.0,99139052027.0,29862726.0,8551244.0,146788740.0,16464548.0,30344428715.0,99340719285.0,3473348000.0
Belgium,2003,9181010160.0,15301683600.0,76362687680.0,,,,,,,6463837001.0,22484539072.0,54486499.0,4011276.0,-1671365.0,39778487.0,12368101.0,6518323500.0,22539025571.0,5851258917.0,18828112527.0,5211914760.0,16770846040.0,7393389432.0,24105957616.0,103205284.0,7496594716.0,24209162900.0,514541370.0,1580580120.0,34316295.0,9746640.0,24569655.0,548857665.0,1614896415.0,4306529094.0,14045603586.0,3797112.0,4310326206.0,14049400698.0,2830197000.0,67612000.0,370350000.0,33132000.0,864000.0,65709000.0,29741470574.0,97815638961.0,28580931.0,8075275.0,142983771.0,16165213.0,29937275764.0,98011444151.0,3367864000.0
Belgium,2004,9249552900.0,15415921500.0,76932789200.0,,,,,,,6676157261.0,23223097792.0,56276239.0,4143036.0,-1726265.0,41085107.0,12774361.0,6732433500.0,23279374031.0,5822616057.0,18735945867.0,5154670494.0,16586646026.0,7524674190.0,24534008220.0,105037905.0,7629712095.0,24639046125.0,483527744.0,1485311744.0,32247904.0,9159168.0,23088736.0,515775648.0,1517559648.0,4058561087.0,13236864053.0,3578476.0,4062139563.0,13240442529.0,3122976000.0,67612000.0,555525000.0,33132000.0,912000.0,68838000.0,29720206833.0,97801873702.0,27231772.0,7432903.0,146123012.0,16352837.0,29917347357.0,97999014226.0,3848995000.0
Belgium,2005,9050145930.0,15083576550.0,75274229640.0,,,,,,,6357696208.0,22115326976.0,53591792.0,3945408.0,-1643920.0,39125296.0,12165008.0,6411288000.0,22168918768.0,5430049748.0,17472750588.0,4729058343.0,15217115597.0,6822137784.0,22243406192.0,95231108.0,6917368892.0,22338637300.0,467127696.0,1434933696.0,31154136.0,8848512.0,22305624.0,498281832.0,1466087832.0,3982259400.0,12988008600.0,3511200.0,3985770600.0,12991519800.0,2635011000.0,33806000.0,370350000.0,33132000.0,696000.0,62580000.0,27788329179.0,91471541649.0,26251032.0,7204592.0,134356404.0,15676208.0,27971817415.0,91655029885.0,3135575000.0
Belgium,2006,8881356330.0,14802260550.0,73870328840.0,,,,,,,6099585932.0,21217487104.0,51416068.0,3785232.0,-1577180.0,37536884.0,11671132.0,6151002000.0,21268903172.0,5504202930.0,17711359830.0,4754580606.0,15299240874.0,6524400102.0,21272640076.0,91074949.0,6615475051.0,21363715025.0,450464112.0,1383746112.0,30042792.0,8532864.0,21509928.0,480506904.0,1413788904.0,3955411586.0,12900445334.0,3487528.0,3958899114.0,12903932862.0,2569949000.0,33806000.0,555525000.0,33132000.0,696000.0,68838000.0,27288645268.0,89784919330.0,25295160.0,6955684.0,128611833.0,15158660.0,27464666605.0,89960940667.0,3261946000.0
Belgium,2007,8672042610.0,14453404350.0,72129370280.0,,,,,,,5914956256.0,20575250432.0,49859744.0,3670656.0,-1529440.0,36400672.0,11317856.0,5964816000.0,20625110176.0,5175446548.0,16653491388.0,4447176831.0,14310080149.0,6006168234.0,19582958292.0,83840883.0,6090009117.0,19666799175.0,424561564.0,1304178064.0,28315274.0,8042208.0,20273066.0,452876838.0,1332493338.0,3816531537.0,12447492603.0,3365076.0,3819896613.0,12450857679.0,2244639000.0,50709000.0,370350000.0,44176000.0,624000.0,71967000.0,25784840970.0,84873450928.0,23943722.0,6512768.0,120241555.0,14682932.0,25950221947.0,85038831905.0,2782465000.0
Belgium,2008,8672924610.0,14454874350.0,72136706280.0,8781767069.67,14636278449.45,73041999119.16,15970671869.67,26617786449.45,132835429519.16,5404691500.0,18800288000.0,45558500.0,3354000.0,-1397500.0,33260500.0,10341500.0,5450250000.0,18845846500.0,5138529084.0,16534698804.0,4395305673.0,14143169667.0,4645213716.0,15145600808.0,64843142.0,4710056858.0,15210443950.0,403894260.0,1240691760.0,26936910.0,7650720.0,19286190.0,430831170.0,1267628670.0,3703301630.0,12078196970.0,3265240.0,3706566870.0,12081462210.0,2602480000.0,67612000.0,555525000.0,33132000.0,504000.0,68838000.0,23690935863.0,77942646009.0,22640190.0,6253220.0,98103642.0,13606740.0,23831539655.0,78083249801.0,3328091000.0
Belgium,2009,7890526980.0,13150878300.0,65629145040.0,8043857266.41,13406428777.349998,66904463612.67999,13888575166.41,23147625277.35,115517672812.68,4814371564.0,16746852608.0,40582436.0,2987664.0,-1244860.0,29627668.0,9211964.0,4854954000.0,16787435044.0,4598929427.0,14798381337.0,3903769620.0,12561509980.0,3620521344.0,11804617472.0,50539328.0,3671060672.0,11855156800.0,372624700.0,1144637200.0,24851450.0,7058400.0,17793050.0,397476150.0,1169488650.0,3704599108.0,12082428652.0,3266384.0,3707865492.0,12085695036.0,1236178000.0,33806000.0,370350000.0,22088000.0,264000.0,40677000.0,21014815763.0,69138427249.0,20780714.0,5813540.0,80166996.0,12478348.0,21134055361.0,69257666847.0,1703363000.0
Belgium,2010,8396769780.0,13994616300.0,69839799440.0,8575790065.290001,14292983442.150002,71328793558.92001,14970119965.29,24950199942.15,124513378758.92001,4830479285.0,16802883520.0,40718215.0,2997660.0,-1249025.0,29726795.0,9242785.0,4871197500.0,16843601735.0,4837938181.0,15567460911.0,4086868608.0,13150684032.0,2948142978.0,9612344964.0,41153511.0,2989296489.0,9653498475.0,368676728.0,1132509728.0,24588148.0,6983616.0,17604532.0,393264876.0,1157097876.0,3726905749.0,12155181031.0,3286052.0,3730191801.0,12158467083.0,1528957000.0,33806000.0,370350000.0,22088000.0,240000.0,50064000.0,20799011529.0,68421064186.0,20602192.0,5734591.0,70880306.0,12528837.0,20908757455.0,68530810112.0,2005505000.0
Belgium,2011,7742803320.0,12904672200.0,64400459360.0,7939818831.42,13233031385.7,66039128058.16,15174386031.42,25290643385.7,126212353658.16,4486164663.0,15605180736.0,37815837.0,2783988.0,-1159995.0,27607881.0,8583963.0,4523980500.0,15642996573.0,3927572614.0,12638097234.0,3453358509.0,11112181711.0,2590916130.0,8447615940.0,36166935.0,2627083065.0,8483782875.0,338248456.0,1039039456.0,22558796.0,6407232.0,16151564.0,360807252.0,1061598252.0,3674507599.0,11984286181.0,3239852.0,3677747451.0,11987526033.0,1171116000.0,33806000.0,370350000.0,22088000.0,240000.0,46935000.0,18470767971.0,60826401258.0,18935552.0,5247237.0,63774816.0,11823815.0,18570549391.0,60926182678.0,1644535000.0
Belgium,2012,7570543680.0,12617572800.0,62967696640.0,7739061427.44,12898435712.4,64369336317.119995,14471228827.44,24118714712.399998,120363871517.12,4256325081.0,14805680832.0,35878419.0,2641356.0,-1100565.0,26193447.0,8144181.0,4292203500.0,14841559251.0,3973242063.0,12785051853.0,3490660278.0,11232210962.0,2308111542.0,7525538796.0,32219229.0,2340330771.0,7557758025.0,329110852.0,1010970352.0,21949382.0,6234144.0,15715238.0,351060234.0,1032919734.0,3670565262.0,11971428378.0,3236376.0,3673801638.0,11974664754.0,1138585000.0,16903000.0,185175000.0,22088000.0,168000.0,43806000.0,18028015078.0,59330881173.0,18356594.0,5133579.0,58412676.0,11380557.0,18121298484.0,59424164579.0,1406725000.0
Belgium,2013,7534786770.0,12557977950.0,62670289960.0,7704636500.61,12841060834.35,64083008354.28,14460529700.61,24100882834.35,120274881954.28,4072004797.0,14164520384.0,34324703.0,2526972.0,-1052905.0,25059139.0,7791497.0,4106329500.0,14198845087.0,4055828976.0,13050799056.0,3576010032.0,11506848528.0,2093503038.0,6825813244.0,29223481.0,2122726519.0,6855036725.0,319311874.0,980869624.0,21295859.0,6048528.0,15247331.0,340607733.0,1002165483.0,3632339564.0,11846756516.0,3202672.0,3635542236.0,11849959188.0,1040992000.0,16903000.0,185175000.0,11044000.0,144000.0,28161000.0,17748998281.0,58375607352.0,17774303.0,4995623.0,54282620.0,10994169.0,17837044996.0,58463654067.0,1282419000.0
Belgium,2014,7180218990.0,11967031650.0,59721186520.0,7340226721.38,12233711202.300001,61052044476.240005,14595199621.38,24325332702.3,121394993676.23999,3874051928.0,13475938816.0,32656072.0,2404128.0,-1001720.0,23840936.0,7412728.0,3906708000.0,13508594888.0,3309523346.0,10649345526.0,3064221495.0,9860020605.0,1981966932.0,6462152616.0,27666534.0,2009633466.0,6489819150.0,302567202.0,929432952.0,20179107.0,5731344.0,14447763.0,322746309.0,949612059.0,3552694376.0,11586996344.0,3132448.0,3555826824.0,11590128792.0,943399000.0,16903000.0,185175000.0,11044000.0,120000.0,28161000.0,16085025279.0,52963886859.0,16851891.0,4729624.0,51507470.0,10545176.0,16168659440.0,53047521020.0,1184802000.0
Belgium,2015,7442451450.0,12404085750.0,61902294600.0,7561853647.11,12603089411.85,62895417636.28,14317223947.11,23862039911.85,119082942036.28,3881574021.0,13502104512.0,32719479.0,2408796.0,-1003665.0,23887227.0,7427121.0,3914293500.0,13534823991.0,3502067016.0,11268910296.0,3204955593.0,10312873347.0,1995975828.0,6507828264.0,27862086.0,2023837914.0,6535690350.0,301259658.0,925416408.0,20091903.0,5706576.0,14385327.0,321351561.0,945508311.0,3581688019.0,11681558161.0,3158012.0,3584846031.0,11684716173.0,1171116000.0,16903000.0,370350000.0,11044000.0,120000.0,28161000.0,16467520135.0,54198690988.0,16794123.0,4702911.0,51749313.0,10585133.0,16551351615.0,54282522468.0,1597694000.0
Belgium,2016,7349021820.0,12248369700.0,61125197360.0,7526684467.259999,12544474112.1,62602899378.479996,14362801867.26,23938003112.100002,119462034578.48001,3651193003.0,12700721216.0,30777497.0,2265828.0,-944095.0,22469461.0,6986303.0,3681970500.0,12731498713.0,3460534869.0,11135268639.0,3214771848.0,10344459992.0,1656843804.0,5402096952.0,23128098.0,1679971902.0,5425225050.0,300337282.0,922583032.0,20030387.0,5689104.0,14341283.0,320367669.0,942613419.0,3591718522.0,11714272318.0,3166856.0,3594885378.0,11717439174.0,1073523000.0,16903000.0,555525000.0,11044000.0,120000.0,28161000.0,15875399328.0,52219402149.0,16607111.0,4745009.0,45597559.0,10153159.0,15952502166.0,52296504987.0,1685276000.0
Belgium,2017,7324626960.0,12207711600.0,60922294080.0,7511097120.66,12518495201.099998,62473252241.67999,13952614020.66,23254356701.1,116050313441.68,3432085456.0,11938552832.0,28930544.0,2129856.0,-887440.0,21121072.0,6567056.0,3461016000.0,11967483376.0,3180630476.0,10234595556.0,3030432912.0,9751296048.0,1580865000.0,5154370000.0,22067500.0,1602932500.0,5176437500.0,297886904.0,915055904.0,19866964.0,5642688.0,14224276.0,317753868.0,934922868.0,3503689630.0,11427168970.0,3089240.0,3506778870.0,11430258210.0,1008461000.0,16903000.0,185175000.0,11044000.0,96000.0,21903000.0,15025590378.0,49421039310.0,16354132.0,4755248.0,43188572.0,9656296.0,15099544626.0,49494993558.0,1243582000.0
Belgium,2018,7369529580.0,12282549300.0,61295769840.0,7579522139.490001,12632536899.15,63042374620.520004,14420295239.49,24033825399.149998,119940233420.51999,3291834195.0,11450687040.0,27748305.0,2042820.0,-851175.0,20257965.0,6298695.0,3319582500.0,11478435345.0,2998111807.0,9647289117.0,2925760635.0,9414482665.0,1552652640.0,5062384320.0,21673680.0,1574326320.0,5084058000.0,297694320.0,914464320.0,19854120.0,5639040.0,14215080.0,317548440.0,934318440.0,3477390749.0,11341396031.0,3066052.0,3480456801.0,11344462083.0,618089000.0,16903000.0,185175000.0,11044000.0,96000.0,21903000.0,14543444346.0,47830703493.0,16257900.0,4787865.0,41931645.0,9364747.0,14615786503.0,47903045650.0,853210000.0
Belgium,2019,7306944120.0,12178240200.0,60775217760.0,7546407119.37,12577345198.949999,62766941754.759995,13958370719.37,23263951198.95,116098194554.76001,3065726654.0,10664169088.0,25842346.0,1902504.0,-792710.0,18866498.0,5866054.0,3091569000.0,10690011434.0,2903749496.0,9343651176.0,2835141102.0,9122888058.0,1442283942.0,4702529996.0,20133029.0,1462416971.0,4722663025.0,297114034.0,912681784.0,19815419.0,5628048.0,14187371.0,316929453.0,932497203.0,3411918013.0,11127858847.0,3008324.0,3414926337.0,11130867171.0,683151000.0,16903000.0,185175000.0,11044000.0,96000.0,21903000.0,13955933241.0,45873778949.0,16089875.0,4835338.0,38999527.0,8874378.0,14024732359.0,45942578067.0,918272000.0
Belgium,2020,6737078250.0,11228463750.0,56035381000.0,6820947441.0,11368245735.0,56732959668.0,12348000441.0,20580000735.0,102704003668.0,2692445206.0,9365704832.0,22695794.0,1670856.0,-696190.0,16569322.0,5151806.0,2715141000.0,9388400626.0,2638803041.0,8491109571.0,2636232777.0,8482842883.0,1167748494.0,3807414172.0,16300753.0,1184049247.0,3823714925.0,298814348.0,917904848.0,19928818.0,5660256.0,14268562.0,318743166.0,937833666.0,3394801284.0,11072033196.0,2993232.0,3397794516.0,11075026428.0,553027000.0,16903000.0,185175000.0,11044000.0,96000.0,21903000.0,12828845150.0,42137009502.0,15939418.0,4964066.0,32870075.0,8145038.0,12890763747.0,42198928099.0,788148000.0
Belgium,2021,6969523680.0,11615872800.0,57968736640.0,6964868409.03,11608114015.050001,57930016608.44,13515299709.03,22525499515.05,112412969008.44,2747865048.0,9558483456.0,23162952.0,1705248.0,-710520.0,16910376.0,5257848.0,2771028000.0,9581646408.0,2890223701.0,9300128031.0,2836381050.0,9126877950.0,1139730702.0,3716062876.0,15909649.0,1155640351.0,3731972525.0,308499296.0,947655296.0,20574736.0,5843712.0,14731024.0,329074032.0,968230032.0,3369151142.0,10988376098.0,2970616.0,3372121758.0,10991346714.0,520496000.0,16903000.0,185175000.0,11044000.0,96000.0,21903000.0,13291850939.0,43637583707.0,16436272.0,5133192.0,32820025.0,8228464.0,13354468892.0,43700201660.0,755617000.0
Bulgaria,1990,5207283900.0,8678806500.0,43311377200.0,,,,,,,3483600588.0,11967458922.0,198223848.0,121748598.0,28754694.0,40073031.0,7647525.0,3681824436.0,12165682770.0,3504408176.0,13212018196.0,3638537259.0,13717598610.0,21695904889.0,67472169751.0,440860553.0,22136765442.0,67913030304.0,453113460.0,1303118100.0,26681760.0,4288140.0,22393620.0,479795220.0,1329799860.0,1865091616.0,6563600704.0,15625464.0,1880717080.0,6579226168.0,12524435000.0,50709000.0,1296225000.0,220880000.0,2016000.0,59451000.0,34640655988.0,114235964283.0,144142218.0,33042834.0,480933584.0,23272989.0,35322047613.0,114917355908.0,14153716000.0
Bulgaria,1991,4064446260.0000005,6774077100.000001,33805870480.000004,,,,,,,2637996036.0,9062493934.0,150107256.0,92195506.0,21774818.0,30345757.0,5791175.0,2788103292.0,9212601190.0,2930141232.0,11046966372.0,3073900788.0,11588870520.0,18391539353.0,57195911927.0,373715881.0,18765255234.0,57569627808.0,405818328.0,1167101080.0,23896768.0,3840552.0,20056216.0,429715096.0,1190997848.0,1550443472.0,5456295968.0,12989388.0,1563432860.0,5469285356.0,6018235000.0,50709000.0,1111050000.0,154616000.0,1464000.0,46935000.0,28989839209.0,95517639801.0,112251722.0,25615370.0,404061638.0,18780563.0,29550548502.0,96078349094.0,7383009000.0
Bulgaria,1992,3746027250.0,6243378750.0,31157433000.0,,,,,,,2300330448.0,7902487512.0,130893408.0,80394408.0,18987624.0,26461476.0,5049900.0,2431223856.0,8033380920.0,2751175604.0,10372245559.0,2893101918.0,10907243220.0,16503133674.0,51323152566.0,335343498.0,16838477172.0,51658496064.0,408267153.0,1174143705.0,24040968.0,3863727.0,20177241.0,432308121.0,1198184673.0,1634269480.0,5751295120.0,13691670.0,1647961150.0,5764986790.0,6636324000.0,33806000.0,925875000.0,121484000.0,1080000.0,37548000.0,26490278277.0,87430567682.0,100571649.0,22851351.0,361804974.0,18741570.0,26994247821.0,87934537226.0,7756117000.0
Bulgaria,1993,3683186640.0,6138644400.0,30634758720.0,,,,,,,2388576060.0,8205643890.0,135914760.0,83478510.0,19716030.0,27476595.0,5243625.0,2524490820.0,8341558650.0,2948456668.0,11116017653.0,3055127572.0,11518093880.0,23080861137.0,71779249983.0,469002849.0,23549863986.0,72248252832.0,399614955.0,1149260675.0,23531480.0,3781845.0,19749635.0,423146435.0,1172792155.0,1161358360.0,4087033840.0,9729690.0,1171088050.0,4096763530.0,13858206000.0,50709000.0,925875000.0,143572000.0,1200000.0,37548000.0,33033994752.0,107855299921.0,103228145.0,23497875.0,496479444.0,14973315.0,33672173531.0,108493478700.0,15017110000.0
Bulgaria,1994,3417953490.0,5696589150.0,28428692520.0,,,,,,,2345267496.0,8056862924.0,133450416.0,81964916.0,19358548.0,26978402.0,5148550.0,2478717912.0,8190313340.0,2677667464.0,10095111494.0,2991021306.0,11276407740.0,25901952548.0,80552571932.0,526327396.0,26428279944.0,81078899328.0,164599080.0,473373800.0,9692480.0,1557720.0,8134760.0,174291560.0,483066280.0,1029829440.0,3624159360.0,8627760.0,1038457200.0,3632787120.0,14866667000.0,50709000.0,925875000.0,154616000.0,1248000.0,40677000.0,35110337334.0,114078487250.0,90099676.0,20916268.0,553305798.0,13776310.0,35788435386.0,114756585302.0,16039792000.0
Bulgaria,1995,3509625420.0,5849375700.0,29191170160.0,,,,,,,2402868000.0,8254742000.0,136728000.0,83978000.0,19834000.0,27641000.0,5275000.0,2539596000.0,8391470000.0,2586829472.0,9752641912.0,2904408514.0,10949870060.0,25146933938.0,78204536942.0,510985426.0,25657919364.0,78715522368.0,151639803.0,436103955.0,8929368.0,1435077.0,7494291.0,160569171.0,445033323.0,856955800.0,3015785200.0,7179450.0,864135250.0,3022964650.0,15582349000.0,50709000.0,1111050000.0,165660000.0,1176000.0,43806000.0,34049635527.0,110613680069.0,91472291.0,21269077.0,538626426.0,12454450.0,34713457771.0,111277502313.0,16954750000.0
