countries,Year,GHG: Territorial & Low scenario [Euro],GHG: Territorial & Central scenario [Euro],GHG: Territorial & High scenario [Euro],GHG: Residential & Low scenario [Euro],GHG: Residential & Central scenario [Euro],GHG: Residential & High scenario [Euro],GHG: Footprint & Low scenario [Euro],GHG: Footprint & Central scenario [Euro],GHG: Footprint & High scenario [Euro],Nox (Health - VOLY) [Euro],Nox (Health - VSL) [Euro],"Nox (Crops, Forests, Buildings & Ecosystems) [Euro]",Nox (Crops) [Euro],Nox (Forests) [Euro],Nox (Buildings) [Euro],Nox (Ecosystems) [Euro],Nox (Total - VOLY) [Euro],Nox (Total - VSL) [Euro],PM2.5 (Health - VOLY) [Euro],PM2.5 (Health - VSL) [Euro],PM10 (Health - VOLY) [Euro],PM10 (Health - VSL) [Euro],SOx (Health - VOLY) [Euro],SOx (Health - VSL) [Euro],SOx (Buildings) [Euro],SOx (Total - VOLY) [Euro],SOx (Total - VSL) [Euro],NMVOC (Health - VOLY) [Euro],NMVOC (Health - VSL) [Euro],NMVOC (Forests & Crops) [Euro],NMVOC (Forests) [Euro],NMVOC (Crops) [Euro],NMVOC (Total - VOLY) [Euro],NMVOC (Total - VSL) [Euro],NH3 (Health - VOLY) [Euro],NH3 (Health - VSL) [Euro],NH3 (Ecosystems) [Euro],NH3 (Total - VOLY) [Euro],NH3 (Total - VSL) [Euro],Pb (Total) [Euro],Hg (Total) [Euro],Cd (Total) [Euro],As (Total) [Euro],Ni (Total) [Euro],Cr (Total) [Euro],Health - VOLY (Total) [Euro],Health - VSL (Total) [Euro],Crops (Total) [Euro],Forests (Total) [Euro],Buildings (Total) [Euro],Ecosystems (Total) [Euro],Air Pollutants - VOLY [Euro],Air Pollutants - VSL [Euro],Heavy Metals (Total) [Euro]
Slovenia,2012,760805010.0,1268008350.0,6327965480.0,1116220169.61,1860366949.35,9284116966.279999,1313536169.61,2189226949.35,10925284966.279999,1090539400.0,3796269605.0,45469485.0,23713315.0,10149845.0,8420275.0,3186050.0,1136008885.0,3841739090.0,1569162608.0,5209661192.0,1223471223.0,4061956653.0,291905145.0,978758109.0,5050080.0,296955225.0,983808189.0,108708100.0,354067628.0,6878906.0,2174162.0,4704744.0,115587006.0,360946534.0,453809601.0,1521339414.0,2179135.0,455988736.0,1523518549.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,4737596077.0,15922052601.0,28418059.0,12324007.0,13470355.0,5365185.0,4797173683.0,15981630207.0,397711000.0
Slovenia,2013,823704840.0,1372841400.0,6851132320.0,1090902764.07,1818171273.45,9073540450.36,1276299164.07,2127165273.45,10615567650.36,1025416120.0,3569569379.0,42754203.0,22297237.0,9543731.0,7917445.0,2995790.0,1068170323.0,3612323582.0,1579163716.0,5242865134.0,1199610360.0,3982737960.0,269736890.0,904427938.0,4666560.0,274403450.0,909094498.0,106100350.0,345574058.0,6713891.0,2122007.0,4591884.0,112814241.0,352287949.0,448253433.0,1502713062.0,2152455.0,450405888.0,1504865517.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,4628280869.0,15547887531.0,26889121.0,11665738.0,12584005.0,5148245.0,4684567978.0,15604174640.0,397711000.0
Slovenia,2014,1098414450.0,1830690750.0,9136018600.0,988954112.79,1648256854.65,8225586588.92,1241842412.79,2069737354.6499999,10328974988.919998,928977120.0,3233856204.0,38733228.0,20200212.0,8646156.0,7172820.0,2714040.0,967710348.0,3272589432.0,1358240364.0,4509393786.0,998069982.0,3313618602.0,217243350.0,728417070.0,3758400.0,221001750.0,732175470.0,98097150.0,319507242.0,6207459.0,1961943.0,4245516.0,104304609.0,325714701.0,446361462.0,1496370468.0,2143370.0,448504832.0,1498513838.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,4046989428.0,13601163372.0,24445728.0,10608099.0,10931220.0,4857410.0,4097831885.0,13652005829.0,397711000.0
Slovenia,2015,1116417330.0,1860695550.0,9285756840.0,1024815789.9000001,1708026316.5,8523864665.200001,1273054689.9,2121757816.5,10588581865.2,842098160.0,2931422422.0,35110854.0,18311066.0,7837558.0,6502010.0,2460220.0,877209014.0,2966533276.0,1455554516.0,4832479334.0,1060239570.0,3520023270.0,155233275.0,520497255.0,2685600.0,157918875.0,523182855.0,99311050.0,323460974.0,6284273.0,1986221.0,4298052.0,105595323.0,329745247.0,457354053.0,1533221742.0,2196155.0,459550208.0,1535417897.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,4069790624.0,13661104997.0,22609118.0,9823779.0,9187610.0,4656375.0,4116067506.0,13707381879.0,397711000.0
Slovenia,2016,1181045880.0,1968409800.0,9823302240.0,1072090517.4000001,1786817529.0,8917070335.2,1315257917.4,2192096529.0,10939605535.2,828680560.0,2884714502.0,34551414.0,18019306.0,7712678.0,6398410.0,2421020.0,863231974.0,2919265916.0,1455554516.0,4832479334.0,1125400887.0,3736360557.0,132676590.0,444864678.0,2295360.0,134971950.0,447160038.0,100253500.0,326530580.0,6343910.0,2005070.0,4338840.0,106597410.0,332874490.0,463006017.0,1552169238.0,2223295.0,465229312.0,1554392533.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,4105572070.0,13777118889.0,22358146.0,9717748.0,8693770.0,4644315.0,4150986049.0,13822532868.0,397711000.0
Slovenia,2017,1185653700.0,1976089500.0,9861627600.0,1098813144.24,1831355240.4,9139334723.52,1427206944.24,2378678240.4,11870737123.52,816796400.0,2843344630.0,34055910.0,17760890.0,7602070.0,6306650.0,2386300.0,850852310.0,2877400540.0,1389704524.0,4613855626.0,1080379014.0,3586886754.0,140139995.0,469889479.0,2424480.0,142564475.0,472313959.0,99015200.0,322497376.0,6265552.0,1980304.0,4285248.0,105280752.0,328762928.0,453689856.0,1520937984.0,2178560.0,455868416.0,1523116544.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,3979724989.0,13357411849.0,22046138.0,9582374.0,8731130.0,4564860.0,4024649491.0,13402336351.0,397711000.0
Slovenia,2018,1180327680.0,1967212800.0,9817328640.0,1104366524.9399998,1840610874.8999999,9185524747.119999,1522069124.9399998,2536781874.9,12659749547.119999,784019120.0,2729243854.0,32689278.0,17048162.0,7297006.0,6053570.0,2290540.0,816708398.0,2761933132.0,1264971604.0,4199739046.0,1011350340.0,3357709740.0,137753925.0,461888985.0,2383200.0,140137125.0,464272185.0,98267950.0,320063546.0,6218267.0,1965359.0,4252908.0,104486217.0,326281813.0,451366803.0,1513150242.0,2167405.0,453534208.0,1515317647.0,195186000.0,0.0,185175000.0,11044000.0,48000.0,6258000.0,3747729742.0,12581795413.0,21301070.0,9262365.0,8436770.0,4457945.0,3791187892.0,12625253563.0,397711000.0
Slovenia,2019,873180630.0,1455301050.0,7262645240.0,1087029628.02,1811716046.6999998,9041325794.96,1499169328.02,2498615546.7,12469281394.96,708617000.0,2466762025.0,29545425.0,15408575.0,6595225.0,5471375.0,2070250.0,738162425.0,2496307450.0,1194289616.0,3965072984.0,970487700.0,3222044700.0,124242110.0,416583862.0,2149440.0,126391550.0,418733302.0,95815750.0,312076610.0,6063095.0,1916315.0,4146780.0,101878845.0,318139705.0,445930380.0,1494925320.0,2141300.0,448071680.0,1497066620.0,195186000.0,0.0,185175000.0,11044000.0,24000.0,6258000.0,3539382556.0,11877465501.0,19555355.0,8511540.0,7620815.0,4211550.0,3579281816.0,11917364761.0,397687000.0
Slovenia,2020,808419150.0,1347365250.0,6723994200.0,1029957175.17,1716595291.95,8566627933.16,1404882775.17,2341471291.95,11685056733.16,611674840.0,2129297303.0,25503471.0,13300609.0,5692967.0,4722865.0,1787030.0,637178311.0,2154800774.0,1133383992.0,3762864708.0,951807636.0,3160026396.0,111562645.0,374069609.0,1930080.0,113492725.0,375999689.0,93833250.0,305619510.0,5937645.0,1876665.0,4060980.0,99770895.0,311557155.0,442601469.0,1483765566.0,2125315.0,444726784.0,1485890881.0,162655000.0,0.0,185175000.0,11044000.0,24000.0,6258000.0,3344863832.0,11215643092.0,17361589.0,7569632.0,6652945.0,3912345.0,3380360343.0,11251139603.0,365156000.0
Slovenia,2021,819045360.0,1365075600.0,6812377280.0,1053059714.91,1755099524.8500001,8758782390.68,1534436414.91,2557394024.85,12762613990.68,617808600.0,2150649495.0,25759215.0,13433985.0,5750055.0,4770225.0,1804950.0,643567815.0,2176408710.0,1133496364.0,3763237786.0,1033386978.0,3430871958.0,113560285.0,380767697.0,1964640.0,115524925.0,382732337.0,91911750.0,299361090.0,5816055.0,1838235.0,3977820.0,97727805.0,305177145.0,442314081.0,1482802134.0,2123935.0,444438016.0,1484926069.0,195186000.0,0.0,185175000.0,11044000.0,24000.0,6258000.0,3432478058.0,11507690160.0,17411805.0,7588290.0,6734865.0,3928885.0,3468141903.0,11543354005.0,397687000.0
Slovakia,1990,4063098689.9999995,6771831149.999999,33794662119.999996,,,,,,,2105058720.0,6734415510.0,124203918.0,54535200.0,19359996.0,32039430.0,18269292.0,2229262638.0,6858619428.0,7423953600.0,22508873450.0,5396510295.0,16361696780.0,2693482760.0,8364796040.0,94549820.0,2788032580.0,8459345860.0,475083714.0,1443366579.0,24494112.0,5868381.0,18625731.0,499577826.0,1467860691.0,1950714800.0,5985948150.0,17034800.0,1967749600.0,6002982950.0,1756674000.0,33806000.0,185175000.0,33132000.0,168000.0,18774000.0,20044803889.0,61399096509.0,73160931.0,25228377.0,126589250.0,35304092.0,20305086539.0,61659379159.0,2027729000.0
Slovakia,1991,3418566480.0,5697610800.0,28433791040.0,,,,,,,1858173120.0,5944589460.0,109637028.0,48139200.0,17089416.0,28281780.0,16126632.0,1967810148.0,6054226488.0,6734105280.0,20417304810.0,4921357815.0,14921080460.0,2606695760.0,8095273040.0,91503320.0,2698199080.0,8186776360.0,440312726.0,1337727761.0,22701408.0,5438879.0,17262529.0,463014134.0,1360429169.0,1705748408.0,5234246199.0,14895608.0,1720644016.0,5249141807.0,1756674000.0,33806000.0,370350000.0,33132000.0,144000.0,18774000.0,18266393109.0,55950221730.0,65401729.0,22528295.0,119785100.0,31022240.0,18505130473.0,56188959094.0,2212880000.0
Slovakia,1992,3018291570.0,5030485950.0,25104520360.0,,,,,,,1723767920.0,5514605985.0,101706773.0,44657200.0,15853306.0,26236105.0,14960162.0,1825474693.0,5616312758.0,6269535552.0,19008764054.0,4591040850.0,13919591400.0,2554970708.0,7934637332.0,89687606.0,2644658314.0,8024324938.0,415907492.0,1263581462.0,21443136.0,5137418.0,16305718.0,437350628.0,1285024598.0,1470001728.0,4510835784.0,12836928.0,1482838656.0,4523672712.0,1756674000.0,33806000.0,370350000.0,33132000.0,144000.0,18774000.0,17025224250.0,52152016017.0,60962918.0,20990724.0,115923711.0,27797090.0,17250898693.0,52377690460.0,2212880000.0
Slovakia,1993,2818312560.0,4697187600.0,23441202880.0,,,,,,,1697643440.0,5431029645.0,100165361.0,43980400.0,15613042.0,25838485.0,14733434.0,1797808801.0,5531195006.0,5111729856.0,15498383562.0,3818318130.0,11576770920.0,2439794716.0,7576950364.0,85644562.0,2525439278.0,7662594926.0,368180708.0,1118581238.0,18982464.0,4547882.0,14434582.0,387163172.0,1137563702.0,1301674192.0,3994307226.0,11366992.0,1313041184.0,4005674218.0,1659081000.0,33806000.0,370350000.0,33132000.0,120000.0,15645000.0,14737341042.0,45196022955.0,58414982.0,20160924.0,111483047.0,26100426.0,14953500421.0,45412182334.0,2112134000.0
Slovakia,1994,2692359810.0,4487266350.0,22393595880.0,,,,,,,1709532240.0,5469063795.0,100866831.0,44288400.0,15722382.0,26019435.0,14836614.0,1810399071.0,5569930626.0,4446057024.0,13480113198.0,3392410725.0,10285460900.0,2380008116.0,7391278964.0,83545862.0,2463553978.0,7474824826.0,340814894.0,1035440309.0,17571552.0,4209851.0,13361701.0,358386446.0,1053011861.0,1335807464.0,4099048317.0,11665064.0,1347472528.0,4110713381.0,1561488000.0,16903000.0,185175000.0,22088000.0,96000.0,12516000.0,13604630463.0,41760405483.0,57650101.0,19932233.0,109565297.0,26501678.0,13818279772.0,41974054792.0,1798266000.0
Slovakia,1995,2757831930.0,4596386550.0,22938157640.0,3357331848.99,5595553081.65,27924474426.519997,3508267248.99,5847112081.65,29179873626.519997,1736783840.0,5556245970.0,102474746.0,44994400.0,15973012.0,26434210.0,15073124.0,1839258586.0,5658720716.0,3934368192.0,11928710834.0,3060143955.0,9278060220.0,2324155860.0,7217825940.0,81585270.0,2405741130.0,7299411210.0,317800574.0,965519789.0,16384992.0,3925571.0,12459421.0,334185566.0,981904781.0,1286319304.0,3947189337.0,11232904.0,1297552208.0,3958422241.0,1496426000.0,16903000.0,185175000.0,22088000.0,96000.0,12516000.0,12659571725.0,38893552090.0,57453821.0,19898583.0,108019480.0,26306028.0,12871249637.0,39105230002.0,1733204000.0
Slovakia,1996,2751698880.0,4586164800.0,22887146240.0,3345793302.6000004,5576322171.0,27828503024.800003,3612642402.6000004,6021070671.0,30048009824.800003,1732074640.0,5541180495.0,102196891.0,44872400.0,15929702.0,26362535.0,15032254.0,1834271531.0,5643377386.0,3645879168.0,11054033636.0,2928907080.0,8880162720.0,2276095148.0,7068570092.0,79898186.0,2355993334.0,7148468278.0,305312140.0,927578290.0,15741120.0,3771310.0,11969810.0,321053260.0,943319410.0,1302928344.0,3998155707.0,11377944.0,1314306288.0,4009533651.0,1496426000.0,16903000.0,185175000.0,22088000.0,72000.0,12516000.0,12191196520.0,37469680940.0,56842210.0,19701012.0,106260721.0,26410198.0,12400410661.0,37678895081.0,1733180000.0
Slovakia,1997,2753501310.0,4589168850.0,22902137880.0,3334000167.54,5556666945.9,27730414091.92,3532267467.54,5887112445.9,29379494491.92,1736011840.0,5553776220.0,102429196.0,44974400.0,15965912.0,26422460.0,15066424.0,1838441036.0,5656205416.0,3144199296.0,9532977692.0,2537846190.0,7694503960.0,2258795606.0,7014845174.0,79290917.0,2338086523.0,7094136091.0,281318408.0,854682188.0,14504064.0,3474932.0,11029132.0,295822472.0,869186252.0,1379567200.0,4233329100.0,12047200.0,1391614400.0,4245376300.0,1561488000.0,16903000.0,185175000.0,22088000.0,72000.0,12516000.0,11337738540.0,34884114334.0,56003532.0,19440844.0,105713377.0,27113624.0,11546009917.0,35092385711.0,1798242000.0
Slovakia,1998,2641836960.0,4403061600.0,21973374080.0,3289892038.6499996,5483153397.75,27363546480.199997,3583938238.6499996,5973230397.75,29809264080.199997,1732012880.0,5540982915.0,102193247.0,44870800.0,15929134.0,26361595.0,15031718.0,1834206127.0,5643176162.0,3233433024.0,9803527698.0,2678882085.0,8122111140.0,2271948658.0,7055692882.0,79752631.0,2351701289.0,7135445513.0,282586430.0,858534605.0,14569440.0,3490595.0,11078845.0,297155870.0,873104045.0,1175682760.0,3607690905.0,10266760.0,1185949520.0,3617957665.0,1594019000.0,16903000.0,185175000.0,22088000.0,72000.0,12516000.0,11374545837.0,34988540145.0,55949645.0,19419729.0,106114226.0,25298478.0,11581327915.0,35195322223.0,1830773000.0
Slovakia,1999,2614984470.0,4358307450.0,21750029560.0,3209527640.34,5349212733.9,26695118786.32,3351523340.34,5585872233.9,27876162386.32,1666778880.0,5332289040.0,98344272.0,43180800.0,15329184.0,25368720.0,14465568.0,1765123152.0,5430633312.0,3052347840.0,9254490930.0,2487201255.0,7540953420.0,2224524384.0,6908413536.0,78087888.0,2302612272.0,6986501424.0,268889558.0,816921713.0,13863264.0,3321407.0,10541857.0,282752822.0,830784977.0,1121381368.0,3441062079.0,9792568.0,1131173936.0,3450854647.0,1561488000.0,16903000.0,185175000.0,22088000.0,72000.0,9387000.0,10821123285.0,33294130718.0,53722657.0,18650591.0,103456608.0,24258136.0,11021211277.0,33494218710.0,1795113000.0
Slovakia,2000,2498346900.0,4163911500.0,20779901200.0,3091001643.45,5151669405.75,25709283510.6,3412963143.45,5688271905.75,28387185510.6,1700777760.0,5441056830.0,100350294.0,44061600.0,15641868.0,25886190.0,14760636.0,1801128054.0,5541407124.0,3360469824.0,10188693798.0,2708429130.0,8211694920.0,2262170656.0,7025326624.0,79409392.0,2341580048.0,7104736016.0,268805768.0,816667148.0,13858944.0,3320372.0,10538572.0,282664712.0,830526092.0,1123279544.0,3446886807.0,9809144.0,1133088688.0,3456695951.0,1463895000.0,33806000.0,185175000.0,22088000.0,48000.0,9387000.0,11423932682.0,35130326127.0,54600172.0,18962240.0,105295582.0,24569780.0,11627360456.0,35333753901.0,1714399000.0
Slovakia,2001,2684395980.0,4473993300.0,22327357040.0,3234488042.52,5390813404.2,26902725940.96,3558251342.52,5930418904.2,29595614340.96,1726022160.0,5521817655.0,101839779.0,44715600.0,15874038.0,26270415.0,14979726.0,1827861939.0,5623657434.0,3299877120.0,10004981240.0,2661883785.0,8070573940.0,2374646608.0,7374628432.0,83357656.0,2458004264.0,7457986088.0,271358570.0,824422895.0,13990560.0,3351905.0,10638655.0,285349130.0,838413455.0,1166157984.0,3578463252.0,10183584.0,1176341568.0,3588646836.0,1203647000.0,16903000.0,185175000.0,22088000.0,72000.0,9387000.0,11499946227.0,35374887414.0,55354255.0,19225943.0,109628071.0,25163310.0,11709317806.0,35584258993.0,1437272000.0
Slovakia,2002,2567247480.0,4278745800.0,21352979040.0,3147588293.22,5245980488.7,26179940724.559998,3386162993.22,5643604988.7,28164276324.559998,1621153680.0,5186326815.0,95652267.0,41998800.0,14909574.0,24674295.0,14069598.0,1716805947.0,5281979082.0,2499083328.0,7577034206.0,2139786000.0,6487624000.0,1915215516.0,5947833564.0,67230162.0,1982445678.0,6015063726.0,247174914.0,750949779.0,12743712.0,3053181.0,9690531.0,259918626.0,763693491.0,1207511104.0,3705359112.0,10544704.0,1218055808.0,3715903816.0,1236178000.0,16903000.0,185175000.0,22088000.0,48000.0,9387000.0,9629924542.0,29655127476.0,51689331.0,17962755.0,91904457.0,24614302.0,9816095387.0,29841298321.0,1469779000.0
Slovakia,2003,2609420310.0,4349033850.0,21703749880.0,3153970598.31,5256617663.849999,26233025293.879997,3255690398.31,5426150663.849999,27079075693.879997,1587602560.0,5078991480.0,93672664.0,41129600.0,14601008.0,24163640.0,13778416.0,1681275224.0,5172664144.0,2469980352.0,7488796154.0,2094090570.0,6349079880.0,1968772738.0,6114159202.0,69110191.0,2037882929.0,6183269393.0,246171296.0,747900656.0,12691968.0,3040784.0,9651184.0,258863264.0,760592624.0,1152125040.0,3535401870.0,10061040.0,1162186080.0,3545462910.0,487965000.0,16903000.0,185175000.0,22088000.0,48000.0,9387000.0,9518742556.0,29314329242.0,50780784.0,17641792.0,93273831.0,23839456.0,9704278419.0,29499865105.0,721566000.0
Slovakia,2004,2653250670.0,4422084450.0,22068307160.0,3199064686.6499996,5331774477.75,26608093584.199997,3406687486.6499996,5677812477.75,28334987984.199997,1582769840.0,5063530845.0,93387521.0,41004400.0,14556562.0,24090085.0,13736474.0,1676157361.0,5156918366.0,2284198656.0,6925519912.0,1957904190.0,5936175960.0,1799403086.0,5588170094.0,63164777.0,1862567863.0,5651334871.0,246845340.0,749948490.0,12726720.0,3049110.0,9677610.0,259572060.0,762675210.0,1055013000.0,3237404625.0,9213000.0,1064226000.0,3246617625.0,520496000.0,16903000.0,185175000.0,22088000.0,48000.0,9387000.0,8926134112.0,27500749926.0,50682010.0,17605672.0,87254862.0,22949474.0,9104626130.0,27679241944.0,754097000.0
Slovakia,2005,2896942860.0,4828238100.0,24095207280.0,3198448655.64,5330747759.400001,26602969770.72,3199681502.64,5332802504.400001,26613223926.72,1637520080.0,5238685515.0,96617927.0,42422800.0,15060094.0,24923395.0,14211638.0,1734138007.0,5335303442.0,2753464896.0,8348300142.0,2241525825.0,6796089300.0,1662800348.0,5163940892.0,58369586.0,1721169934.0,5222310478.0,262594136.0,797795396.0,13538688.0,3243644.0,10295044.0,276132824.0,811334084.0,1101552208.0,3380214474.0,9619408.0,1111171616.0,3389833882.0,553027000.0,16903000.0,185175000.0,22088000.0,48000.0,9387000.0,9659457493.0,29725025719.0,52717844.0,18303738.0,83292981.0,23831046.0,9837603102.0,29903171328.0,786628000.0
Slovakia,2006,2687245470.0,4478742450.0,22351057560.0,3185731255.77,5309552092.95,26497193301.96,3347691655.77,5579486092.95,27844292501.96,1533238320.0,4905071685.0,90465033.0,39721200.0,14101026.0,23336205.0,13306602.0,1623703353.0,4995536718.0,2500700160.0,7581936320.0,2065743405.0,6263134020.0,1634314926.0,5075477454.0,57369657.0,1691684583.0,5132847111.0,251747986.0,764843371.0,12979488.0,3109669.0,9869819.0,264727474.0,777822859.0,984916072.0,3022305741.0,8600872.0,993516944.0,3030906613.0,292779000.0,16903000.0,185175000.0,11044000.0,48000.0,9387000.0,8970660869.0,27612768591.0,49591019.0,17210695.0,80705862.0,21907474.0,9140075919.0,27782183641.0,515336000.0
Slovakia,2007,2605765050.0,4342941750.0,21673347400.0,3074815378.53,5124692297.55,25574654894.440002,3557578078.53,5929296797.55,29590014494.440002,1524638240.0,4877558670.0,89957606.0,39498400.0,14021932.0,23205310.0,13231964.0,1614595846.0,4967516276.0,2177795712.0,6602914124.0,1818068175.0,5512206700.0,1329788986.0,4129751194.0,46679827.0,1376468813.0,4176431021.0,240953972.0,732049742.0,12422976.0,2976338.0,9446638.0,253376948.0,744472718.0,1028743600.0,3156794550.0,8983600.0,1037727200.0,3165778150.0,292779000.0,16903000.0,185175000.0,11044000.0,48000.0,12516000.0,8119988685.0,25011274980.0,48945038.0,16998270.0,69885137.0,22215564.0,8278032694.0,25169318989.0,518465000.0
Slovakia,2008,2707585020.0,4512641700.0,22520230960.0,3108052134.81,5180086891.349999,25851100295.879997,3771776034.81,6286293391.349999,31371597495.879997,1548431280.0,4953676365.0,91361457.0,40114800.0,14240754.0,23567445.0,13438458.0,1639792737.0,5045037822.0,1970610240.0,5974743230.0,1677732210.0,5086721640.0,1303328594.0,4047576626.0,45750983.0,1349079577.0,4093327609.0,233751756.0,710168466.0,12051648.0,2887374.0,9164274.0,245803404.0,722220114.0,972611824.0,2984549022.0,8493424.0,981105248.0,2993042446.0,260248000.0,16903000.0,185175000.0,11044000.0,48000.0,9387000.0,7706465904.0,23757435349.0,49279074.0,17128128.0,69318428.0,21931882.0,7864123416.0,23915092861.0,482805000.0
Slovakia,2009,2453296230.0,4088827050.0,20405194040.0,2838637668.51,4731062780.85,23610256163.480003,3536929668.51,5894882780.85,29418272163.480003,1386542880.0,4435769790.0,81809622.0,35920800.0,12751884.0,21103470.0,12033468.0,1468352502.0,4517579412.0,1800919872.0,5460254694.0,1553844600.0,4711106400.0,1209656492.0,3756671468.0,42462794.0,1252119286.0,3799134262.0,218671418.0,664352423.0,11274144.0,2701097.0,8573047.0,229945562.0,675626567.0,951765784.0,2920581027.0,8311384.0,960077168.0,2928892411.0,227717000.0,16903000.0,185175000.0,11044000.0,48000.0,9387000.0,7121401046.0,21948735802.0,44493847.0,15452981.0,63566264.0,20344852.0,7265258990.0,22092593746.0,450274000.0
Slovakia,2010,2557994670.0,4263324450.0,21276019160.0,2889211335.57,4815352225.95,24030900632.36,3693985935.57,6156643225.95,30724581432.36,1356496640.0,4339647120.0,80036816.0,35142400.0,12475552.0,20646160.0,11772704.0,1436533456.0,4419683936.0,2019269184.0,6122273518.0,1659434040.0,5031243360.0,1305932204.0,4055662316.0,45842378.0,1351774582.0,4101504694.0,218382808.0,663475588.0,11259264.0,2697532.0,8561732.0,229642072.0,674734852.0,946139048.0,2903314869.0,8262248.0,954401296.0,2911577117.0,260248000.0,16903000.0,185175000.0,11044000.0,48000.0,12516000.0,7505653924.0,23115616771.0,43704132.0,15173084.0,66488538.0,20034952.0,7651054630.0,23261017477.0,485934000.0
Slovakia,2011,2478033180.0,4130055300.0,20610942640.0,2831343665.8500004,4718906109.75,23549588585.800003,3531500465.8500004,5885834109.75,29373114985.800003,1244309600.0,3980743050.0,73417490.0,32236000.0,11443780.0,18938650.0,10799060.0,1317727090.0,4054160540.0,1866748032.0,5659840764.0,1549045080.0,4696554720.0,1292875582.0,4015114078.0,45384049.0,1338259631.0,4060498127.0,213353546.0,648196031.0,10999968.0,2635409.0,8364559.0,224353514.0,659195999.0,936648168.0,2874191229.0,8179368.0,944827536.0,2882370597.0,260248000.0,16903000.0,185175000.0,11044000.0,48000.0,12516000.0,7102980008.0,21874639872.0,40600559.0,14079189.0,64322699.0,18978428.0,7240960883.0,22012620747.0,485934000.0
Slovakia,2012,2257705800.0,3762843000.0,18778378400.0,2679518233.3500004,4465863722.25,22286786575.800003,3148408333.3500004,5247347222.25,26186761375.800003,1191180560.0,3810774855.0,70282739.0,30859600.0,10955158.0,18130015.0,10337966.0,1261463299.0,3881057594.0,1989473280.0,6031934560.0,1621387845.0,4915890980.0,1099437002.0,3414377258.0,38593739.0,1138030741.0,3452970997.0,210035462.0,638115257.0,10828896.0,2594423.0,8234473.0,220864358.0,648944153.0,967527424.0,2968947072.0,8449024.0,975976448.0,2977396096.0,260248000.0,16903000.0,185175000.0,11044000.0,24000.0,12516000.0,7079041573.0,21780039982.0,39094073.0,13549581.0,56723754.0,18786990.0,7207195971.0,21908194380.0,485910000.0
Slovakia,2013,2189032650.0,3648387750.0,18207192200.0,2659180052.34,4431966753.9,22117624562.32,3143391752.34,5238986253.9,26145036162.32,1065915840.0,3410033220.0,62891796.0,27614400.0,9803112.0,16223460.0,9250824.0,1128807636.0,3472925016.0,1838107008.0,5573003316.0,1528797105.0,4635164820.0,998050500.0,3099514500.0,35034750.0,1033085250.0,3134549250.0,201414402.0,611923347.0,10384416.0,2487933.0,7896483.0,211798818.0,622307763.0,976035320.0,2995054335.0,8523320.0,984558640.0,3003577655.0,292779000.0,16903000.0,185175000.0,11044000.0,24000.0,9387000.0,6608320175.0,20324693538.0,35510883.0,12291045.0,51258210.0,17774144.0,6725154457.0,20441527820.0,515312000.0
Slovakia,2014,2202309270.0,3670515450.0,18317619960.0,2534047317.27,4223412195.45,21076838003.96,2908431117.27,4847385195.45,24190760403.96,1022019920.0,3269603235.0,60301823.0,26477200.0,9399406.0,15555355.0,8869862.0,1082321743.0,3329905058.0,1232256960.0,3736111170.0,1120437945.0,3397059380.0,856819122.0,2660910738.0,30077079.0,886896201.0,2690987817.0,169082634.0,513695199.0,8717472.0,2088561.0,6628911.0,177800106.0,522412671.0,976103112.0,2995262361.0,8523912.0,984627024.0,3003786273.0,260248000.0,0.0,185175000.0,11044000.0,24000.0,9387000.0,5376719693.0,16572642083.0,33106111.0,11487967.0,45632434.0,17393774.0,5484339979.0,16680262369.0,465878000.0
Slovakia,2015,2215715670.0,3692859450.0,18429127160.0,2580988675.86,4301647793.099999,21467270891.28,2947667575.86,4912779293.099999,24517108091.28,1047742960.0,3351895305.0,61819549.0,27143600.0,9635978.0,15946865.0,9093106.0,1109562509.0,3413714854.0,1584495360.0,4804071720.0,1426507335.0,4325032140.0,1288189084.0,4000559836.0,45219538.0,1333408622.0,4045779374.0,195284698.0,593300503.0,10068384.0,2412217.0,7656167.0,205353082.0,603368887.0,963087048.0,2955321369.0,8410248.0,971497296.0,2963731617.0,260248000.0,16903000.0,185175000.0,11044000.0,24000.0,12516000.0,6505306485.0,20030180873.0,34799767.0,12048195.0,61166403.0,17503354.0,6630824204.0,20155698592.0,485910000.0
